,id,name,followers,popularity
1934,1A5MEaeDJeABkpcW9crr8z,Los Marios,4883,38
1935,5pfYZjQ34Czl0aQcWxQSmp,Tsuneo Imahori,8302,44
1936,6DEfX2tZzx9iANmaErvLGf,Jan Johansson,52467,45
1937,3Z1yaFUknAq52KBVmrYpqy,Georg Riedel,8429,41
1938,4cvyvGmavtDowPmJMHMlUq,Ragan Whiteside,4188,37
1939,2uH0RyPcX7fnCcT90HFDQX,Manic Street Preachers,630705,56
1940,2EwyKG76iX4Pp5HhAD6SKO,Maeta,36295,51
1941,6PDLwWvgYNMfBRLqC1h5cJ,Buddy,223778,60
1942,7pcKyVIatvXoHdZRr4Q3vT,Liz Rose,4092,34
1943,5mX9Z6qHTTHHFCreShrFIA,Hillary Lindsey,972,38
1944,3iyG1duuxWpcuWa57VSeZ0,The Highwomen,128823,50
1945,2sG4zTOLvjKG1PSoOyf5Ej,Brandi Carlile,727623,70
1946,32opPqLCT3sF24Aso7wTXw,Natalie Hemby,15360,52
1947,6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,726500,73
1948,5yN0nwLpUCaZ2gr67bndCN,Amanda Shires,48413,54
1949,3tuushgEVJSXAkxR4ZxOhJ,Milly Quezada,151783,46
1950,2Ub06wAIR1hERODcCkKhzx,umru,24482,38
1951,5fAix5NwfNgHQqYRrHIPxo,SEBii,54941,48
1952,56l5jbQerCGh7lfbwLnfaK,angelus,23449,45
1953,48wt14F9gzlkNDRdXyJTQz,kmoe,18406,44
1954,5hn4bbaAkdXOwk8160xTpj,Lewis Grant,5499,43
1955,73kwl1vI4naxnKf6tWQbkd,savepoint,292,27
1956,3L3hYQlhb5k9XCCrRWavNi,Tony Velour,11178,41
1957,0EZi1A6N8QYNTuA3D9KwB5,emotegi,5137,33
1958,2KZogWZPYcACVe4NK80dmc,d0llywood1,41021,46
1959,1FQzmo7dOVfYK1pnKtD1VT,4kmirage,375,27
1960,1Af7tZT5ll2gtgG4jO1Kxl,Lou D'Audrey,683,37
1961,5vACdMa2kY7jHnlJwqYRKP,Enrico Pieranunzi,22272,40
1962,0bUTRhTTU18M19hpsAPSrE,Jorge Rossy,1667,38
1963,66A9oG2ybGddl9xwDibKak,JNUARY,1026,38
1964,2leLOUpqlp2g65Guf8IqEv,Laura Sullivan,17068,54
1965,5BTQ9QBT1Le61VYLVtRBCB,Zachary Patel,482,28
1966,2fVn4UU5CHiuJtJwHx0q7M,Goldilocks Trio,50,37
1967,22kkuXdiuYd7ISzXU5o7eH,Bruno Bavota,6473,44
1968,2yS9Ixr0a7wHxb0dpEvc2j,Clifford,712,46
1969,7crM3nBmCpsIrBUOCpo6jA,Anton,100,42
1970,6xMVXba934pnedrlPFuoin,Christian Brock,198,27
1971,2faFzPAZ0UYeY6TlerQmGK,Victor Manu,41,33
1972,1ATcda1cBf3inR0K5yqlU6,Tobias Berntsson,416,34
1973,0s8bZjPXviY1jTsu8ljegH,nikk.,10,32
1974,4zuaDhav8BE3DEkjJelFYX,Fabijan Spaći,112,35
1975,3Abv7gPn3kAVIYhWtMX00o,Bloostar,6,26
1976,6K8BBZapSLE6XGXF4htbIT,Ceeys,5714,47
1977,5nkwKrd8YZXi7uMgEppmxh,Waltzin,1803,46
1978,76SQufIPbADbhnxyLsDbyJ,Tama,1401,37
1979,2JOosskeWZKm2P84LeA2Gd,Jan Baltimore,89,27
1980,455quPWcJkDlINNu7NfI97,Viclo,173,26
1981,0avNlMblKvYPEmla2XWTPz,Backyard Ballet,76,26
1982,6JhUHne9H09NdkTI5E9GSt,Dardust,41574,49
1983,5xHojkpWvFQNmyVcAW6RKe,Callum Welch,28,31
1984,3F4JEfklypM9dhsSZmXJGc,Syrup,2946,36
1985,38OPqGlHHCPAsL87VM10Su,Twit One,24696,50
1986,0VkwWpbd5pxXBYZu3ns9N0,Turt,960,44
1987,09cx9hVWTix2e9uCcBXeds,C.Tappin,1492,44
1988,6dX4na3KWr3yMTLU4l1W7z,Summers Sons,16756,50
1989,4qsNTmhzMYuDilyDFbJFp2,tezpu,1019,36
1990,5W0bcXKJ4xnO3q0ViObq0N,Matilda Charpie,911,42
1991,5t4Zi1CHP9SPoQ5bcHvJRN,Leah Maur,393,36
1992,4RY9rfaEmLMXM3RaVC4HLd,Sam Cross,1392,49
1993,31Cm8F7MLg9rGw3vnmSk6w,Rusyav,91,28
1994,7kh6kV95YvmhBPmbi2tIRU,Barracuda Sound,566,42
1995,0nAuSsRUTeyOp4cvsam5pt,The Modern Jazz Trio,328,37
1996,5CSkWcdoRvgBQDwJTZZstJ,Jerry Bergonzi,6974,34
1997,3yO7osdYZcoKHt0kTZT486,Charlotte Funke,1929,30
1998,0nvvXVx3p5N71liittVwGa,Hemlock Ernst,17382,37
1999,13vr2QqzoWOWDyaAZDuEGO,Kenny Segal,22664,43
2000,4encGefmC48XGvJod2eBr2,Ros Gilman,765,39
2001,6PRz3C0udLohuqVbczkyL6,Emil Negri,62,46
2002,3dKNvDOPWpPth4n4gg8osF,faff,94,37
2003,33mF58EgWRWcLJWIddSH7h,delaney.,436,50
2004,7k6535rJWtEv2TKhv1T6v7,yud.,64,28
2005,4QepILDr1gW2tDbFhWCl3t,Franz Becker,2247,36
2006,5BRAUN0yN8557PLRZIr02W,Ezra Collective,153062,52
2007,4oDjh8wNW5vDHyFRrDYC4k,Loyle Carner,594628,68
2008,5l1oiy2VufzI1tbdpiaoQi,Lucid Keys,1218,62
2009,5tgpewfGPEl1Xt7ZfpL0rU,Mark Pike,91,26
2010,3TenU6iPLdqp8732iFSVQj,lokash,1384,51
2011,26U6qpVYdrQQNMUPyblVPp,Las Perlas Negras,413,40
2012,3adgqj7rUBUySnFjtS9QCb,Petra Birgisdóttir,349,28
2013,2iXh00erHUEAsyIw0s2UGh,Allister Romans,107,27
2014,5AW3NFlJDX8SX4LoHNTZOO,Helena Gabriel,220,26
2015,4C3SNUywRgMgWvve6Q7uxM,Stereo Fear,426,33
2016,3wCRv2qzTQDamiPfSc2zPp,Roberto Cabello Jr.,87,26
2017,34Il5iurwAMrpEHqVpbYDX,Carlos Hof,2211,35
2018,3MR09XZH0Q5cRnennqCE2z,Joseph Martins,69,28
2019,5UEgXCXCQwKaQ4bmrSBcEV,freekind,2158,29
2020,68jFd8fas1U1U51bGQZXbr,Uno Hype,14053,38
2021,3w3vmT2hRskRBwDZdjUlAp,Jerome Thomas,23601,48
2022,3Ni9BAJnZMfBG74X6Osx9N,Jars Of Bees,363,27
2023,61cavYEyS6y1T99hc6gjYI,Arata Rin,53,34
2024,0D4FGltctqk7z1BdC1088j,sloh rou,829,49
2025,6ljotXgL1sbhiI7aiF7W8O,Louk,2787,55
2026,436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns,333349,67
2027,0OG7Jsxh29ESIeAHlElBOj,Gabriele Bagnati,622,35
2028,2zFkwocH9Ah8KpUzydbcrO,Richard Mollenbeck,2493,34
2029,5qQyBIUGDM3QvXlTIo7puq,David Darling,17286,44
2030,1YrNSfkC8jWJm1rfvOKN32,Novo Stella,596,36
2031,6U9R5Ba5DxvK0ALylOx60v,Alfons Daiminger,356,44
2032,6Pm6y2MWQf8dMQJKJqSTic,Vince Glen,88,26
2033,2nS5SNSV4Cc7Es2WsCElmm,Luca Mazzillo,3666,46
2034,5OjXKVQtwCAwQ3EGw3ZzBQ,Lil Joke,482,30
2035,2SvBRTr0oEXAaTzqw7p4rx,SYNC.EXE,1412,42
2036,7MZx3uoMDM7wE8An0kdHwa,Nosmoh,442,47
2037,5JWChP6Y4Ae3sQ0FQeviKY,Mister Decaf,2518,46
2038,3i9R9BlH4QfTzP3DZIEj86,Izzy Rubin,90,26
2039,4fpf1I40UxYf5cOaMO9Agr,Volker Wagner,146,26
2040,3pyGXjDKAt3czGsh7vxkT0,Sarah Watson,1471,48
2041,7Mws36yO3takBR2WMsXOkM,Damu The Fudgemunk,63388,50
2042,7C2DSqaNkh0w77O5Jz1FKh,Archie Shepp,45445,37
2043,0bFq0sqBE7i1056yjI7z5M,Raw Poetic,3299,30
2044,3y9st5kQGA5SegPTroNQwK,Jonny Wells,42,26
2045,7MbjIv3XpMc2ciNcoWHFcS,Michael Wollny,15596,48
2046,0f92BXRSv36fG7o3QxCQ38,Tim Lefebvre,1900,33
2047,78fgcTfahAcbrhArWRfzVg,Eric Schaefer,607,38
2048,53HPdlKWDIGFF4GvVrCtEV,Joshua Redman Quartet,17149,31
2049,5u17bcLy3Geti3XAx7gSr8,Emil Brandqvist,1559,38
2050,6i6sHi3KJ6rgqxmbBaFDoG,Emil Brandqvist Trio,7409,40
2051,14kV1ZJprPqD2eTOSG6SCk,Diego Fernandez,323,35
2052,2y3iKYGjPiNtNyONKlFseo,Antonio Jesús Asiáin Sanz,3094,35
2053,3DTvvf1uRWl4XzJdpsoERl,Slowzy,661,43
2054,6gQZaq3bhFr819MDPbmEso,Aphid Friend,33,27
2055,38lJ5B9ZBk3zsRKEf3oG2R,Konteks,10296,53
2056,7ttm00ZarLoBYsKnjauVKw,Mr. Ginseng,64,36
2057,5kiKC3sVss9s7fjEa1HDLW,Keiko Ishida,481,47
2058,2wCcRWGIQVa5m5oJuBplAs,Frances The Mute,683,47
2059,6TEf8a5eAulCH644EY9Hvf,Lofi Koji,1396,29
2060,18xuTjIXDD1Wi4wGgPmapr,Melatone,322,45
2061,5ij6GPX5uLZaxY5tttP8Vi,Howden,105,46
2062,0hGr3mOUfp4HDA3Vjp6EyA,Landon Peterson,59,33
2063,0v0hz2stDsZwptsPymBJWz,Anthony Bertoli,264,27
2064,22YRwLt9mmQWkX8wst7Md1,Luna Bauer,489,53
2065,4zyg7o4zxpSwns0Le3W14e,Felice Manzi,84,29
2066,617zYYWCbL7eE07lP9O8rH,Oops 123,56,26
2067,7ofbQA5JDWflBqWWilSxdE,Thomas Klak,453,39
2068,5RLsx9QFxt7RO5jTOxzWzl,Ezio Bosso,73065,45
2069,03Usizud7onAiPocQkcK5V,Finley Rhone,161,43
2070,1cK2dUALEJSsEGK3WUgruU,Mats Bergström,3354,35
2071,3oul9NF2i2QuhpMzxEWoHD,Mendeville,297,43
2072,6f2Y46Pw2IYGoURJREJDiA,ØDYSSEE,16295,51
2073,7mP34YiF6cqj41ZEkwXWKD,Fableistic,111,27
2074,1esGPYEd8HVgZnwtDicKoJ,Rivizion,436,38
2075,5h3ft4SBafRVuuoH4iVYS5,PENPALS,2598,28
2076,4u3lbIhbrOqejxRJhK6Wjp,EMERLD,1388,35
2077,7Bpj43yWq3DUaMlNmTWYXH,Barry Harris Trio,3783,30
2078,5X78BhxOkF4gr6Q0WD1CoY,Degravitated,145,28
2079,1ulbjpM1Xqulg1o3sIhIH5,Richie Kruz,60,27
2080,2Ijos9bTxh8DwNBeIp6emj,Lars Friedel,11,26
2081,5RCdebItgr1WsBoXoGgPb6,RONA.,2668,37
2082,1f5I28sZb2efjRLXO1jX0h,"Oh, My.",437,38
2083,4iLyC66mfowfMoMtmbsDUb,Moose Dawa,8934,39
2084,1oZlAkNZzablLcx78NHA1c,Eric Patelli,62,28
2085,3loblVZXbtYpTvNtkp4V1s,Lander Jacobson,95,27
2086,5RBoyuxAJsUAavA4oNFh94,Wilczynski,4592,44
2087,6CW4PA1rghGWGSHhmxGrrE,AK420,8057,41
2088,4MWmf6kH27GnNMCv2qTu0h,Taffey,119,26
2089,785Hs8MoBt2oTIRtfEtsuw,Neko Kedi,34,34
2090,6H015tYdaj2rRNR9YOX5b9,squeezy X,47,27
2091,11nJzHENlaUYrrT9CAd0W9,Huez,2075,42
2092,14PMDJ6ZGkzsHqS51zw6cG,Niklas Blumenthaler,1470,51
2093,1X93CiijNCFQa4o17hLwI3,Slow Meadow,49585,50
2094,00kdoUy8DSeeIy1GEmb9S2,Kjøpmann,109,40
2095,3PZ2nsGkyVMdbQB6b3auut,Hilma,163,27
2096,6oBQKbykqoZPrX8ebzX8ZM,Lofitic,675,38
2097,3CEJ5kBVJx2hrk8bsEf8lp,darecloud,912,42
2098,5r4pQdeOkSMx1y2NNMDSlu,Devon Rea,2559,57
2099,7nxdGB1ERSodMHz0rYUXkQ,Patiotic Records,158,46
2100,0J6D8qVOXsoS5y5B3nX5RX,Sven Frisch,7,27
2101,7hAPV8dP6bbuFTeoINNcqz,Larry McDavid,215,28
2102,7cA7ooCUrAjngo3Spp6uCK,Stone Desert,279,25
2103,6M0BLRIxPxH1xbsvQdNsdi,Tig Martin,25,27
2104,62eR2vdahhu9BuJesGEQCI,Wayne Mack,422,40
2105,5nljYdfvafyRYs5soqzJ1U,Monocloud,359,50
2106,2Dd2EvgmTdtghdTS07FtcG,Bertram Kvist,249,43
2107,1oyb8StNAS9nsBNHOKlqpN,Al McCain,387,30
2108,2Z1JaXCxqUBOH0Zm2Eyrxq,Mingmei Hsueh,1393,54
2109,1D6hUykxz5eOqzOmk1rtn0,Denis Gäbel,204,35
2110,3uYaI9pblcTHZCV5zSoNzK,Sebastian Sternal,375,28
2111,4suPNNUCtzkjmLIQnCGNeL,Reuben Rogers,637,37
2112,5rJj8HrmzwTut6lKzChcEh,Clarence Penn,1117,31
2113,21NJ5Fe4kSV3uACHwyN271,See Siang Wong,2729,39
2114,5HNWBc46bpwk0Aa5klthkQ,Bon Vie,2515,37
2115,7Bz1z7lm6ikWw8tECu67a8,Isotopic Dreams,525,28
2116,0UaQ3qnMEuBWsPnbKWJo8V,Matt Marantz Quartet,27,44
2117,4HuZFgsc8Y4blxFSzwNTWF,The Singing Guitar,180,36
2118,3HIiSgXxugDR6W7DiJ6zEK,Dominik Schürmann trio,56,28
2119,0Cn4yjRG7JFC5DhZfnEYzz,Max Ionata,1346,29
2120,2aGZ09xbqrkGKqDLMFl9r2,Clipsheet,64,27
2121,5O6N5WthVbUXGXyvZ16MCo,STUDIO BEYOND,30906,32
2122,5AQ95bS3im8uXwX56pGVC2,JSON,1613,31
2123,24snO5m4Z01DjKf5gtl14T,Fred Paci,573,51
2124,4zrzZyQKgahX46AI1tP594,Franky Newton,4,39
2125,0v5fZ2O6PA8HBHeiIALNx9,Ezechiel Almonte,191,38
2126,41EpNGSsN3YUU0KhLhJ7Uh,Rob Kasaki,217,26
2127,6i9IwqxrIrIQZKJbBOBc3T,Edy Hafler,2087,50
2128,54ePGakNB08wThnuKbgu8r,Ferris Ferris,84,27
2129,0zVBmr5OKI6Lg6t44pipN5,Silas Mathiasen,249,30
2130,02SENF0XVfxRTZrniEV2aF,Sin Ye Young,27114,38
2131,6ClAFFqc8VEOKSGTrvy8V5,Ku One Chan,12757,37
2132,4xzwjGxzfKglU0cNW4q4l1,YERI,316270,36
2133,4BBN286rBKyCWsSPq2cxYO,Sam Kim,419497,61
2134,4VgfrD5wuAoN428fBZNSyW,Lara Liang,24981,52
2135,6m30rs1IQqnWqV5nKMpU7U,Ohio Players,625173,49
2136,6PDUdAoMV9dMy0wOt09Rsf,Darius Syrossian,43571,44
2137,5HT6hDqzq0B7EFlokN0hK2,George Smeddles,6513,42
2138,4370TBUPcN5wmGT0IjQnWI,Timothy Hutchins,135,29
2139,4AcXapei4U7xnWecv9AEBd,Orchestre Symphonique de Montréal,11183,56
2140,0Ku5VBNL7cfGXRhp2BxXEQ,Charles Dutoit,3847,58
2141,3C6PJhao839YVg9YyV16lA,Manny Cruz,19384,44
2142,3ex7QjQet951SxZJi7aUye,UG14,32233,32
2143,6aMKh0D0j5K7z1ECYRHvJP,Jeremy Denk,5074,40
2144,0lUm3jq72pD9UrZJN0h0aj,Los Victorios,113013,39
2145,5VP1mX81Z9JJSioPFTYF5a,Banda Bastón,874,28
2146,4I9eiDSxffyXhHmB20zStn,Camila Pérez,5099,40
2147,23D2NCgVNbve7gXb2AjOFM,Luz Pinos,18251,49
2148,1UbGhSo6X9OypkMO9BLNVe,Aleph,24,27
2149,72xKqeAh9QfV1S7TAgYipb,Alexandre Elias,114,27
2150,08nApps9ThD6cZD2jXC4vW,Hafiz Suip,172760,46
2151,3BwdkvUUHLP8pZj9hN4FiF,Adira Suhaimi,10438,30
2152,0V7uVrIYr4FwFvUN9S4kYr,Nick Waterhouse,92722,52
2153,3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,1510128,73
2154,240wlM8vDrf6S4zCyzGj2W,CamelPhat,339624,66
2155,4u8H7IRVIRQTRH5JrAmK2G,SGJAZZ,2268,41
2156,6T2NShr7SAArhtegdIpHHN,Dr. Dundiff,5661,52
2157,5rXanKVc707nhQmW1Is2pB,Jimi Somewhere,12386,37
2158,2Z7qQ1slMaPjLOCXBqshct,Fan Yi Chen,60878,51
2159,17yd2V3A2UmwD0a00hmjX5,Emanuel Ax,9191,46
2160,16XP6b4v1MdN8UYRBlgVKn,Leonidas Kavakos,17378,45
2161,376pcuw4IgWBMOUwCr8kIm,Tanya Chua,405237,60
2162,4maR8o69pil8CrclOiFVVW,MC HotDog,104009,48
2163,6LnEuWyi5kVOZ4aLqnD1Qo,Arnór Dan,13447,45
2164,2WFpP5JesWt9H0zqKesrCJ,Oselie,932,29
2165,45v3YW5PBqqIMuYrMmgn7d,Raz Dee,20614,33
2166,4OUraoZcwg1SsMHFjuaajw,Tanveer Evan,258419,56
2167,58erVRK8N3stJghsvYAFq5,Philip Daniel,2881,42
2168,7dOswEYzOtTMECumrZ3NHY,Teddy Adhitya,167689,55
2169,14eVM8s1mDJhnC4etvhFNn,Ikke Nurjanah,129046,43
2170,73U1Zb71I5JwgC1qVqZ8NO,Mischief Brew,58333,41
2171,0caswMNVJ7vPNC1Z7NOeCT,Sofía Valdés,23827,44
2172,2DspEsT7UXGKd2VaaedgG4,Alex Rose,3447214,71
2173,1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,1692238,65
2174,3sXLxfvWccL0EI4Q3xxO3q,N'Klabe,90893,48
2175,3sito6EcNee484oIM6KHwO,La Tribu de Abrante,20503,31
2176,7cYik4OyfBXYV5Z2TI7p90,Farina,477678,59
2177,3V4IvzRQYP5mzuVtkcHgVa,KMFDM,249151,49
2178,2p0UyoPfYfI76PCStuXfOP,Franz Schubert,992961,65
2179,1vMPiZo35cD5WuZgp6NO7I,Anneleen Lenaerts,2309,46
2180,1gyehD73iVuIYqL6Rltepc,Dionysis Grammenos,162,44
2181,255w1O3tp19jnUZPI6cMVL,Benjamin Dakota Rogers,51320,47
2182,1H74HYtrgoflUgbNupSbdP,Nathan Whitehead,4177,34
2183,23P8kVBVyDkO8s6sn1QDre,Michael Lington,27110,42
2184,02L5Rmh1RtTbHOBdzPzfoQ,Chuck Loeb,39467,44
2185,5Kb0Qf13EyYtVJvzCdI9M7,Jenő Jandó,7259,56
2186,2O0YGVBPONB6lPJYxb0q3w,Greg Edmonson,7043,42
2187,1vzmLZbXh0Bw5Kz5U4iIyB,Nils,8192,40
2188,1SflmlTg1rQ6pTBQ1CbWEP,Nicole Zignago,20402,47
2189,7EuAjEsiYkBk5jtTLZPwba,William Wilson,2484,38
2190,7KjOxELnBlgibEtaW703Nc,Lighthouse Lounge Band,57,27
2191,1W2Fv4YUnjC8hx2qQd6fGh,Stand Atlantic,171093,57
2192,1Jqk46QvzUn7SnwmTGX6Cw,Jo Stafford,77592,49
2193,3EVyH5tLgdq62aXTdKfzey,Paul Weston And His Orchestra,2270,48
2194,7xYZRDldU67u8GTyVYYLxQ,xxxmiracle,5014,29
2195,2lE7RWPh57Q0MDc3Ir4fvy,Aioz,267,29
2196,6n5DUGtIWYMurrtVt7IdZr,Elwood Stray,10017,38
2197,4d6Rawrese4OLF1zZCztod,Brand of Sacrifice,130686,55
2198,7JDSHlDdVTo7aZKdQZ53Vf,Static-X,1294072,60
2199,0Zncosr79q01riJYbSBNA1,Turf,274434,56
2200,0SwO7SWeDHJijQ3XNS7xEE,MGMT,2744792,75
2201,15QhuBSLfDNECfF8wvxj0M,The Mysterines,39680,41
2202,3VXCvo9Sr0hbZ4mk6VOKBs,Ivy Lab,73110,46
2203,6hQHiviB4JUWVmfykjYzcB,Camilo Séptimo,503900,61
2204,7plUpXSFcSJUZSiZAoXqr1,Ximena Sariñana,1382933,65
2205,5oqLnVZzJJXE3YnzzZfRKu,F.I.R.,105020,55
2206,6gM8oO67eM4jmE4mrEFVZa,黎安萊姆絲,19,28
2207,7sKlSlGo7d1D3dhFYKO0Y5,The XCERTS,22644,36
2208,23i8EixXKG0EWGRCfHlUGN,Milt Jackson,32817,39
2209,1EI0B66miJj5Fl408B7E9H,Courtney Marie Andrews,44090,48
2210,4XLoKwIIoARkhaKuZocq5d,Molly Sarlé,9474,33
2211,58irgKwXTjCCuYQB58aXeH,Liz Cooper,31002,42
2212,4KDyYWR7IpxZ7xrdYbKrqY,Bonnie Raitt,627040,62
2213,2Habwewg0ZpMr2YWSTANE9,Martin Stadtfeld,4349,49
2214,2zagWFWxFhQg3OvUmnnliq,Angelos,3116,36
2215,5RnHlRFELc91Qk6dV6mhNG,Jaidene Veda,1672,35
2216,3tMLo1k3iUo82coMLWXzxq,Henry Purcell,151220,57
2217,0521x50ZcNqqT1fKMJg5c5,Max Bruch,52711,46
2218,77CaCn32H4mOMQA7UElzfF,Academy of St. Martin in the Fields,49220,67
2219,5r0xeBSRKRJ5Dm63XzTZhE,Endy Chow,70709,47
2220,3oONGjPFxkb1rqTtFx8fl2,ToNick,34002,39
2221,7kHzfxMLtVHHb523s43rY1,Converge,189337,45
2222,4OGuNAnRFWZOgOA2d51taz,Johnnie Taylor,197247,47
2223,3x8RBu8okCCBLi5vnY4UyV,Eric Gales,86109,42
2224,1AeC9AuzqGc3IXMC2T5xny,Zakk Wylde,516551,59
2225,5WoWlP0ihSFIxnppxjwSgE,Low Roar,263100,55
2226,3b1iS74Wn1vc8DMDoxXu3s,J-King,15086,44
2227,4x6n41nYGT6O61pSfgW4z7,Black Motion,174209,44
2228,3L5iHIeqJGEaYViGapHs0C,Homeboyz,578,27
2229,3WifYZsO8WO6hGlWIDM4Zq,Ben Salisbury,9643,44
2230,53b2a4ytPlelgBJYLLocWh,Geoff Barrow,7970,43
2231,3NIZFmehJM8YiGpCdihlck,LA INDIA,883286,59
2232,2MRBDr0crHWE5JwPceFncq,Juan Gabriel,7628294,76
2233,6A5Ns1SpGWTt8SzXPwiqVE,Shannon & The Clams,117610,45
2234,4ZBgVz7Pg5ZAX7pZjURSOI,Entheos,33464,38
2235,1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,776975,66
2236,6Vn7mFBllddgTwUeGDXKVs,李尖尖,436,29
2237,5c8Cw62ZYj9XO6iDLRDEsi,Therion,282456,51
2238,6nXSnNEdLuKTzAQozRtqiI,M. Ward,204126,50
2239,5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,6311472,71
2240,3YeBTR1Q1rUxKguz4jP6UV,Damas Gratis,1973546,67
2241,2Otnykd696YidQYfEGVmNq,Vicente Garcia,412591,64
2242,7Hd38PVp634oGEb9pIDs5d,Barry Gibb,116611,55
2243,3SEztK9fNxg81qZ8qETGNT,Yeison Jimenez,1278603,62
2244,28z70aQRbXNFU0OP930suZ,The Paradise,1393,29
2245,24JRvbKfTcF2x7c2kCCJrW,Alan Braxe,24758,46
2246,43MFF1y8czFwbjB8kf24oG,Romuald,305,32
2247,6ryz7xkL6o6AIAotVxUG30,Nouela,11458,35
2248,6uFDUz42zInHQ1T2JFqNrE,Joyce DiDonato,21477,36
2249,36CgM42AtIA5SEne7Wou7q,Maxim Emelyanychev,1269,41
2250,5a3D9f58cCv9klOc1cAG9z,Il Pomo D'oro,2940,46
2251,4fLpQdr6R7gqNGY7xpr7Jz,The Brinks,16412,30
2252,3Bhgbs9kIwl8SuU0eIqN6b,The Crusaders,108060,45
2253,5DDpDYLDv4xasIBS6kp2wf,Loyaltty,6125,43
2254,1Q9Sx5tOmwems0qwLJZ5Cy,SOULFIA,22801,47
2255,4HeEXMr62GWTKpnqEiFOkC,Fatin,105140,45
2256,3qL7BzwJOXq3EzAio36aLX,Ghea Indrawari,300779,53
2257,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,24554083,80
2258,0R5BzePlbvG8xTXw0QF3uw,Goldmund,99412,50
2259,5BIcmVvd6sxhRT4p8FmvY3,Miftah Zaman,49118,32
2260,24fEOzlKhgSNLIcy9NdmwH,James Reid,330795,54
2261,6ZPADYpgSS0VwqZPJeX54p,CARELESS,26078,46
2262,6gezkje7GoJlQbHBgLXHuu,Destiny Rogers,138934,55
2263,09kCHZp9iFO2FJNb9lR6G5,Megan Davies,126084,54
2264,5MKHjGZGjZ7mZV0JPs9iot,Jaclyn Davies,9847,50
2265,1afLjwMvnNhyy6JpewWpeK,Kuipers & Winter,570,44
2266,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,6803064,86
2267,4obzFoKoKRHIphyHzJ35G3,Becky G,13202299,80
2268,1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,3483192,72
2269,7e10JUMF7MJmmwYpnTSMI5,Dave East,630566,61
2270,7D51E97yRZ8Su45PW9zbzP,June Christy,29083,44
2271,2hVHQSQmwraIZSyISHOWEf,Cayson Renshaw,2051,36
2272,2WROyFfIOmKtRopsTrIL52,Landon Austin,76128,55
2273,7o6uQNwIGw0FgF8U5vnfBV,Kaya May,6329,45
2274,44wJRGNtWywCUJZug8FJg3,Unearth,166574,43
2275,6ps9u0MZquDDBReh8XuBeY,Andrea von Kampen,24176,46
2276,1Oj7SCUvNSDZuRFQKeQlnq,Nugie,58421,33
2277,0Qi9Fcmn1DJAoG8Agf5ibb,Bonny Light Horseman,41368,49
2278,4LBdlNpHBD8dHPcVCrjSB6,Eric D. Johnson,1822,49
2279,3kKgcBXTgyAZhXPV3AaSZc,Josh Kaufman,813,49
2280,7bvcQXJHkFiN1ppIN3q4fi,Joss Stone,1036895,59
2281,7gjr06Lie1BDJuefW3v9YQ,Flora Martínez,44853,55
2282,5nSAh3wlH7VaqpnkiMjzDs,WSTRN,291109,58
2283,5FkUhnHQ0KC63549LHHtst,Skillibeng,256848,61
2284,1IueXOQyABrMOprrzwQJWN,Sigala,1533901,75
2285,6I36DXLxkJxYeq82tDH4zz,時代少年團,80659,45
2286,7tm9Tuc70geXOOyKhtZHIj,Chris Lorenzo,92760,63
2287,3JlN0MeWVJq0vjvsvWCRZ5,Sosa UK,19703,50
2288,1AHswQqsDNmu1xaE8KpBne,COBRAH,90389,56
2289,2NfwGBr2swqZ1rzE3kAV23,Saucy Santana,173071,56
2290,1eYhYunlNJlDoQhtYBvPsi,Ray Charles,2009626,69
2291,0zcP8lCmLxqRRIZJPSq8i7,Papi Sousa,19911,57
2292,4QrBoWLm2WNlPdbFhmlaUZ,KEVVO,458022,63
2293,5Bk3LL5WujH6UG9iqpDaxA,Genitallica,584264,49
2294,4OiCK9NnTWhakDIG57uBUA,Inspector,1226288,66
2295,0SIPopELCLWFhd0v52B7S1,Dr.Shenka,504,34
2296,5Yb1aFMX9xNtjFVDSdt2ZL,Fergus McCreadie,6614,30
2297,3DQQZOgqFlBAK4Cn6TaXNV,Day Sun Day,66,28
2298,3ZlBKjbfPWDT0RUWTpWzwv,Anni Hung,20281,42
2299,2x7EATekOPhFGRx3syMGEC,The Knocks,210899,64
2300,3jOstUTkEu2JkjvRdBA5Gu,Weezer,3053243,74
2301,64EHXDoln95lnccszdPum0,Royal & the Serpent,187669,63
2302,5szMuuBbDzULkagWIfI5LG,Immanuel Wilkins,13965,42
2303,5B4kCOhcqTywB9YwXPfFtJ,Weird Genius,445744,53
2304,6eK6JN4xhNFMfe2QHLwrx9,Novia Bachmid,13206,47
2305,0fEmrjJq8kgO5Vuomz0FJ9,Dinah Eastwood,6045,53
2306,6QQuESLtKhAOcLW2TeWC2t,Art Blakey,116861,42
2307,4VuMnSnoTGrma3a79UhfMs,Magazine,85659,41
