,track_id,id,name,followers,genres,popularity,extract_date
164,0X4mnyUksaQJy9VG8GjJOx,1tbxopipOkDjnRDfMKj535,Ralph Towner,25209,"['contemporary jazz', 'dark jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz guitar', 'norwegian jazz', 'swedish jazz']",40,2023-03-27
166,3CRbyVLEgfJHQsqmOmdGnv,3AFL0gBNnoNa2wb55tImS5,kita kouhei,710,[],38,2023-03-27
167,3CRbyVLEgfJHQsqmOmdGnv,1RtPxS3LU1mjAvSZDgnEJL,takayama naoko,14,[],17,2023-03-27
170,13wL441ZsKQx0Xf8OMyM7C,4y0wFJ5jmCUNRLZfsw1I7g,AB6IX,535149,"['k-pop', 'k-pop boy group']",47,2023-03-27
172,19nov5aokA3dNbKZPZy6rI,1YWJ1WjMkBCB1X3QOJ1Wdn,Cast of High School Musical: The Musical: The Series,205095,"['post-teen pop', 'social media pop']",50,2023-03-27
173,19nov5aokA3dNbKZPZy6rI,3xvaSlT4xsyk6lY1ESOspO,Disney,300930,[],83,2023-03-27
176,1B3oAgDPCftYycpRyoAYNt,4M9tATKeCZPhipaM6ge2VS,An Nyeong,11150,['korean pop'],35,2023-03-27
178,1ezJFLTZ2lSxN06qLn2P8z,4y0wFJ5jmCUNRLZfsw1I7g,AB6IX,535149,"['k-pop', 'k-pop boy group']",47,2023-03-27
180,1zaAENcKgGaT9RZnW4AY59,4vsTrZ8Y7nKqQM0BJQ6Dvd,Kim Yeon Woo,31797,['korean pop'],34,2023-03-27
182,2MvehWGMkCeHZclsQo9kCJ,2qI1pO64eYqGUiv1XTw4cy,The Quiett,105933,"['k-rap', 'korean r&b', 'korean trap']",49,2023-03-27
184,2Om9HOYWDPAE7za080bC4k,4lrsMsdkZ3mpzBimMD0wel,El Purre,76783,['pop teen brasileiro'],41,2023-03-27
186,2lj0NyS3hDxtHZuCdo2eEF,0ztjVBmFk6OuHq6XBBwMI9,Trouble Maker,191271,['k-pop'],45,2023-03-27
187,2lj0NyS3hDxtHZuCdo2eEF,3UwlejyX2b458azZ7eCnHb,HyunA,2163416,['k-pop'],57,2023-03-27
190,3IZE5kZjNRIj2xXz9yKFZ9,7cEaNXXTHx3LokbjUUyHal,BIG Naughty,268144,[],62,2023-03-27
192,3qYgty7NLEqtlp5g3zcaf0,7cVZApDoQZpS447nHTsNqu,LeeHi,1476992,"['k-pop', 'pop']",68,2023-03-27
194,4EpwZakcikSrgDCqcLXAok,2kOGSFThgEzPEjL4fFB25w,Click-B,8884,"['classic k-pop', 'k-rap']",24,2023-03-27
196,4WiM9e6asPxzpuRCGMc9Yy,4y0wFJ5jmCUNRLZfsw1I7g,AB6IX,535149,"['k-pop', 'k-pop boy group']",47,2023-03-27
198,5DkyhPI7BsCf0SNpytmOh2,23m7tUHLULVyBAAIYHbsgT,HUS,21380,"['k-indie', 'korean city pop']",50,2023-03-27
200,5stdUO4GG7DUTEEi9phHDe,7cVZApDoQZpS447nHTsNqu,LeeHi,1476992,"['k-pop', 'pop']",68,2023-03-27
202,6Oy1lOvrRblOf8hgRP0KYD,6uRyNreOHUvWPNGnKfIo27,SECHSKIES,142476,"['classic k-pop', 'k-pop', 'k-pop boy group']",38,2023-03-27
204,6jAR8uqySTCglvZTaGXEu6,1BWGBPB5N1TrJKcBXiDbxF,Ré Olunuga,71,[],9,2023-03-27
206,7KZmUfFueGiWXRqUz6a3F5,12AUp9oqeJDhNfO6IhQiNi,Lee Seung Gi,164285,['korean pop'],42,2023-03-27
208,7nUxEJdRwUy2KSTxzO2zYM,4FjoOJAndC0s9ZJUo6VGc5,Lee Hyori,59499,"['classic k-pop', 'k-pop']",35,2023-03-27
210,0AZaGA8cjTHvF3UYvYi2RK,1h9MPFKFUMiWJewgZEeScp,Teres,1007,"['japanese instrumental', 'piano cover']",47,2023-03-27
212,0QgKvD2sdIAUGjGJpZzDSX,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,9575485,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",82,2023-03-27
214,0X33shXvv1HxGKGCP14ZNX,1vfC2bld90kx966JTCSwf7,Nadia Boulanger,5012,"['early modern classical', 'neoclassicism']",38,2023-03-27
215,0X33shXvv1HxGKGCP14ZNX,24yBc2k7f1rcdtLU6oin72,Maria Ioudenitch,98,[],19,2023-03-27
