,track_id,id,name,followers,genres,popularity,extract_date
6044,1lzngZJeLBOU5pcg663kiu,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,3916101,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']",71,2023-04-03
6045,1lzngZJeLBOU5pcg663kiu,0AD4odMWVQ2wUSlgxOB5Rl,Jeff Beck,677789,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'instrumental rock', 'jazz fusion', 'rock']",60,2023-04-03
6048,1oK05ieWeGNud5Tfa47cCo,4bRMSv20sBKRl1eikK5LWh,石白其,679,[],30,2023-04-03
6051,1ptsownbhGmvBKmE7IMv3p,5f7VJjfbwm532GiveGC0ZK,Lil Baby,13516212,"['atl hip hop', 'atl trap', 'rap', 'trap']",90,2023-04-03
6054,1qGjahOQBT21Y5L4bmew8R,5U5wYVqrbD6J8SK4kNhau4,Kaleb Di Masi,497938,"['cumbia 420', 'previa', 'rkt']",64,2023-04-03
6055,1qGjahOQBT21Y5L4bmew8R,4YYxffPVDFe9XoqqbRW6Bq,L-Gante,1888198,"['cumbia 420', 'previa']",71,2023-04-03
6057,1qGjahOQBT21Y5L4bmew8R,5XUp43SjeL84EDkWoCG3qR,Bruno LC,65903,"['cumbia 420', 'perreo', 'previa', 'rkt']",53,2023-04-03
6062,1s25QxtuRQsSrOm9tTOaD6,2ixSzFmACsZSsx40fXTNYk,Dimension Latina,45128,"['salsa', 'salsa venezolana', 'tropical']",60,2023-04-03
6064,1sCn0IWQtSDAlMvLLnT1z7,3jNp263VZXVLzuznuLgghq,Khai Bahar,267464,['malaysian pop'],46,2023-04-03
6065,1sCn0IWQtSDAlMvLLnT1z7,48FNCGA8dKjcsfTO3TMcAV,Aina Abdul,55553,['malaysian pop'],49,2023-04-03
6069,1sSirMADazMg5vdkpdQgy0,5Vuvs6Py2JRU7WiFDVsI7J,Lucky Daye,516793,"['alternative r&b', 'indie r&b', 'pop', 'r&b']",70,2023-04-03
6072,1ty3N197je3o1dN0F6Fu1G,0NxhAEPOSeCg6vypFr7yjU,Madilyn Bailey,181539,"['post-teen pop', 'viral pop']",58,2023-04-03
6074,1w8AuoB6mjP8MsnHRoDSkW,1OI2vi6Bdxr69cjnFWCMTw,Simon Westman Trio,287,[],29,2023-04-03
6076,1x5GiinifWUTzvzK4aJAkL,2GluLnUHh09d9sUXwpoMJu,Fang Wu,45489,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",37,2023-04-03
6078,246ntJR3A2s7B5E40FTCLf,0WiK9IsQEQEuIQ1iDxvuPg,Johann Nepomuk Hummel,18042,"['classical era', 'early romantic era']",37,2023-04-03
6079,246ntJR3A2s7B5E40FTCLf,6FbYyIZHMrBfvFJ8bidDcQ,Tine Thing Helseth,11169,"['classical performance', 'classical trumpet']",37,2023-04-03
6082,26Frme7h8IxAkzfFp7rUSS,5kY3nTdGsS4deOS46Auy6U,ALOISIO,4183,['pop venezolano'],40,2023-04-03
6084,27sE27R2IzI7BR65DRK6tQ,2KXm36N0I8a4GOb6XvPCUE,Paco Silva y su Tropa Colombiana,8491,['cumbia colombiana regia'],34,2023-04-03
6090,2BipFnJx3ko5aRiQ7ESASa,5AO5nzx14PfLNfVgYVd0rw,Crispy脆樂團,27528,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop']",46,2023-04-03
6092,2C93EaiXnfll8oL9TWqQTA,0oL26Dn9y761yfJgNb3vfu,Michigander,37840,"['indie folk', 'indie rock', 'michigan indie', 'modern rock', 'stomp and holler']",52,2023-04-03
6094,2D5qj1qPzpj1sJjou8WZhk,7qfKjRGrO1By4TujWvUA8F,Pinball,3527,['hands up'],42,2023-04-03
6095,2D5qj1qPzpj1sJjou8WZhk,6U0uBUKWYZKZYFGL00hMsp,Pulsedriver,38239,"['german dance', 'hands up']",60,2023-04-03
6102,2MccEWWQ00oLtGjeOQKibQ,2N79L5eT2Xraec4UJsi2Fz,Justice Der,112381,['lo-fi cover'],51,2023-04-03
6104,2P1NF2ouvMc3aOjeXdfynr,6RszvvtxwKr7SyzeeQ5htn,Los del bohio,22205,['cumbia santafesina'],42,2023-04-03
6106,2QhxrzDmyZZAS4sXl7jNCt,2IJ8oh3Gh6pX8RSJ4mLo2U,T A T O,1273,['classic indonesian rock'],28,2023-04-03
6108,2T16jSqtUSbBMORkogwcU0,0FR8vsj1CQVGgXEBXkgOrV,Leon,3487,['rock kapak'],31,2023-04-03
6110,2VynDHS7g8ORiBiZVg8JdT,50sIhX3HytFEwQXZJLUZQE,Alejo,62229,"['reggaeton', 'urbano latino']",68,2023-04-03
6112,2W7FRj6wq1uNmIUwELuQ7e,6y5amJcTjeDgLXIjtQLMst,SAYGRACE,176336,"['dance pop', 'pop', 'post-teen pop', 'r&b']",59,2023-04-03
6116,2WPE0Z7u5PafvN2aWk5pFl,2wSgVsgLUZeDJwoLcPO7ny,Pistol Annies,611654,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",54,2023-04-03
6117,2WPE0Z7u5PafvN2aWk5pFl,66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,3490164,"['contemporary country', 'country', 'country dawn', 'country road']",73,2023-04-03
6118,2WPE0Z7u5PafvN2aWk5pFl,37BiX28I6pF104F92U1hDP,Ashley Monroe,145335,"['contemporary country', 'country dawn', 'country pop', 'kentucky roots', 'modern country rock']",54,2023-04-03
6119,2WPE0Z7u5PafvN2aWk5pFl,7hmwyQifkGl8GgOMVJZvW0,Angaleena Presley,16410,"['kentucky indie', 'outlaw country']",49,2023-04-03
6124,2ZgOEDHGRz34mewrKsND2t,7KkGto8VYz1WpvIsaSGsFs,Sunken,5424,[],31,2023-04-03
6126,2bgsFbiStgVqxOtQ4UK3Uf,4n31svBA9GGIYxGxgrQaRK,George Thorogood & The Destroyers,813615,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock']",59,2023-04-03
6128,2cElznINAHvKeHzv97ZuAV,7nZ3e67Mo4DLU1RC81KX8H,La Lá,37629,['peruvian indie'],44,2023-04-03
6130,2cyUIoPzLmFVLN6hw1Kk84,2feDdbD5araYcm6JhFHHw7,Labrinth,2713691,"['indie poptimism', 'pop']",79,2023-04-03
6131,2cyUIoPzLmFVLN6hw1Kk84,2yGaqlHUHvNEpdRlmQCMEC,Gustave Rudman,521,[],33,2023-04-03
6134,2es17WUR55CXoDIcKtT0eZ,3oXddLOOjkoUuC2sX1RMdr,I'm With Her,76869,"['folk', 'indie folk', 'new americana', 'progressive bluegrass']",45,2023-04-03
6136,2glwN5raCeEn0EdjKrNw6i,1YYXyn4etM5oe9RnJe3Mvg,Albert Cummings,45645,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']",40,2023-04-03
6137,2glwN5raCeEn0EdjKrNw6i,4L81vlq3wCkssFBK1UpPDN,Tommy Shannon,344,[],32,2023-04-03
6141,2gqSse5NXNCpk898aExGqT,3HmzM7c3S5iM1jBG3gl0FF,Martin Fröst,19416,"['classical clarinet', 'classical performance']",46,2023-04-03
6145,2iN4FKkbiUKfDGQ7ISIEM9,1DNci4XjJlglg629j3yO5n,Ella Chen,24155,"['mandopop', 'taiwan pop']",45,2023-04-03
6148,2j0CA3TrxQ78vAVMTBdcNV,5iDqEobZRSTiBSAk6jLp4A,Oscu,472683,"['trap argentino', 'urbano mexicano']",61,2023-04-03
6151,2oAmk8u71pk22FAW9330gP,21QEpK62qn34QVshh4qpTK,Sam Carter,168,[],40,2023-04-03
6154,2pG52ugtKo9cMmlRlaMkdu,0m0GtPOIUqS9mroE1ErOBn,Callisto Mazzi,336,[],43,2023-04-03
6156,2sA3V6IQVkdO8FhWh7ZCMN,78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,1904788,[],85,2023-04-03
6157,2sA3V6IQVkdO8FhWh7ZCMN,6nxWCVXbOlEVRexSbLsTer,Flume,2372056,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",74,2023-04-03
6160,2wDuq7nBkGJjO4ykq3aJ4D,5sXaGoRLSpd7VeyZrLkKwt,Gregory Alan Isakov,726247,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",68,2023-04-03
6162,2xw4gYnfIZkH4GO9zPMNVR,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,25754385,"['art pop', 'dance pop', 'pop']",87,2023-04-03
6163,2xw4gYnfIZkH4GO9zPMNVR,58hqTaCiqGrMsNmmm3qL7w,Bree Runway,127295,"['alternative r&b', 'dance pop', 'electropop', 'escape room', 'pop', 'post-teen pop', 'r&b']",55,2023-04-03
6164,2xw4gYnfIZkH4GO9zPMNVR,3qIRQKST5KCIIKWgmPTY2M,JIMMY EDGAR,29186,"['deconstructed club', 'escape room', 'uk bass']",38,2023-04-03
6168,31ynAStjeuhDNDeIpwVqu5,5hNiAUVPCTgcpy8vljCxzs,Ellie Holcomb,92645,"['ccm', 'indiecoustica', 'roots worship']",58,2023-04-03
6169,31ynAStjeuhDNDeIpwVqu5,0Obcl00RkSejk0z0m4vUwT,Drew Holcomb,23015,"['acoustic pop', 'indiecoustica']",48,2023-04-03
6172,32FowAZyZNaOuC64N6h9Q8,76uP2Wqg5YSfW8JLOQk4Qb,Andre Hehanussa,20452,['classic indo pop'],45,2023-04-03
6174,33tVKYG73t7pCmafa3Yn9f,2f6fW5uWhqbEDXDK6IGirN,Abraham Alexander,11910,['fort worth indie'],40,2023-04-03
6175,33tVKYG73t7pCmafa3Yn9f,01aC2ikO4Xgb2LUpf9JfKp,Gary Clark Jr.,860053,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",59,2023-04-03
6178,36HznXQNGoen7dwq4Vv6nP,432R46LaYsJZV2Gmc4jUV5,Joy Division,2092539,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",65,2023-04-03
6180,38UXvQmxp5HxbhBNaHiC8D,4WQwU51LUtrVrw0K8BMpAC,Jaguar Sun,24633,['ontario indie'],46,2023-04-03
6181,38UXvQmxp5HxbhBNaHiC8D,2FUIaEhxMNdiBpO8ykabdP,Husbands,13893,"['indie rock', 'okc indie']",49,2023-04-03
6184,38jYkci8etRv1bOTIRvONh,788HzQOFhN3mcDo0InBqbJ,Ismael Rivera,480864,"['bomba y plena', 'latin jazz', 'puerto rican folk', 'salsa', 'tropical']",53,2023-04-03
6186,393MehrSEiQgRYARQAixkT,7v9Il42LvvTeSfmf1bwfNx,Deserts Chang,158549,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop', 'taiwan singer-songwriter']",46,2023-04-03
6192,3BkMv30DKcUEOsRbDSAyIq,08avsqaGIlK2x3i2Cu7rKH,Keith Richards,296269,"['blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'roots rock']",47,2023-04-03
6196,3CLV93SK84UzGD5EHm3vsT,6vXYoy8ouRVib302zxaxFF,Lorna Shore,412853,"['blackened deathcore', 'symphonic deathcore']",62,2023-04-03
6198,3IoqMnXkCRPWcEGr0C5S9e,6znv7r79kszSnESrTp05nc,The Hampton String Quartet,1388,[],29,2023-04-03
6200,3LxBDk2jxjRmagg1VAwCGM,3f8b2H7fazJlShrwj38XiS,Deptford Goth,34802,"['electropop', 'gauze pop']",31,2023-04-03
6202,3OS5IhOdUFyXzhZvuNCjgN,78UcIEW1VFh2WOgNk0E7mm,Sweet John,80696,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop']",45,2023-04-03
6208,3Pc4BTWoH6x0PmeGfQzn5a,7LrFQFaZaxfa9deqkjvc89,The Shelters,21159,"['garage rock revival', 'modern alternative rock']",32,2023-04-03
6211,3PqpLZTiiwJjYD1uSvQoCC,7vSY9HEreOqb1Llar3UC38,POORSTACY,197527,"['emo rap', 'melodic rap']",58,2023-04-03
6214,3SO5iPrvbgXz2XUwjOExDs,6beUvFUlKliUYJdLOXNj9C,King Princess,1684263,"['alt z', 'art pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']",62,2023-04-03
6215,3SO5iPrvbgXz2XUwjOExDs,3g2kUQ6tHLLbmkV7T4GPtL,Fiona Apple,1158631,"['art pop', 'chamber pop', 'dark pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']",64,2023-04-03
6218,3TTQRX8ppicWmBSLDWs5u6,2Es2xfsRli23jk1UwvIej3,Téo Freire,94,[],32,2023-04-03
6220,3Tdr3PPwZ0hkpuwmHW2avc,6LG9LEOSN2G0moyhpUtR3D,彭家麗,6598,"['c-pop', 'classic cantopop']",33,2023-04-03
6228,3aOCnkGig7Zz7oXCW2OqpM,3nS4tSuT4VwGiZH6BtlJfC,Incendiary,63313,"['dreamo', 'long island punk', 'melodic hardcore', 'metallic hardcore', 'nyhc']",42,2023-04-03
6230,3cqMBiHtyqRmPZMUwmpJPk,0PBEayF5HRtXCfElequ6Ld,lostbeans,5121,[],36,2023-04-03
6232,3dpNm5Z9JFt5It1gAWfvZX,4YLUMAgNyttwx4hUHgtBtR,Blue Lab Beats,58656,"['indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",48,2023-04-03
6233,3dpNm5Z9JFt5It1gAWfvZX,5lDtfHPqWN6MG9tFywnW8J,Kiefer,83064,"['indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",47,2023-04-03
6236,3fiXwwPL7cUvD7BqkHdN0J,7DAjUaK40De066EOFR6fxB,政学Zed-X,6180,['chinese r&b'],39,2023-04-03
6238,3ga6vzCNgs6nPlbDy3xQlF,2BlB5MW4WdyyglpczlQ6Mm,Covex,4987,[],37,2023-04-03
6239,3ga6vzCNgs6nPlbDy3xQlF,4fv1OFJywZ7DHCz3mVQQ45,Grabbitz,81670,"['brostep', 'edm', 'electro house', 'gaming edm']",61,2023-04-03
6242,3nePMGxrBMKtffHpkKqSHA,1YRqgFNXqRyMDRr8ClS1NL,Kali,82152,[],52,2023-04-03
6246,3p3QuI0bVzeUycdrLtDylh,1yyRuOZtns01N2hUtseLT0,Honeywhip,5237,[],39,2023-04-03
6248,3plNsz0KQaJjtW75gYTMEn,0VbIlorLz3I5SEtIsc5vAr,Queen Pen,38272,"['hip pop', 'lgbtq+ hip hop']",61,2023-04-03
6250,3u3bQzCET7oAKEsqfTTP5j,64nU5o4jwljVGiKYAym1Lb,Dato Hattan,1157,[],31,2023-04-03
6252,3wadHEHWPDHGoH4SFUvkSn,4bBsCSq5mfZsR4OFkJlnsv,MADAM,948,[],29,2023-04-03
6255,3wnvVFi4YQrMQBar9mjr2x,4pQcWzOMSmmz5DK6TqO2FL,Blxckie,518935,"['afro soul', 'south african pop', 'south african trap']",57,2023-04-03
6258,43oSsb5boERcpfiuDJR3Kq,45FqwUG4hTT6d39r2HUsUe,Sea Girls,131371,"['english indie rock', 'modern alternative rock', 'modern rock', 'rock']",54,2023-04-03
6260,451jovfIdTRSHwdcRXfmDr,13UO3EqZHeNkeDQKjUS8oH,Sotomayor,50430,"['mexican indie', 'nu-cumbia']",38,2023-04-03
6262,46ZAZCCvb8DKNmQhWu4oEL,567L1a4812VuMSRrbCqdo4,Stain the Canvas,19610,"['deep metalcore', 'italian metalcore']",43,2023-04-03
6263,46ZAZCCvb8DKNmQhWu4oEL,5r9uIJCoquVtEkCkvcn8Ez,Get Scared,606665,"['modern rock', 'rock', 'screamo']",61,2023-04-03
6267,4GwFHyuFlXsjLiyRBdx3FD,08x8gTE2pt6N3HvzeQfTQh,陳秀男,46,['taiwan campus folk'],38,2023-04-03
6268,4GwFHyuFlXsjLiyRBdx3FD,52NFOIcAnzxMhUs3z1XamI,Ye Chui Qing,63,[],36,2023-04-03
6272,4KD6CYSCX2m3rxYdQQuyYP,04p1jV00pBnrmh2rKl0jnT,Juelz,22835,"['bass trap', 'canadian electronic', 'electronic trap', 'traprun', 'vapor twitch']",48,2023-04-03
6273,4KD6CYSCX2m3rxYdQQuyYP,0AlNB0yIoyxdKloLmK9AOR,Hex Cougar,29988,"['future bass', 'la pop', 'traprun', 'vapor twitch']",49,2023-04-03
6276,4NfeLplLIUwLuIOONnnm9c,6jGXROxZ2l5mTSyfVqjLn2,梅田サイファー,27888,[],43,2023-04-03
6277,4NfeLplLIUwLuIOONnnm9c,0bPWFJWNIvStegSnt43THc,KennyDoes,3534,[],41,2023-04-03
6278,4NfeLplLIUwLuIOONnnm9c,0FZn92qmQ4tpWLbGR26dBb,R-shitei,22689,[],44,2023-04-03
6279,4NfeLplLIUwLuIOONnnm9c,6aqpFZcblA9r01IzFzBVRe,コーラ,95,[],36,2023-04-03
6280,4NfeLplLIUwLuIOONnnm9c,37N9Y4NAPygkVMVzuDGxQT,KBD,819,[],41,2023-04-03
6281,4NfeLplLIUwLuIOONnnm9c,2prlN3wUFSsbl5mHjdu8hi,teppei,48,[],36,2023-04-03
6282,4NfeLplLIUwLuIOONnnm9c,5ksQc2aN5T6BWc6dEyJSV8,KZ,3564,[],41,2023-04-03
6283,4NfeLplLIUwLuIOONnnm9c,4Bt4T2lyR5VbORTf9qCrp7,KOPERU,4836,[],41,2023-04-03
6284,4NfeLplLIUwLuIOONnnm9c,4FXJy6E3hz7rbsdoKnKtLg,peko,1643,[],40,2023-04-03
6285,4NfeLplLIUwLuIOONnnm9c,2MyIIGdQqHZBcKt9PoG0QL,TAKE-M,6894,[],41,2023-04-03
6286,4NfeLplLIUwLuIOONnnm9c,0aDq1adfK1gC9phu0eqGtc,ILL SWAG GAGA,342,[],36,2023-04-03
6287,4NfeLplLIUwLuIOONnnm9c,44ZQx3QiQvIGWhspW2PJwZ,Cosaqu,53,[],29,2023-04-03
6300,4RvcfMV3RCwv7NZA7H2koM,7wU1naftD3lNq7rNsiDvOR,Paul van Dyk,405369,"['german techno', 'trance', 'uplifting trance']",59,2023-04-03
6301,4RvcfMV3RCwv7NZA7H2koM,2hL1EouqXLtBEB6JKnPF0h,Aly & Fila,158127,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",50,2023-04-03
6304,4SVjVLpHngzqTzGfQe0hGz,6l7R1jntPahGxwJt7Tky8h,Obongjayar,52606,"['experimental r&b', 'nigerian pop']",52,2023-04-03
6305,4SVjVLpHngzqTzGfQe0hGz,408vMm7y1227ASq7GmWygZ,Sarz,167334,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop']",63,2023-04-03
6308,4SrsN2NYSHcf7cYsW6IKvy,0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,3247811,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",78,2023-04-03
6309,4SrsN2NYSHcf7cYsW6IKvy,0oMhzz3sH8FqeezbdI3yAm,The Disruptive Collective,465,[],52,2023-04-03
6312,4TfAkflaDVuAYjC9KZBJZK,0lawSNBxNgJFQYJnQzLH8c,khai dreams,550341,"['indie pop', 'lo-fi rap']",63,2023-04-03
6314,4XCFHies3PCuxqzGJaKsu6,3wbCeEPAW6po7J46netxMT,Up Dharma Down,957210,"['opm', 'pinoy indie', 'pinoy rock', 'pop rock']",60,2023-04-03
6316,4XZvEK7CpqmBEBvZoEiwTl,39hfuTf4PHfnHgIl0QBDGL,AKRIILA,7475,['rap chileno'],38,2023-04-03
6318,4XZvEK7CpqmBEBvZoEiwTl,1tLTF6ypPIzjzarePwdcNo,Red Fingers,1260,[],54,2023-04-03
6322,4YIVPG1e2m9moeCRdc3w0E,1QfEfvB62EEl4upf2ANKkR,Pip Millett,203955,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",56,2023-04-03
6325,4YVdlDcS7eK5CVhep29vnd,37DoQwtzVqshZVU8WfmzW0,Andrew von Oeyen,858,['american classical piano'],38,2023-04-03
6328,4b7pT27gKEESHwnffFMDUp,4yX6mpMyBGf9UfvBB8JJrc,Hayla,6399,[],65,2023-04-03
6330,4dUVpbIu8FW7R76gejw3cq,4dW1iedUigtloIFhrGK5uC,Coleman Hawkins Quartet,7419,['jazz quartet'],40,2023-04-03
6332,4dV0T2JbvRemNAdt2oaOhG,4jGPdu95icCKVF31CcFKbS,Gentle Bones,75622,"['chill r&b', 'pop', 'singaporean pop']",58,2023-04-03
6333,4dV0T2JbvRemNAdt2oaOhG,7CEGCiUDMO8Xr257mqIJl2,Tay Kewei,3986,"['singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter']",34,2023-04-03
6336,4ec3HOKBBbkjTvoGteQncK,5RkHWm6vOA31T32qyjQxgd,李治廷,975,[],30,2023-04-03
6338,4gSokjaAfP1W9NTfkolzdJ,5p9CTsn5ueGU4oScNX1axu,August Burns Red,659940,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'screamo']",59,2023-04-03
6340,4i69rFBMTOOucN2QE5bSbq,01YmHxZRGiIYkpie1oyB5b,One Avenue Band,4839,[],29,2023-04-03
6342,4i8j6kulj1ipa8srEE4LZT,3qBdT7NKSOBogHhGiUVLiV,Radio Company,86955,[],49,2023-04-03
6344,4jjLmbtRO9PjGARABzxya7,1eizIry8svwmH0cSjLUEYy,Aisha Retno,12806,[],51,2023-04-03
6345,4jjLmbtRO9PjGARABzxya7,1dmuM6bG5J8sDFyp26x9Nf,Aziz Harun,30145,"['bruneian pop', 'malaysian pop']",42,2023-04-03
6348,4jjvUXBBqQDFRGX4SR5OhS,4igDSX1kgfWbVTDCywcBGm,Johnnyswim,215401,"['acoustic pop', 'folk-pop', 'indiecoustica', 'neo mellow', 'stomp and holler']",52,2023-04-03
6350,4muUXLYIrhCXtFsPogjIcn,22bukBZvUppuwQwmDz75Gz,Sander van Doorn,362093,"['dutch trance', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'trance']",51,2023-04-03
6351,4muUXLYIrhCXtFsPogjIcn,1BGDL6ycDCoa3STlZtCnHi,ONR,7093,['scottish indie'],36,2023-04-03
6354,4qRyiKJFPLlaEma8BDaVML,7wpE9ePlaLVOdFrSs9BX8B,Gene Harris & The Three Sounds,10140,"['jazz funk', 'soul jazz']",31,2023-04-03
6356,4w99eXGKJ64oxJSNF9tPNs,5Zn94mKQQYVZUvhiIXeXdP,Leo王,81977,"['taiwan hip hop', 'taiwan pop', 'taiwan singer-songwriter']",38,2023-04-03
6357,4w99eXGKJ64oxJSNF9tPNs,4PjY2961rc0MHE9zHYWEnH,9m88,107440,"['chinese indie', 'chinese r&b', 'mandopop', 'taiwan pop']",48,2023-04-03
6360,4xBk5YBUkEFz5gVP74y6pc,1WxunfiOh9Ws0uu2JoDmjL,Quarteto Jobim-Morelenbaum,12707,"['bossa nova', 'samba-jazz']",43,2023-04-03
6362,4yJIECgIOgowfgAkPyvo2c,1gG9UlxylmKkkwA2b9RDLL,黃宣,1833,['taiwan singer-songwriter'],30,2023-04-03
6364,515i7Vfw6yTAa0VN6LVopr,2xvtxDNInKDV4AvGmjw6d1,Bladee,384139,"['drain', 'glitchcore', 'underground hip hop']",69,2023-04-03
6365,515i7Vfw6yTAa0VN6LVopr,4poYOxVqlpDTelhhiJcSrW,Mechatok,17427,"['deconstructed club', 'drain', 'escape room', 'grimewave']",42,2023-04-03
6366,515i7Vfw6yTAa0VN6LVopr,25uiPmTg16RbhZWAqwLBy5,Charli XCX,2815117,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",77,2023-04-03
6370,55hGZXsGClflEMeekqucTo,7j6DKwmjbxvpQO8h914uEz,Ryan Castro,1524065,"['reggaeton', 'trap colombiano', 'urbano latino']",75,2023-04-03
6371,55hGZXsGClflEMeekqucTo,18dspUI6gqabm5XCC2RcUD,SOG,26427,"['reggaeton colombiano', 'urbano latino']",60,2023-04-03
6372,55hGZXsGClflEMeekqucTo,3gkGhLkCTEmfGy095Wum3s,Sir Speedy,45503,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'urbano mexicano']",48,2023-04-03
6377,56HxJH9N2DcRj0taX9mjb5,4QCMJeV5aPlZCswgzTyX2X,El Mas Berrako,313,['cumbia 420'],34,2023-04-03
6384,5BB8QcXSHYJstcGkkJkD8M,0Sr82HjnjchzUcqarXJquy,Rini Idol,560,[],30,2023-04-03
6386,5Ef2noaxqTAfa5gLVw05OJ,6Gk5hoM7eW8NSCYhICMDHw,Zak Abel,148149,['uk contemporary r&b'],59,2023-04-03
6390,5F1ZjpCFKcgk4VcsL2on2h,47YmKMWnvn1TfBanzvAUTc,Bloody Dead And Sexy,15502,"['dark wave', 'deathrock', 'gothic rock']",31,2023-04-03
6392,5F1njpY2K3lDSkcb9cSUpn,5QdyldG4Fl4TPiOIeMNpBZ,Big Thief,534652,"['art pop', 'brooklyn indie', 'indie pop', 'indie rock', 'small room']",64,2023-04-03
6398,5G4VEEZXyBTEBw9RCj0L8S,5WhavPZYFVB6roWZubZMLZ,Affonsinho,4443,['musica popular mineira'],33,2023-04-03
6401,5JNgYciqwBjuo84p2nx8jU,3GMPZX0AZo90KkPjFpgPT9,Bruce Liu,5959,[],36,2023-04-03
6404,5NAskgmV5OCbHSu7y3dHcy,3cYz1jb3gzmFv2R0Dj3U2t,Francisco Tárrega,76795,['late romantic era'],50,2023-04-03
6408,5Sse4ipXZV3QKGx3BLK6GV,28gf2piFx6cAKOMIwcky5a,A-Lin,828477,['mandopop'],58,2023-04-03
6409,5Sse4ipXZV3QKGx3BLK6GV,7In8YZ3XHuwSNUTEyIO0HA,Xiao Yu,122281,"['mainland chinese pop', 'mandopop', 'taiwan singer-songwriter']",46,2023-04-03
6413,5Z1kjTgKJVWvEizpZc3G1S,0hIG9FXgjQxT8fKaYceFbA,Itzhak Perlman,133501,"['classical performance', 'violin']",62,2023-04-03
6416,5Zyhvst9XXg44YpaiTbQ2f,7K3bqkZs0SVUS9K13bnwHL,KEIJU,48050,"['j-rap', 'japanese trap']",53,2023-04-03
6419,5ciIQDYlUxPvD8Lg8EHKIW,3Xyr46anTBdukjErlpKfXH,Kammerakademie Potsdam,530,"['chamber orchestra', 'classical performance']",32,2023-04-03
6420,5ciIQDYlUxPvD8Lg8EHKIW,7FEmj9qSKT3kICy6tSVyda,Antonello Manacorda,287,[],35,2023-04-03
6424,5dYs9IhYDPUqlYKILmRXt5,5XG2NyvMVgff8ZAeKWX8yS,Mathew V,10782,['canadian electropop'],45,2023-04-03
6426,5dpLdsSEVRkTUwpOaULkeT,25Q4MN2O9yy7qzIY6HTgO3,Oriana,199439,"['argentine telepop', 'pop argentino']",40,2023-04-03
6427,5dpLdsSEVRkTUwpOaULkeT,3Apb2lGmGJaBmr0TTBJvIZ,Rusherking,1154850,"['trap argentino', 'trap triste']",72,2023-04-03
6430,5dwjQsS2ezI4NDnokvK7IM,7tL5UmgvPx6TqKyf0Sjjw6,Marek Hemmann,137434,"['deep euro house', 'german tech house', 'german techno', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house']",44,2023-04-03
6432,5fCsD2cRqXf0q5JAGTrmez,43v3iVtLSHdfUAYkjB4Geh,Anna Gréta,1186,[],33,2023-04-03
6436,5iUrGfRTWwjm3eoNeblllJ,6wD3vtAV0P3gWB9zLs7I4j,Lomba Sihir,48106,['indonesian indie'],50,2023-04-03
6438,5jAAoKfKfENn8EfjqfItKX,27gtK7m9vYwCyJ04zz0kIb,Lane 8,351978,"['edm', 'gauze pop', 'progressive house', 'tropical house']",63,2023-04-03
6440,5jCa1A0ZfkaWcKGsJZQ0kz,5Nf5yishRW9Ye174sJISkg,London On Da Track,61351,['atl hip hop'],56,2023-04-03
