customer_id,verified_purchase
10611025,0
10611379,1
10612270,1
10612414,1
10613320,1
10613619,1
10613674,1
10613912,1
10614075,0
10614224,1
10614481,1
10614621,1
10614752,1
10615127,1
10615143,1
10615361,1
10615832,1
10617137,1
10617252,1
10617677,1
10618893,1
10619343,1
10619425,1
10619619,1
10619833,0
10620908,1
10621081,1
1062192,1
10622646,1
10623192,1
10624039,1
10624302,1
10625692,0
10627448,1
10627471,0
10627940,1
10628095,0
10628239,1
10628482,1
10628614,1
10629112,1
10629387,0
10629390,1
10629591,1
10630580,0
10631225,0
10631291,0
10631360,1
10631740,0
10632234,1
10633105,1
10633898,1
10635770,0
10636056,1
10636067,1
10637468,0
10637708,1
10637806,1
10638179,1
10638616,1
10639565,0
10639731,0
10641204,0
10641238,1
10642349,0
10642440,1
10643860,1
10644669,1
10644886,1
10645145,1
10645727,1
10645819,1
10646961,1
10646975,0
10647077,1
10647365,0
10648091,1
10648333,1
10648392,1
10649411,1
10649550,1
10649717,1
10649924,0
10650346,1
10650787,0
10650839,1
10651304,1
10651680,1
10652127,1
10652187,0
10652400,1
10652540,1
10652553,0
10653502,1
10653718,0
10654031,1
10654888,1
10656461,1
10657496,1
10658302,0
10659227,1
10659407,1
10660321,1
10662294,1
10662448,1
1066258,0
10663228,0
10663769,1
10663923,1
10663950,1
10664077,0
10664434,0
10665981,1
10666320,1
10666695,1
10667030,0
1066748,1
10667486,1
10667552,1
10668247,1
10668294,1
10668460,1
10668979,1
10669325,1
10670062,1
1067008,1
10670200,1
10670246,1
10670452,0
10671151,0
10671287,1
10671597,0
1067165,1
10671831,1
10672259,1
10672490,1
10672599,1
10672766,1
10673015,1
10673722,0
10674088,1
10675760,1
10676513,1
10677594,1
10677624,1
10678559,1
10678763,1
10678805,1
10678899,1
10679663,1
10679886,2
10680388,0
10680500,1
10680574,1
10680721,1
10680935,1
10680946,1
10680949,1
10681290,1
10681428,0
10682072,1
10682651,1
10683939,1
10684873,1
10686041,1
10686045,1
10688850,1
10688908,1
10688923,1
10690208,0
10691047,1
10691305,0
10691538,1
10691825,1
10692644,1
10692873,1
10693477,1
10693484,1
10693720,1
10693826,1
10693862,1
10696064,0
10696489,0
10696683,1
1069784,1
10697927,1
10697993,1
10698146,0
10698192,0
10699989,0
10700176,1
10700238,2
10700372,1
10700986,1
10701649,1
10701760,1
1070225,0
10702491,0
10702945,0
10703995,1
10704370,1
10705161,1
10705439,0
10705564,0
10706675,1
10706728,1
10707169,1
10707737,1
10707878,1
10707968,1
10707995,1
10708612,1
10708859,1
10709361,1
10710987,1
10711335,0
10711424,1
10711807,0
10712295,1
10712673,1
10712873,0
10713975,1
10714403,1
10714404,1
10714950,1
10715797,1
10715918,1
10716058,1
10717000,0
10717080,1
10717535,0
10717586,1
10717789,1
10718028,1
10718136,0
10718315,1
10718663,1
10719495,0
1071951,1
10719571,1
10719608,1
10719727,1
10719860,2
10720029,1
10720410,1
10721261,1
10721810,0
10722101,1
10722899,1
10722916,1
10723006,1
10723133,1
10723659,1
10724204,1
10724906,1
10725170,1
10726671,1
10727315,0
10727334,0
10727453,0
10727483,1
10727764,1
10728829,1
10729066,0
10729178,1
10730356,1
10730804,1
10730827,0
10731319,1
10731933,0
10732056,1
10732201,0
10733457,0
1073424,1
10735285,1
1073576,0
10735834,1
10735976,1
1073684,1
10736866,1
10737482,1
10738246,1
10738761,0
10738782,1
10738853,0
10740574,1
10740864,1
10742091,1
10742132,1
10742156,1
10742198,1
10742433,0
10743937,1
10744019,1
10744474,1
10744853,0
1074542,1
10746035,1
10746486,0
10746639,1
10746710,1
10746819,1
10747553,1
10747912,0
10748455,1
10748815,0
10749065,1
10750339,0
10750491,1
10750587,1
10750684,1
10750882,1
10751175,1
10751415,1
10751463,1
10752792,1
10753174,0
10753509,1
10753995,0
10754680,1
10755483,1
10755608,0
10755754,1
10757012,1
10757161,1
10757334,1
10757704,0
10758248,1
10758336,1
10759052,1
10759596,0
10760495,1
10760497,1
10760737,1
10761688,0
10761811,1
10762347,0
10763077,1
10763303,0
10763394,1
10763892,1
1076395,1
10763994,1
10764469,0
10764821,1
10765195,1
10766107,1
10766170,1
10766851,1
10767464,1
10767474,1
10767544,1
10767854,1
10768242,0
10769761,0
10769923,0
10770219,1
10770298,1
10770418,0
10770436,1
10770903,1
10771040,1
10771354,1
10771648,1
10771820,1
1077307,1
10773445,0
10773769,1
10773983,1
10774904,1
10775130,1
10775334,0
10775521,1
10776393,1
1077707,1
10777169,1
10777173,0
10777694,1
10778004,0
10778391,1
10780159,1
10780176,0
10780335,1
10780660,1
10781292,1
10781499,1
10781583,1
10781673,1
10781690,1
10782248,1
10782914,1
1078304,1
10783792,1
10784817,1
10784886,1
10785065,1
10788151,1
1078863,0
10788747,1
10789524,1
10789703,2
10790838,1
10791172,1
10791642,1
10792344,1
10792690,1
10793817,1
10794953,1
10795037,1
10795353,1
10795635,0
10795788,1
10796138,1
10796203,0
10796373,0
10796529,0
10796620,1
10796725,0
10797060,1
10797561,1
10797586,1
10800381,0
10800590,1
10800809,0
10800846,0
10801592,0
10801763,1
10801865,1
10802084,1
10802100,0
10802534,0
10802559,1
10802958,0
10803875,1
10804418,0
10804481,1
10804637,1
10804756,1
10804961,1
10804969,1
10805412,1
10805683,1
10806116,1
10806172,1
10807315,0
10807913,0
1080805,1
10808777,1
10809062,1
10809370,1
10809546,1
10810000,1
10810182,1
10810640,1
10811058,1
10811567,1
10811696,0
10811859,0
10812070,1
10812288,1
10812753,1
10813060,0
10814077,0
10814122,1
10815785,1
10815877,1
10816120,0
10816851,1
10817064,1
10818074,1
10818134,1
10818339,1
10818401,1
10818725,1
10818967,0
10819474,1
10820188,1
10820442,1
10820625,0
10820728,0
1082108,1
10821789,0
10822684,0
10822794,0
10822980,0
10823078,1
10823195,1
10823678,1
10824271,0
10824637,1
10825118,0
10825782,1
10825821,0
10826087,1
10826262,1
10826717,1
10827357,1
10827585,1
10828344,0
10829334,1
10829728,0
10829790,1
10830221,3
10830642,1
10831020,1
10831139,1
10831210,1
10831755,1
10832285,2
10833093,1
10833556,0
10834116,1
10834235,1
10834367,1
10834543,0
10834556,1
10835773,1
10835841,1
10836116,1
10836994,1
10837244,1
10837312,1
10837606,1
10837880,0
1083806,1
10838122,1
10838594,0
10839299,1
10839622,1
10839743,0
10840537,0
10840690,0
10841117,0
10841937,1
10842049,1
10842198,1
10842337,1
10842377,0
10842891,1
10843030,0
10843297,0
1084360,0
1084386,1
10844510,1
10844697,1
10845735,1
10845897,0
10846078,1
10846289,1
10846569,0
10846636,1
10846881,1
10847082,1
10848486,1
10848641,1
10848652,0
10848692,1
10849189,1
10849210,1
10849690,1
10850449,1
10850640,1
10850764,1
10850819,1
1085144,1
10851784,1
10851829,1
10851844,0
10852827,1
10852972,1
10853598,1
10854248,1
10854310,0
10854662,1
10856108,2
10856461,1
10856542,1
10856590,1
10857748,0
10858060,1
10859570,0
10860494,0
10860714,1
1086149,1
10861650,0
10861740,1
10862676,1
10862994,1
10863230,1
10863657,0
10863788,1
10863795,1
10863921,1
10864573,0
10865876,1
10866592,1
10866931,0
10866997,0
10867352,1
10867538,0
10867844,1
10868327,1
10868683,1
1086886,1
10868978,1
10869086,1
10869152,1
10869579,0
10870196,1
10870231,1
10870305,1
10870644,1
10870758,1
10870958,1
10871433,0
10871614,0
10871651,0
10872079,1
10872121,0
10873525,1
10873745,0
10874352,1
10874793,1
10875137,1
10875779,1
10877213,1
1087868,1
10878825,0
10880035,1
10880904,1
10881846,0
10882006,1
10882401,1
10882934,1
10883416,1
10883613,1
10885063,0
10885093,1
10885188,1
10885220,1
10885285,1
10886282,1
10887046,1
10887139,1
10887217,1
10887605,0
10887790,0
10887810,1
10888433,2
10888783,1
10889423,0
10889740,1
10890276,1
10891139,1
10891167,1
10892694,1
10894005,1
10894113,1
10894740,0
10894961,1
10894979,1
10895044,1
10895434,1
10895671,1
10895853,1
10896511,1
10897155,1
10897923,1
10898092,1
10898171,1
10898177,1
10898227,0
10898897,1
10899235,1
10900739,1
10901376,1
10901893,1
10902467,1
10902886,0
10903413,1
10904469,1
10904663,1
1090504,1
10905529,0
10905905,1
10907674,1
10910741,1
10911302,1
10911311,1
10911476,1
10911639,1
10914317,1
10915849,1
10915946,1
10916130,0
10916136,1
10916271,1
10916395,1
10916585,1
10916830,1
10917460,1
10919045,1
1091913,1
10919665,1
10919739,1
10920089,1
10920402,0
1092073,0
10922795,1
10925135,1
10925162,1
10925187,1
10925390,0
10925573,0
10925715,1
10925835,1
1092705,1
10927271,1
10927333,1
10930103,1
10930268,1
10930433,1
10930964,1
10932953,1
10933122,1
10933409,0
10935547,0
10935926,1
10936118,1
10936253,1
10936304,1
10936344,1
10937025,0
10937095,1
10938007,1
10938750,1
10938822,1
10939373,1
10940070,1
10940165,1
10940365,1
1094124,1
10941756,1
10941910,1
10942696,1
10943183,1
10943444,1
10943704,1
10943794,2
10943986,1
10944007,1
10945478,1
10945690,1
10945981,1
10946119,1
10946768,1
10946769,1
10947980,1
10948847,1
10949033,1
10949136,1
10949165,1
10949286,1
10949444,0
10949866,1
10951667,0
10952243,1
10952256,1
10953561,2
10953740,1
10953901,1
10954163,1
10955136,1
10955605,1
10955694,0
10957696,1
10957933,1
10958755,1
10958907,1
10958946,0
10958960,0
10959613,1
10960179,0
10961096,1
10963283,1
1096355,1
10964098,1
10964116,1
10965149,1
10965519,1
10965904,0
10966095,1
10966247,1
1096651,1
10967212,1
1096728,1
10967347,0
10967546,1
10968543,1
10968621,1
10968642,0
10968689,1
1096876,1
10970052,1
10970181,1
10973180,1
10973603,0
10973973,1
10974235,1
10975071,0
10975167,1
10975393,1
10976069,1
10976330,1
10976741,0
10977351,1
10977901,1
10978708,1
10978989,0
10979023,1
10979848,1
10980642,0
10980923,1
10981214,1
10982281,1
10982905,0
10984416,1
10985637,0
10986373,1
10986448,1
10986505,0
10986690,1
10987357,1
10987956,0
10988079,1
10989278,1
10989332,1
10989529,2
10990127,1
10991399,1
10991506,1
10993420,1
1099354,1
10993795,1
10993914,1
10993976,1
10994096,0
10996383,1
10997476,1
10998111,1
10998540,1
1099859,1
10999425,1
11000222,1
11000525,1
11000671,1
11001334,1
11001869,0
11002584,1
11002660,1
11002679,1
11003828,1
11004269,1
11004684,1
11004972,1
11005085,1
11005839,1
11007121,1
1100733,1
11008934,1
11009142,1
11010165,1
11010537,1
11010678,0
11011576,1
11011628,1
11011645,0
1101283,1
11014497,1
11014977,1
11015393,1
11015518,1
1101617,1
11016230,1
1101641,1
11016681,1
11017387,1
11017712,0
11018131,1
11019033,0
11019389,1
11019889,1
11019894,1
11020191,1
11020604,1
11020610,1
11021560,1
11021711,1
11021846,1
11022451,0
11022914,1
11023039,1
11023045,1
11023300,1
11023364,0
11023518,1
11023582,1
11023695,1
11024110,1
11024173,0
11025418,1
11025483,1
11025871,1
11025904,1
11026631,1
11027682,1
11028119,0
11029223,1
11029341,1
11029606,0
11030104,0
11030666,1
11030794,1
11030849,1
11031811,1
11031828,1
11032029,1
11032381,1
11032461,1
11032600,3
11032785,0
11033916,1
1103404,1
1103418,1
11034491,1
11034513,1
11034584,1
11034804,0
11035353,1
11035447,1
11035606,1
11035718,1
11035771,1
11035937,0
11037131,0
11038785,1
11039136,0
11039272,1
11039372,1
11039425,1
11039608,1
11040018,1
11040385,1
11040402,1
11041048,1
11041878,1
11042011,1
11042333,0
1104239,1
11043399,0
11043629,1
11043951,1
11044989,1
11045266,1
11045650,1
1104611,1
11046384,0
11046722,1
11046899,0
11046919,1
11047027,1
11047060,0
11047074,1
11047263,0
11047330,1
