,track_id,id,name,followers,genres,popularity,extract_date
11579,0nXlU9IfgrhI5tZo3KktvM,1QDou4hCker2eGblLzIq80,Alan Pasqua,6644,"['contemporary jazz', 'italian jazz', 'jazz piano']",37,2023-03-29
11580,0nXlU9IfgrhI5tZo3KktvM,4m3nck0lOhCa4Pe0BqZ5B2,Dave Carpenter,263,['jazz double bass'],27,2023-03-29
11584,0oH9eXgLniGBFEeKOb1cnu,0IWHtpPrewzL4qFOOuUk89,Svedje,23,[],13,2023-03-29
11586,1IkYEuDcR2XcuT80vEx6aq,7sB7k5nRT61iJ4HDliQRtQ,North of Kallio Ensemble,64,[],14,2023-03-29
11588,1d1K5EotPk8nDvSdIgoMde,04aI3lUztHm7euSI9Lo6ug,Enapay,207,[],34,2023-03-29
11590,1rCn4c0ULASiBiEYdQMvc9,0yMlqsQgpwBZZ6AzyofFAx,SEA,39,[],14,2023-03-29
11592,1sVIrkPZob1Ul6aIqy8n8z,0s4v0h7Hiez273tp6lDeL0,A Teardrop In The Lake,178,[],11,2023-03-29
11596,27ayGUimrPyUrjAriMYGZv,6q6EXv5ybArXqifMdmTIig,Lionel Loueke,26585,"['beninese pop', 'contemporary jazz', 'jazz', 'jazz guitar']",37,2023-03-29
11597,27ayGUimrPyUrjAriMYGZv,4suPNNUCtzkjmLIQnCGNeL,Reuben Rogers,636,['jazz double bass'],37,2023-03-29
11598,27ayGUimrPyUrjAriMYGZv,0wTdAqanDZiEonTBUmBSQh,Eric Harland,8282,"['contemporary jazz', 'jazz drums']",36,2023-03-29
11602,283CXTP5kLLRC91U8TVOtH,0qsb0PqyATXSQMdaUAxIAZ,obelebo,18,[],20,2023-03-29
11604,2HLGg89KyQOlqmaFuOlSwl,5aSW8XbsteHFgFPYpp1s3x,Lynne Arriale Trio,2502,['jazz trio'],33,2023-03-29
11606,2NR75hc8eVC9xzro4ZjO52,7aaoS1lVqJrRhZ4UvWqsm0,Twindex,182,[],29,2023-03-29
11610,2YITevYos9kRgGTRiIwl8o,2k1Qcdf3sOJYCNZEPus58Y,Gary Peacock,16607,"['contemporary jazz', 'ecm-style jazz', 'jazz double bass']",42,2023-03-29
11614,2dVvMXDWBY0U7VjCjOjVH9,3ZPJRljYmGJY6dhywLXgkH,Barulinho,320,[],17,2023-03-29
11616,2ht5zHY5EJYjNdvwLQpkz0,7vLNQciZsWdkYFCqY2osFM,Steve Lukather,53883,[],35,2023-03-29
11618,2ux2e0NDbQ5gWyimapH2FF,4dhsdVYXcXNVS8jDKwLupw,Steve Jackson,17,[],10,2023-03-29
11619,2ux2e0NDbQ5gWyimapH2FF,3QmUu8ApUCQAaGrc0Riv6Y,Carsten Rubeling,570,[],25,2023-03-29
11622,2yFg9aH764aDwaopTst2c0,1JTQHAw7cydv6H6suv2Qo4,Donata Antoni,140,['chill guitar'],29,2023-03-29
11624,35MDzpFFmis8yuJwQJox3j,35HKcY4o7vVi5rzJ0gPxis,Maarten Schellekens,89,[],30,2023-03-29
11626,3ANSFpNRy7eM8Kfcy4fmUC,6naig8DKTlDmUHHZsady8U,T33N,409,[],37,2023-03-29
11627,3ANSFpNRy7eM8Kfcy4fmUC,5Bahs19BH1UFW8Q6S2MCxu,7vvch,6414,[],54,2023-03-29
11630,3KwwWYRDpF5kSwm5sFrjWa,253GMpCNwx1TJtASNAeDoP,Kurt Rosenwinkel,62659,"['contemporary jazz', 'jazz', 'jazz fusion', 'jazz guitar', 'uk contemporary jazz']",43,2023-03-29
11631,3KwwWYRDpF5kSwm5sFrjWa,1ub8Ppat73nCF5bFhfTX02,Jean-Paul Brodbeck,364,[],17,2023-03-29
11634,3SGs1iMxX9zzv6Dz1uQwSl,7g04f5dUBMBNO7jdBrBZfR,Thoughtlines,37,[],18,2023-03-29
11636,3UvkApsnwcV9pQHfU5WASz,6wTD4jLsPadWutQ9nJvzT6,Larry Goldings,8704,"['contemporary jazz', 'jazz organ', 'modern jazz piano']",35,2023-03-29
11638,3mHqiGTqnGbL51qOfvDtO2,1pvbdPT4qv8egDvkcOhBN0,Swink,1075,[],46,2023-03-29
11640,3oJTvs1FLdka2ogLkXoQNb,1KpISDZpqZArxpPqDxGR4S,Joanne Forman,550,[],14,2023-03-29
11642,3p2MNFiiEni69ydO5fmEHI,5KVCvRxkmEVquvmkLe0fII,Raouf Beats,506,['lo-fi latino'],44,2023-03-29
11644,3q0Nbk3V4XgpOXpS4IWHTJ,1VIfeRsZv9cw7shAwqBDOW,Victor Santos,55,[],18,2023-03-29
11646,47yAskmqMUSR3W0lte2E1v,5isSr1JUeHt5cgh8oWz1Ja,Bill Charlap Trio,16222,['jazz trio'],49,2023-03-29
11647,47yAskmqMUSR3W0lte2E1v,2xXlVRnJO7vxdGV8Z2nWjb,Scott Colley,117,[],20,2023-03-29
11648,47yAskmqMUSR3W0lte2E1v,3PUIxfK6P8boslOXGpZPoK,Dennis Mackrel,80,[],18,2023-03-29
11652,4FYpGNDeh57Dmop6EgNEAI,49y4h4GL1qZZ3KwYIb9NfQ,Whatever The Weather,5647,['spectra'],31,2023-03-29
11654,4IAuHbRSyRYfBWMPIFprRj,135WbQvbKp0SnPHy80df1X,Bluetoon,90,[],11,2023-03-29
11656,4WdktJEmG5Q3nXfyEnMQxe,1E4UIKgZgGsuAZ4CFS0Cel,Howard Roberts,4359,"['jazz guitar', 'space age pop']",31,2023-03-29
11658,4XEVSTduLQJu4DDYoUqJBB,0YYKO7hybCYf1mjeXDADA7,Astrud Bonfa,310,[],33,2023-03-29
11660,4lPug66ovwaHAqWJ1lUFLW,3VODOokOAtBPtnB1aAWtf6,inthedark,71,[],24,2023-03-29
11662,4n0L5PdzC1L0jvvBdkfYEj,25pMn6OremNFW2pRX909Ib,Pruski,373,"['drone ambient', 'polish ambient', 'polish experimental electronic']",15,2023-03-29
11664,4q2wB8Fkc6R6V03oksaiaI,5m5x5QR8woru1deGCXghUD,Mikkel Adler,130,[],12,2023-03-29
11666,4rgjOcbLnEyakVKfbvACRL,20yERPydly9DkcL45T65uJ,Grandmaster Tilden,87,[],21,2023-03-29
11668,54XdAhnIsuW0YevJyI1e1P,5s4z3mRAE7nxE3jjft8J3h,John Mayall,232647,"['blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'harmonica blues', 'modern blues', 'roots rock']",43,2023-03-29
11670,5BWIrcAwxfif9pBUQFwNe5,2GetULOyoPrlJ6DentO2Wa,A. M.,283,[],20,2023-03-29
11672,5GdiOxC8z6J7xA9khchqDS,3KUUj9cTyiuixKmbn96baH,Elijah the Alchemist,524,[],43,2023-03-29
11674,5XotBMNRTExEMs4MalMTu0,0P9hXeh3wwCn1B0Etj03ac,Kings Chair,11,[],12,2023-03-29
11676,5YLoMU4RBnasKKNh4r0Uoh,0M28z4ZRPcGZPSXsJqc1lP,Jacob Yoffee,1385,[],41,2023-03-29
11678,5d8dRlfaVweMxNguLyVxne,5DChGYPOwgULNzFMzw0TIb,Elvar Arngrimsson,1067,['background music'],39,2023-03-29
11680,5eCQw3w3u9nbwOu9h2eXGT,1xXraGRML6j3iypdaZDvQk,Teknicolores,85,[],34,2023-03-29
11682,5fsGPtGbnwTQ3ZuotX0Mhl,27N1tGShltXJPjzwxs9eMZ,Christian Jacob,1062,[],30,2023-03-29
11683,5fsGPtGbnwTQ3ZuotX0Mhl,1j4llYRtsnwcHIM0SrDstl,Darek Oleszkiewicz,487,['jazz double bass'],30,2023-03-29
11684,5fsGPtGbnwTQ3ZuotX0Mhl,55CwMwuNvVsQXrC3KwMwUe,Joe La barbera,150,[],30,2023-03-29
11688,5fsPBLoI0fYY48Yql6ThtE,2SQs5lwQifKBBhMDYnPZy8,Ghost Of Summer,417,['chill out'],29,2023-03-29
11690,5hA8bjM7r4SyiNzngr2Edv,5wEF5my54dE5vMMmSUz2q3,Glimlip,13068,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",58,2023-03-29
11691,5hA8bjM7r4SyiNzngr2Edv,1axdL80XjVHdInGsJbURyt,Yasper,7996,['chillhop'],50,2023-03-29
11692,5hA8bjM7r4SyiNzngr2Edv,7GMURXXNVyc1SXq3cvw197,MONODUKE,123,[],36,2023-03-29
11693,5hA8bjM7r4SyiNzngr2Edv,2s0GB9h7qb9UAum2R2Z06O,Floris van der Vlugt,38,[],19,2023-03-29
11698,5jKHOuBAsM9jZnE9f0WEUv,6P86FLVAK4sxu8OhyQJBvH,Kaitlyn Aurelia Smith,58651,"['ambient', 'art pop', 'chamber psych', 'drone', 'electra', 'electronica', 'experimental ambient', 'experimental pop', 'fluxwork', 'fourth world', 'microhouse', 'modular synth', 'spectra']",44,2023-03-29
11699,5jKHOuBAsM9jZnE9f0WEUv,0BNz24TKUn8Ov1ApFkLzA1,Emile Mosseri,16491,['soundtrack'],52,2023-03-29
11702,5lf2S2nfBnebGmJiYlt8JF,1HkSjS5rzNg402IoG8RlEp,Koosje,1026,[],21,2023-03-29
11703,5lf2S2nfBnebGmJiYlt8JF,4Hbx0YJ3AOimjLob7GYRly,Artvark Saxophone Quartet,788,[],14,2023-03-29
11706,5tfDvmkWMXgTVN49Kbw1ms,11ReFzDfYn4ZuUVgJhnFA5,Blake Ewing,817,[],26,2023-03-29
11708,63rq9S2BlsNpznrOq90fP8,3tq6e3K4ZlYzKkF0E1wmsi,Rasmus Sørensen,278,[],15,2023-03-29
11709,63rq9S2BlsNpznrOq90fP8,75zzu0VU3laESlh6KrqvNj,Francesco Ciniglio,362,[],15,2023-03-29
11710,63rq9S2BlsNpznrOq90fP8,057zTnHpyusxYkVSgmOFz4,Jon Henriksson,17,[],15,2023-03-29
11715,6CeJnR7HphMYbazmHYZEtA,2TSuAchdgVzsAa9wDK1IeT,Julian Lage,95158,"['contemporary jazz', 'jazz', 'jazz fusion', 'jazz guitar']",50,2023-03-29
11718,6LIOih4AibSQk5HXELJwCz,0pQnT6l8EyyRsh8vQuR8AS,Marijus Aleksa,808,[],27,2023-03-29
11719,6LIOih4AibSQk5HXELJwCz,5maB2WqB6U2Mi7DKZQYmcS,Yelfris Valdés,1811,['jazz cubano'],21,2023-03-29
11722,6QGgUrvDvfQVeMlMuVKjQ6,4Eo1mdoAOk2DbXMDUDnCum,Figub Brazlevic,19667,"['chillhop', 'german boom bap', 'jazz boom bap', 'lo-fi jazzhop']",45,2023-03-29
11724,6RmrDk88DsK5ExQIT5EBee,4vmN5DgVFk2GDBHDu1ZJeb,The Groove Trio,700,['background jazz'],54,2023-03-29
11726,6X797mLARJh7FngEqsDkaL,3YO63Be7QxrxqBQtgKc4Oc,Tom Harrell,14545,"['contemporary jazz', 'contemporary post-bop', 'italian jazz', 'japanese jazz', 'jazz', 'jazz trumpet']",28,2023-03-29
11728,6Xugk0xzYvSkmH77VL1GwL,1sdyFmN4bVOcuFDpTVsxBB,Kenny Burrell,75776,"['bebop', 'hard bop', 'jazz', 'jazz fusion', 'jazz guitar', 'soul jazz', 'straight-ahead jazz']",50,2023-03-29
11729,6Xugk0xzYvSkmH77VL1GwL,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,1508895,"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",65,2023-03-29
11732,74azkm1oJ7QdoYz8UOa590,4FWZ21Ecu54GTSmdWUutVG,Dilly the Great,16,[],11,2023-03-29
11734,77A7ehHv41EjtxjifmenGa,4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,1719122,"['baroque pop', 'chamber pop', 'singer-songwriter']",72,2023-03-29
11735,77A7ehHv41EjtxjifmenGa,1hCuN7zeXgcoLq6Ys1UOe4,Lowell Brams,1464,[],26,2023-03-29
11738,79G0U4pmuiCdxPdOym0REw,6DbqS0X8cSFOPGsvyze2yh,Thad Jones,22856,"['bebop', 'big band', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz trumpet']",37,2023-03-29
11740,7MXTBwqSyx2pUURMAT1k7e,3O0OUcf7693cHwTBJWKl5K,Knut Bjørnar Asphol,234,[],31,2023-03-29
11741,7MXTBwqSyx2pUURMAT1k7e,6h3SYhsBfgz8N71ozZtHbD,KNUT,80,[],31,2023-03-29
11744,7egSnOVoyp1SvQtr2ZUp1z,474vK8QpU3WL9RxRCmo5cX,Kjetil Mulelid Trio,1140,"['norwegian contemporary jazz', 'norwegian jazz']",20,2023-03-29
11746,7k0mLIycvaKAiRyo4BnVNC,55r17oOBrjjHLLXBC5BsE3,Dellasollounge,15341,[],14,2023-03-29
11749,7o65XOJ6wuSlzJ6aXtMxlT,7CyW7K2UrpjUNLVV698wvJ,Palle Danielsson,1138,"['jazz double bass', 'swedish jazz']",41,2023-03-29
11750,7o65XOJ6wuSlzJ6aXtMxlT,6tSdJBJx1KWzjdT7Kv2iNp,John Taylor,146,[],18,2023-03-29
11754,04HoJpRNBQ98naXqeroSHB,1AU9Y5Y2Taxe4yh7AI6JRD,Thelma Aoyama,233814,"['j-pop', 'japanese r&b']",47,2023-03-29
11755,04HoJpRNBQ98naXqeroSHB,6udveWUgX4vu75FF0DTrXV,TAEYANG,974377,['korean r&b'],73,2023-03-29
11759,0Lp1A8RfkbyMr0WRdR9eI8,0XATRDCYuuGhk0oE7C0o5G,MAMAMOO,6541090,"['k-pop', 'k-pop girl group']",67,2023-03-29
11762,0O5TFim1TzHy46xZTpoWN1,3TQcPdZGQoeUMmScKHHgh3,Cha Tae Hyun,14,[],13,2023-03-29
11764,1bthBgj2YMcn2w0LBQl5eI,3sxWOFw4MSN54SIQ8np6iG,B1A4,565267,"['k-pop', 'k-pop boy group']",45,2023-03-29
11765,1bthBgj2YMcn2w0LBQl5eI,6MoXcK2GyGg7FIyxPU5yW6,SUNMI,2600840,['k-pop'],61,2023-03-29
11768,24oO33bOjYhSGgpMDgodGo,0GP1FM3P7XrmSNz1Nr29Yy,루아멜 (LUAMEL),5993,['korean indie rock'],27,2023-03-29
11770,2LNCxTdURQRawa2Pc6MvZT,2QM5S4yO6xHgnNvF0nbZZq,SEULGI,829674,['k-pop'],62,2023-03-29
11771,2LNCxTdURQRawa2Pc6MvZT,5jm3x1qIibWdKSEMw2G011,Moksi,106634,"['bass house', 'deep groove house', 'dutch edm', 'edm', 'electro house', 'electronic trap', 'house']",53,2023-03-29
11774,2wwDh4ClJU5Y2WXvKlxNO7,6FZO63qCd8QuwY9eUwGIvC,아일,62,[],27,2023-03-29
11777,2wwDh4ClJU5Y2WXvKlxNO7,2iK0Z13QBqry1Twb8oITjv,홍진호,27,[],28,2023-03-29
11786,4D9F6gcVJ4dqg4fLz4Oyjd,3Rxm9TaXZGuQRw2B91Ap22,BOYCOLD,39570,['k-rap'],38,2023-03-29
11787,4D9F6gcVJ4dqg4fLz4Oyjd,1wsoV3RXPkxVz3PwsNRI5K,BewhY,276778,['k-rap'],52,2023-03-29
11788,4D9F6gcVJ4dqg4fLz4Oyjd,2krUNMgFZYm5s4Nn0g91W9,HAON,130475,['k-rap'],52,2023-03-29
11789,4D9F6gcVJ4dqg4fLz4Oyjd,0IznZPMUyaPGdqfP4oqBja,Coogie,162179,['k-rap'],54,2023-03-29
11794,4XdPF9OekZ1fuoNLjwuN69,64sY7LsUjNE3ifONkftTXC,ADOY,127458,"['k-indie', 'korean city pop', 'korean dream pop', 'korean electropop', 'korean indie rock']",46,2023-03-29
11796,5rtSUuJx5VMaG88z9YEJUa,6evmYxFbDSIHilUaYC9MhL,JAURIM,69640,"['k-indie', 'k-rock']",44,2023-03-29
11807,03HGmuDW5iVxZwbUfXagbr,4ds2NOrovBxUtTi29RWIBC,Francesco Turrisi,1698,[],32,2023-03-29
11810,03on8Evrh63d36Gh5RboiN,4OMnvxQdSJeobzinrEjTpO,Neeus,9586,"['trap venezolano', 'urbano latino']",37,2023-03-29
11812,03sl7CxshsxF4gh4pOB7c1,0Ty4IlR2mjFlt3dBdvlHlI,Jay Feelbender,495,['canadian garage rock'],24,2023-03-29
11816,093ekP1E7iaXhRVPnP45lK,2OAmsrxhQIJQRat9EY8PxL,Amir Hasan,2625,[],17,2023-03-29
11818,0AQHD28F5MsUuNi4bWt2iF,0yOI347y9S7CpFl6BObViT,The Aztec Mystic,1192,['techno'],12,2023-03-29
11821,0EUW0WhEBHJlUOw0JaO38W,5RkXIaQtDyVsWKfNzn08yz,Sharde Turner,4,[],12,2023-03-29
11824,0Go1pDClKbn8J3wW4kEIxL,0SbSDzM4X41hnlURed0fcV,Carter Burwell,67234,"['classic soundtrack', 'scorecore', 'soundtrack']",53,2023-03-29
11825,0Go1pDClKbn8J3wW4kEIxL,3bzZhiUIN7300mrCcLsUBH,Roomful of Teeth,13388,"['american choir', 'choral', 'contemporary choir', 'modern performance', 'vocal ensemble']",29,2023-03-29
11828,0QLGHswYCY4j0IAfqleuNw,15oeqKO5k5uZ5773tWvpda,Son House,147288,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",36,2023-03-29
11829,0QLGHswYCY4j0IAfqleuNw,6zxIBQ4sNvQCSkciayJxaS,Willie Brown,3228,"['delta blues', 'traditional blues']",14,2023-03-29
11830,0QLGHswYCY4j0IAfqleuNw,3raXFpk21XigZmb4xXG6qz,Fiddlin’ Joe Martin,72,[],13,2023-03-29
11831,0QLGHswYCY4j0IAfqleuNw,6uQnHbypkRY4KmLvJrs4OY,Leroy Williams,123,[],22,2023-03-29
11838,0bYlL7XNEvLC34f53mmqEO,4Hy7H79rnIljAwnwDtislK,Indigo,2884,"['indie rock peruano', 'peruvian rock']",19,2023-03-29
11840,0cNzokgMjKELwVHObVtKmm,7vpkJXx5M0IHk1AQX1wivE,Pasukan Lima Jari,9181,['indonesian reggae'],16,2023-03-29
11842,0cUaez0MaMQDENloUndpIf,40ODyztPrDuIBY9ocqhwgB,Jaclyn Victor,43981,['malaysian pop'],33,2023-03-29
11844,0eh9gAGvtaLI8cIzKsdCgn,06izVjPOksdkMjJ3NUDfky,Jenny Beaujean y Benjamin Garcia,251,['cover acustico'],16,2023-03-29
11846,0h614akziL2VMTnJC2TnNH,42TFhl7WlMRXiNqzSrnzPL,Lou Reed,1649592,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter']",64,2023-03-29
11849,0hzHzEDiRFSMMhI3VgDlUC,1VSepPOw3REo0L6LFeii0Q,Yan Ting,2892,"['cantopop', 'hk-pop']",40,2023-03-29
11853,0rfFvNRcfEYdOCdxL6F2bz,1qWaLzAetDFCQpQWUSGMjr,Rakom,67,[],12,2023-03-29
11856,0y2RswP8Au6SvCiW318rnq,2aOcSZtVGcy3cs45euQqZ6,Mantra Vutura,8988,['indonesian experimental'],29,2023-03-29
11857,0y2RswP8Au6SvCiW318rnq,4MwaNIFYLdCbEmlaa1V3FD,raissa anggiani,0,[],12,2023-03-29
11860,15TlVyJLpMysa7g9FSS0No,7nSYcucRT6IGiMepEmiZgT,American Aquarium,60227,"['alternative country', 'deep new americana', 'modern southern rock', 'new americana', 'roots americana', 'roots rock']",47,2023-03-29
11862,1ARHw0RdJKh9OOGVuXtPqP,0J2G5v2i3XSUUytnb8WX3v,Sue Palmer,569,['boogie-woogie'],14,2023-03-29
11864,1FaOmKrjEERabl63Kcr3NU,5Tm0Q6noHS5KjlsvFwHoFS,Bo Bundy,33072,['corridos tumbados'],45,2023-03-29
11866,1HZ2vpt77v6yycE41O1jV6,0phMS1UDPTZlxuEnarDUKt,Son Seals,27680,"['blues', 'chicago blues', 'electric blues', 'modern blues']",38,2023-03-29
11869,1I3dhZcmI5Eu98vEfb9g9d,71614brq8tRSUF55BGFIlR,François-René Duchâble,860,['french classical piano'],26,2023-03-29
11870,1I3dhZcmI5Eu98vEfb9g9d,75ehLoOSz7elHefmAk5QWa,Orchestre National Du Capitole De Toulouse,533,['french orchestra'],53,2023-03-29
11877,1IbynLaWX3z9tKxRZMAF4M,6RX3X6dI939ANy78YXqWXT,Raymond Leppard,1429,['orchestral performance'],45,2023-03-29
11884,1JW5BE9E5cy9enRzyX9h1J,2TX325jFbZFpe2OGZNo4Lx,Markus,4181,['pinoy singer-songwriter'],30,2023-03-29
11885,1JW5BE9E5cy9enRzyX9h1J,53qa1XIZ6pZuhrGDetCGew,Kyle Echarri,128154,['opm'],32,2023-03-29
11886,1JW5BE9E5cy9enRzyX9h1J,3HaL9ONkedXrAybTHYA3w1,Moophs,1915,[],43,2023-03-29
11891,1Nd89XqdXUj1zv9meZbPYR,2SNzxY1OsSCHBLVi77mpPQ,Joe Bonamassa,850935,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']",59,2023-03-29
11892,1Nd89XqdXUj1zv9meZbPYR,7C1CFA2GWGFc51SrvX5Bvy,Robben Ford,97864,"['blues rock', 'electric blues', 'jazz blues', 'jazz fusion', 'modern blues', 'soul blues']",44,2023-03-29
11893,1Nd89XqdXUj1zv9meZbPYR,6I8Aan08YoXLddBSwCbCI4,Doug Bossi,88,[],17,2023-03-29
11898,1P7QsV7OG46lyLy85Mmd2v,4l8tDkcTwCBeLrQPk5lEU3,Lurrie Bell,7641,"['blues', 'electric blues']",25,2023-03-29
11900,1TRVXcgvTlP1eBSklgawRS,6xkwfOyFlcsZkf6jG3wxxb,Michael Daves,2947,['neo-traditional bluegrass'],24,2023-03-29
11903,1U9KqLPDGaQoONW8bcONko,36qooOkbokPscdOGWHPFk7,Boris Berezovsky,5371,['russian classical piano'],38,2023-03-29
11904,1U9KqLPDGaQoONW8bcONko,5mzp2UJls0nLu8w7ewwK4X,"Soloists of the Royal Opera House Orchestra, Covent Garden",30,[],18,2023-03-29
11905,1U9KqLPDGaQoONW8bcONko,0nEOrlXLUk44bH7qiAyWNt,Vasko Vassiliev,140,[],18,2023-03-29
11906,1U9KqLPDGaQoONW8bcONko,5omCjH0phptEBl1o0CggN7,Andrew Staples,122,['classical tenor'],22,2023-03-29
11907,1U9KqLPDGaQoONW8bcONko,64hc8cwR94CfKGFMcmv6uv,Christopher Vanderspar,7,[],18,2023-03-29
11908,1U9KqLPDGaQoONW8bcONko,51oMAcnHBNVeV4EWi5cc0i,Tony Hougham,6,[],18,2023-03-29
11916,1UbAcbY99oCjcZifKg9EP4,1FyPWrq6lU8yPFM7IXj6oH,焦邁奇,14178,"['chinese singer-songwriter', 'mainland chinese pop']",38,2023-03-29
11919,1WYjTDQhIkbZ5RY4TLtzxj,16s0YTFcyjP4kgFwt7ktrY,Mayday,1536979,"['mandopop', 'taiwan pop']",64,2023-03-29
11922,1Wrgevw8ryE5ygjDBa9f10,6hzeX2ERTNIeQ3QolZk8sW,Jürgen Kaisr,350,['munich electronic'],21,2023-03-29
11924,1YQi8zD886lE4q475JNUro,6dO5K9GKFs1yW4fHZLI3ys,Rifan Kalbuadi,1450,['indonesian lo-fi pop'],22,2023-03-29
11926,1ZwRW2fBF8MwLhopiNeYcJ,1db5TWniHR7iqwXer7AiQ2,Pappo,376020,"['argentine heavy metal', 'argentine rock', 'latin alternative', 'latin metal', 'latin rock', 'rock en espanol', 'rock nacional']",52,2023-03-29
11928,1aDRxKCbcKBHMGqkYOfsGm,7aRWUPJRVa41f5roF2J1AW,Rahim Maarof,25098,"['classic malaysian pop', 'rock kapak']",34,2023-03-29
11929,1aDRxKCbcKBHMGqkYOfsGm,2O8MDsUKNHTgwoodOefHYD,M. Nasir,102824,"['classic malaysian pop', 'keroncong', 'malaysian indie', 'rock kapak']",41,2023-03-29
11932,1eolnFu1ZcVnqiXs9nV7B8,3vRiuQKPUpfmh1ZFr6xsAp,Neila,941,[],21,2023-03-29
11933,1eolnFu1ZcVnqiXs9nV7B8,59HbaJ5E8ud7FNLGqUN1KH,Capella Grey,43092,['pop rap'],58,2023-03-29
11936,1jHBDv0BfjsL89RrTcM0qZ,76qlBev2S8MtsJSHxEgoJ0,vito.,394,[],21,2023-03-29
11939,1lhAPFTdjgW23x0kwISd4s,28Bn2PxtmXD8UbBSM968Fp,Bertrand Chamayou,6474,"['classical piano', 'french classical piano']",55,2023-03-29
11942,1nMTCm7jq5UOUW4tP8JDix,6pOtVlJugMBAdUU8OU1xDe,Ainslie Wills,12754,"['australian indigenous', 'melbourne indie']",46,2023-03-29
11944,1zTNL8iZC0hSw66hbu3uem,4PjY2961rc0MHE9zHYWEnH,9m88,107319,"['chinese indie', 'chinese r&b', 'mandopop', 'taiwan pop']",48,2023-03-29
11945,1zTNL8iZC0hSw66hbu3uem,4F8O7axjzw3z0xVPRG8JFS,DJ Mitsu The Beats,32234,"['ambeat', 'chillhop', 'jazz boom bap']",43,2023-03-29
11948,1zpisJQ31RgBfpZQ3if5xZ,2f6fW5uWhqbEDXDK6IGirN,Abraham Alexander,11883,['fort worth indie'],40,2023-03-29
11952,20MBTOOid2UTtIMpr16BIt,7oOCHAPJjD7IARb5hrzvw9,Pittsburgh Symphony Orchestra,3663,"['american orchestra', 'orchestra']",44,2023-03-29
11956,20yy7wGUByZptk1ww20KIC,1uRMuS0KuwZwFJSYgV0PaW,Eef Barzelay,5623,"['nashville indie', 'stomp and holler']",22,2023-03-29
11958,21yzRHBdz6or7jSJ7Qu7N4,2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper,2267482,"['new wave pop', 'permanent wave', 'soft rock']",71,2023-03-29
11960,25rY5RVLYvQxe924Ej1xSp,08vNN31sWBehxdwHOLpf48,Mycelia,4714,['electronic djent'],16,2023-03-29
11962,2AXigUpz4ycfVS550RH8wI,0vIMq3W8V63uR4Ymgm2pF1,Vanilla Fudge,101053,"['acid rock', 'blues rock', 'proto-metal', 'psychedelic rock']",39,2023-03-29
11964,2DJBHhf5JE1fQfPe7ODWzM,5pjjlQXYjoMFWdjdKOre9s,ASCA,145771,"['anime', 'anime rock', 'j-pixie']",49,2023-03-29
11968,2GblwI1Lhuwxd4bMkENMem,4FVmReIogKhsocFmvBPLAV,No sé a quién matar,2047,[],16,2023-03-29
11970,2IXvJ4KQFzo1TnqMgTk12w,73ncl3RMnT90eLFhZdO2WU,The Suffers,47671,"['funk', 'houston indie']",33,2023-03-29
11973,2Ka83rJxXeZAls9j2ppmUI,5pAFKhoqlYPpCSiTOjh9Bz,Beaux Arts Trio,13295,"['classical', 'classical performance', 'classical piano trio']",34,2023-03-29
11977,2LttX2qhl2Sr3Hhigw6hRs,2hSyEBc9TBb9j38FOCdkIf,Aaron Dessner,7011,[],42,2023-03-29
11982,2NICmaToY1iic3rKy1o1PS,1g5sjKXQTGiui8u0iK4SeV,Eli Hsieh,33190,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",34,2023-03-29
11985,2Q7MG9T0kCEEJmDpaKP4be,1GdMYXxQLiGQCdZZd153HL,Chris Robertson,41,[],12,2023-03-29
11989,2RsU0KuPt9Ueu52QTfwfpN,2JIwwDFzRdGR9YTuxW7bao,Lisa404,4,[],19,2023-03-29
11992,2Ug7RPzySjonBoV0FEzefC,2ODUxmFxJSyvGiimNhMHbO,Johnny Winter,471283,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'texas blues']",47,2023-03-29
11994,2ZZLWOz3YrQfhD8q0OUsdW,0qDZ7wym9Vg843lDKkzmoR,Marcelo Zarvos,5814,"['deep soundtrack', 'latin soundtrack', 'soundtrack']",35,2023-03-29
11996,2ZoFDmNwXTSK3zgOayk63v,7z5ixtgDexP9ffmFvFoRlW,Long John Hunter,4669,"['electric blues', 'texas blues']",23,2023-03-29
11998,2ZoTzn06ENwCGpobFqxW7p,5EovY4LBurcmsfIdpNEtfq,SHN,3085,[],35,2023-03-29
12006,2i1Jm7Ek8A1I7gYGxyq1yf,78rdZWsKiflQNcM4ecLyi8,Assia Keva,668,[],23,2023-03-29
