,id,name,available_markets,total_tracks,genres,popularity
1010,4Wph1w0aGiwRS9fUIEbKeM,"Udenfor (feat. Benny Jamz, Gilli & MellemFingaMuzik)",184,1,[],25
1011,1lhkoUf2SJxdrREtP72HV9,Pure Grinding (iSHi Remix),0,1,[],0
1012,4uZaHeEPBWpLilXGg5sJs1,One Love (New Version),1,16,[],32
1013,4PwEdlLyefmKyh1DoVVG15,Den Anden Side,184,11,[],50
1014,24TAupSNVWSAHL0R7n71vm,Bad 25th Anniversary,184,24,[],76
1015,4Bor9VYBGBUPjMxSQMgsDd,Whine Dat,0,1,[],0
1016,1vdHn1Lv1omA2RIQfCu4bw,Before The Storm,0,11,[],0
1017,0GTx2JSkPKBmByTEw3ZdSB,Ah Yeah So What,2,1,[],39
1018,6NQ2RNksdSKdtnlFOLJo24,Lukas Graham (Blue Album),1,12,[],51
1019,3bj8DN8oaBiGhqW60Hz79Q,Chuck Norris,0,3,[],0
1020,5peIUWUKu5LOriwIsMMiiF,So Good (Japan Special Edition),1,18,[],11
1021,4EgPfZ0IzHjQODIkFmAZzm,Dema Ga Ge Gi Go Gu,0,1,[],0
1022,28xYvlMemVAzCBJdJVNqf9,Soy Peor,0,1,[],0
1023,12yPsAPzZ5584HxpItKBUn,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),170,1,[],70
1024,0iDD0QErcI1y3U7zagsvq0,Sola,0,1,[],0
1025,1eiZlOUfvKbKqj9BNciOLb,Privado - Single,0,2,[],0
1026,1YMqewDkI2INFdVBiHCfR9,"Dembow Max, Vol. 2 - Dominican Dembow Mixes",0,16,[],0
1027,3U49k55Pl8fFgVxDZtPncD,Si Tu Cama Hablara (feat. Cosculluela),0,1,[],0
1028,30KO09USy9DPL29fMYyJFv,Ayer (remix) [feat. Anuel Aa & Farruko],184,1,[],43
1029,6p7PJVKwGIjSKxxr9LM1mZ,Voy Despues,0,1,[],0
1030,4TxYVUplaWuhJrVmW1O5Zt,"Un Polvo (feat. Bad Bunny, Arcángel, Ñengo Flow & De La Ghetto)",184,1,[],60
1031,1NpFJziNNSaoAjwBsDynfI,Vas a Repetirlo,0,1,[],0
1032,6ypQeBFsk96d6PlDi9cyXK,El Rey De Las Dagor,184,13,[],28
1033,4biWFAZRVS3vYAXYIgMjBq,Lo Mejor de Yiyo Sarante,0,9,[],0
1034,4IdAOTV61jzg852j2x5TPN,El Pecado,0,1,[],0
1035,1qA8Q6vn2oYXBwiMb55HTu,Orion,184,26,[],56
1036,3TQNU06kZkQgN54c8l5NwM,47,184,1,[],49
1037,6ypQeBFsk96d6PlDi9cyXK,El Rey De Las Dagor,184,13,[],28
1038,1gDS338ZxD6c3wTXaB9nlN,DM,183,1,[],61
1039,46WJMPJemTeHGy4pB1Kcqo,"Ella y Yo (feat. Farruko, Tempo, Anuel Aa, Almighty & Bryant Myers)",0,1,[],0
1040,0cY8xx8CC8b8E8U7kyiWdA,Con El Permiso De Tus Sentimientos,180,11,[],14
1041,654m2wI8h8JhavgbimLxaL,Me Contagie,0,1,[],0
1042,4cGc9Eeb3Gjff2Aq5ILLEf,Energía,183,15,[],71
1043,3AAGkgJjzqpWk39YLi5gd2,Amenazzy (Deluxe Edition),0,15,[],0
1044,17rTxXQ7ZXcrut54ChU8x7,Merengue Y Sentimiento,0,13,[],0
1045,3eZGxSoh2mOafg2UBKSq4W,"Latina Hits 2017 Maxi Latina Edition : Le meilleur du son Latino: Reggaeton, Kuduro, Salsa, Kizomba, Bachata !",0,50,[],0
1046,5hhiB7CLfUAGLzkHXpnsSw,Caile,0,1,[],0
1047,4AfrZX4KxHMc1oKG53j1Cl,"Clásicos del Merengue Mix, Vol. 1",0,1,[],0
1048,6LakrpmKUlNDRCHvodSoYx,"Hot Salsa 2016 (21 Salsa Latin Hits - Salsa Romantica, Urbana, para Bailar)",184,21,[],31
1049,0jZjS8LjMdzraaJS3fgIyT,La Parranda Fania,0,24,[],0
1050,3lNIRzPUpl9t3JCUUg9c2a,Pa Que Me Dan de Eso,0,1,[],0
1051,1YMqewDkI2INFdVBiHCfR9,"Dembow Max, Vol. 2 - Dominican Dembow Mixes",0,16,[],0
1052,3eYIiRrrWsTWP76NwqrFBd,Porque Te Fuiste Dulce Amor,170,1,[],24
1053,3mgVPsqlzLEfhMrOKOBvc3,On-Trap,0,7,[],0
1054,1YMqewDkI2INFdVBiHCfR9,"Dembow Max, Vol. 2 - Dominican Dembow Mixes",0,16,[],0
1055,4Ol9bHo4EgmW7IOoUcxJrQ,"Dembow Max, Vol. 3",0,15,[],0
1056,0BcspqaDGksQoDQkKSGCdO,Mis Favoritas,183,14,[],34
1057,4l48f0UKvKCq2CLVHJpVFN,Ay Mami (feat. Bryant Myers),0,1,[],0
1058,3cMo2iLBxQufPHxVaomzDQ,En Que País,0,1,[],0
1059,6EWK1pKxXg5lwwdhrC1KUJ,Enamorándonos,0,1,[],0
1060,25jhRxoxpFCEs7xtNWwwgg,El Plan,0,13,[],0
1061,0YLrAWUbY0nyM7PFtqnYld,Primera Cita,183,14,[],69
1062,5N6P3Eh36VTePIz2g2n3Pu,The King Is Back,46,7,[],55
1063,0Lh6oK20QgKQ1CcpXuBsFl,"Te Viví (feat. Maluma, Elvis Crespo & J.D.B)",184,1,[],36
1064,0YLrAWUbY0nyM7PFtqnYld,Primera Cita,183,14,[],69
1065,5REmnwShe1Yyr3j0oGgeZi,Te Encontre,0,14,[],0
1066,74fy5zuNj3AIgj0JiPeNbV,Me Quema,0,1,[],0
1067,1JC3ERnrCgQP7wEMQW4DbX,+Conexión,0,18,[],0
1068,6n2mF7q1bKPlicecPQbYwS,Ando buscando (feat. Piso 21),184,1,[],42
1069,0uMIzWh1uEpHEBell4rlF8,Cloud Nine,183,15,[],75
1070,4zSciuZAP6VSp3AANZ9adT,Latina Sabrosa,0,1,[],0
1071,0uMIzWh1uEpHEBell4rlF8,Cloud Nine,183,15,[],75
1072,4P7zK6is5Avakf5mhwy851,Ella Es Mi Fiesta (feat. Maluma) [Remix],184,1,[],47
1073,3McdZ8buIADVgnU2ZlJM6G,The King Is Back (#LatinIBIZAte),0,14,[],0
1074,2elZMBHIaRDhsbwWHgF015,Fiesta Cumbiambera,180,10,[],44
1075,6rqBG2zNOkfcfrn6O6Z9Rc,20 Anos de Exitos,0,22,[],0
1076,57BIbqrh02BScPM2tKS5mD,Cómo Te Voy a Olvidar ¡Edición de Súper Lujo!,0,19,[],0
1077,5CRiM1I3dqjauj3raUueBA,"Su Majestad, Festival Navideno",184,10,[],28
1078,6ZdrV1bkT4HDvQvVtHWvSg,Puro Vallenato,180,12,[],40
1079,5JeQWHYy1lO4MwbG2t8Rov,18 Exitos de Los Hermanos Flores,184,18,[],42
1080,6rqBG2zNOkfcfrn6O6Z9Rc,20 Anos de Exitos,0,22,[],0
1081,5JeQWHYy1lO4MwbG2t8Rov,18 Exitos de Los Hermanos Flores,184,18,[],42
1082,6hmaqsQ40vmdt03qqR3bZi,Rooftop,184,1,[],31
1083,483zddeN5I8vw0BR7gmOOn,Hukutaan,184,1,[],14
1084,1uKxwmOut84jiirBMBnUVz,Loistat Pimeäs,182,1,[],25
1085,5Ta2q9XeaKGxMFfoj7flJf,Sinuhe,184,1,[],29
1086,5NjYJLDDPFzN26y5nZtK1N,Pisamat,182,1,[],22
1087,3xTjv8BYqGpK61oHV1tVWE,Hulluuden Highway,184,12,[],45
1088,3wUUI1bi6KpUNg3fntPsdc,Mist sä tuut EP,184,4,[],34
1089,1dX6OOKIiNtudU9DQdyYSi,Lujaa (feat. Pete Parkkonen),184,1,[],11
1090,2eV6DIPDnGl1idcjww6xyX,This Is Acting (Deluxe Version),171,19,[],80
1091,4rKgNFgbQLKKyAJ1WPyQ6u,Revolveri (Luokkakokous 2 - Polttarit),184,1,[],25
1092,1o2qdnFGjmGJEXMWIu8Eiy,Vilmasen Iinan bileet,184,1,[],10
1093,7jWPap5I18OOEdL4hWumBQ,Saturnus,182,1,[],21
1094,0EZVKQAF2bDpqgnuTvUzEY,Enemmän kuin valmis,184,1,[],12
1095,1kFNGex3bgoAPncgMCcFID,Lumi Teki Enkelin Eteiseen (Vain Elämää Kausi 5),182,1,[],30
1096,6JoLWEptpkj3AciaBzz2Su,TOP 10,0,10,[],0
1097,3Fvtxjvgs5oK0Hq2DN5IOu,Ei Mitään Jiitä,182,2,[],17
1098,1D9n5Ff8prsm56x9Oa9Udk,24K,184,10,[],43
1099,3PD4LZD3hYnJBQ8r6Y5fMG,Parvekkeella,184,1,[],21
1100,6ntsjZ5UMaT9ZGsaUzEPNu,Blue (Da Ba Dee) [Sound of Legend Edit],0,1,[],0
1101,2LhaUZJDlA45vUEn5i4U0Y,Panomies,182,1,[],31
1102,7gt33kmeTipJ1ORCfVFJuq,Vikat hitaat (feat. Mäkki),183,1,[],13
1103,0bwdznBmNAcxavX9df31qW,Läikkyy,184,1,[],25
1104,01wnD82mnGkiC1Jdtv7dIj,Murhaaja,184,1,[],18
1105,1D9n5Ff8prsm56x9Oa9Udk,24K,184,10,[],43
1106,2XXp9mYjYmojDoGAcfG2D8,Circus,184,11,[],50
1107,2XXp9mYjYmojDoGAcfG2D8,Circus,184,11,[],50
1108,6Sr4MNkCahSb1HgAJaQWZq,Karma,8,1,[],28
1109,1D9n5Ff8prsm56x9Oa9Udk,24K,184,10,[],43
1110,1t9JH5ZhkNZm2VaQc1EMUn,Peruskallio,184,1,[],20
1111,7KbjIQnJ1zdEJGXiKMBE6e,Pannaan Suomi Kuntoon,182,1,[],33
1112,1Zx6djdveDkq0CBg3qUZ6N,Beast,184,1,[],37
1113,4mbD4KGZIId9D0YKg1wdwQ,Hehkuu,184,1,[],33
1114,5dL7FvOuByB9Sf5hmUHuqu,Ufoja,183,10,[],37
1115,5pa5oXVccFgzE4uoAqBoIB,Pelkkii Voittoi,182,1,[],13
1116,4YWOoI3Fy2Mv2COZMiYN00,Routine,184,2,[],48
1117,230D6Y3WQphA9YvjGCQGKK,Carribbean Rave,0,2,[],0
1118,1c3o3xkwHMjv8lJrRAWtfP,Villi lapsi,184,10,[],41
1119,3N5EjoitvjpUgOc4iCoOMU,Made Of Stone,0,1,[],0
1120,5W8DnyPsJA8yrb8669JAfT,Sinun naisesi,184,9,[],38
1121,4iYChO65g2rGQBHeVq3v5Q,Bujaka (feat. Sharon),184,1,[],11
1122,42iiXCoR0hFklukrtEpbvM,Etsi mut,184,1,[],13
1123,0W6x7Gz1v2pxQ5IJbyQNfj,SANNI,184,12,[],37
1124,1WEaaZcLgG9tKSVGCJwj5u,Söpö,182,1,[],28
1125,4KDdyrYoTLq9CBfTYXea7L,Kipua (Vain elämää kausi 5),184,1,[],30
1126,0ASrNTyRbdNErtHz9UCwpk,Menee tunteisiin,184,1,[],13
1127,5gVA0Y6BYyJf6mYFOOJGjz,Pauhaava Sydän,182,1,[],24
1128,4afD4E3tM9PVaexq5JS8AP,TOP 10,0,10,[],0
1129,1e3zayDNgyBMNOuVNBLwvN,All Good Everything,184,1,[],29
1130,0W6x7Gz1v2pxQ5IJbyQNfj,SANNI,184,12,[],37
1131,6JoLWEptpkj3AciaBzz2Su,TOP 10,0,10,[],0
1132,0dZ20d7hvJIcow5ZssunMt,Ettei Nyt Vaan Sattuis Mitään,182,1,[],21
1133,6mAcI7mmPu5f1ExjRV134N,Jotain Aitoo,182,1,[],19
1134,3wUUI1bi6KpUNg3fntPsdc,Mist sä tuut EP,184,4,[],34
1135,10xsYVDNGT4ARmzimmcMFo,Bandida,182,1,[],31
1136,3j7U8jRrajXXg8odpBNqrU,Limudisko,5,1,[],9
1137,3bnsdWofMYkr5oa3YLLn15,Lemmikki,182,1,[],25
1138,3wUUI1bi6KpUNg3fntPsdc,Mist sä tuut EP,184,4,[],34
1139,0kDmSozsP5KCeLvbaL1BTD,En kommentoi (Deluxe Version),184,13,[],33
1140,0fw3EZhj5OyklwF03P6Yyz,Plug,0,1,[],0
1141,0DMbvMw9KAqY1toGhuJ0xl,Tyhjässä Huoneessa (Vain Elämää Kausi 5),182,1,[],21
1142,7jBjixUmR6iWOAMujLYJCp,Hakuammuntaa,184,1,[],23
1143,2UsXjkI4gjdjT5bXxjfugL,En kommentoi,181,10,[],42
1144,3MiNLmsE0t5AChsnit7Ylt,Originaali,0,1,[],0
1145,1UlfYzHcTitxTAbcCyBEqh,Chilii (feat. SINI YASEMIN),5,1,[],30
1146,6DirSzhm1GEc5bc7gI4MYN,Kauniin kääntöpiiri,184,10,[],29
1147,2XXp9mYjYmojDoGAcfG2D8,Circus,184,11,[],50
1148,1D9n5Ff8prsm56x9Oa9Udk,24K,184,10,[],43
1149,1LHhYz7CLw2IylyfJKnuyZ,TOP 10,0,10,[],0
1150,2kjX1WsmQla3Nz5wY3H6HO,Muistikuvien Vanki / Takas,182,2,[],26
1151,6COrWAKgHLAz82sAqjvkN1,Elastinen Feat.,184,10,[],34
1152,1kPMaHIlZOhGoPaKn4B1Te,Sinulle mutsi,184,1,[],12
1153,1c3o3xkwHMjv8lJrRAWtfP,Villi lapsi,184,10,[],41
1154,2Fvutjt7hQON8IoKD2zetB,Pohjanmaan kautta,183,1,[],20
1155,5BH71KYM1QsoYLR5QctuCl,Sun takii,184,1,[],8
1156,6COrWAKgHLAz82sAqjvkN1,Elastinen Feat.,184,10,[],34
1157,3bxxAPQBX5VBSTL8LAo3ci,Suudellaan (Vain elämää kausi 5),184,1,[],21
1158,72tLZXFHPTpHcqM0h53vqv,Faijas (feat. Lucas),184,1,[],14
1159,2PAg1GcTsVWJUnCNqbbqIr,Polte (Vain elämää kausi 5),184,1,[],22
1160,0W6x7Gz1v2pxQ5IJbyQNfj,SANNI,184,12,[],37
1161,0m7VDexFvDJ3YJhu9RlVlz,Party Till We Die (Radio Edit),0,1,[],1
1162,1PSnYszwSoBgXW9dn1o8rR,Itket turhaan,0,1,[],0
1163,04F6O4STIiA825CfPjGsg6,Snadi,184,1,[],19
1164,2tShA8neDBPFY0Bc06qEpx,247365,184,10,[],44
1165,2S4RVF6z1nFKoQm8EDWZEY,Surusilmäinen Kauneus,184,10,[],38
1166,0AnY3dM6l3JkFRXRnZ8gnO,Voitolla yöhön,163,15,[],46
1167,2vyDut3ecTqb1GYssc9fRE,Anna Mä Puhallan,182,1,[],20
1168,5Z3Aocl82buDf5VxnvuEiq,Katkeran Laulu,184,9,[],29
1169,73o3ioiQiT9oGTcHZU6bQJ,Antaudun,0,10,[],0
1170,2op7meyaNDLz6JsjA9CGM9,En Tiiä Sun Nimee,181,1,[],25
1171,0OnRMYfe2iXeOp4mUgcxwU,Versus,181,16,[],41
1172,2AzuS3fvPvET598VapjK35,Pakastin,182,1,[],25
1173,3gujEKX1HxZdW8Bx5WLU7v,Lights Out (Too Drunk) [feat. Hayla],183,1,[],35
1174,7LY7KOEc4eiBcKzBsfD3Et,Huomisen Huolia,182,1,[],27
1175,0urDX8WbawJ3J1Jp96KDVJ,UFO (feat. Solamay),184,1,[],27
1176,0HC4r0QYKYb4yrDUDZDhmG,Madafakin levy,184,10,[],34
1177,2HZaxRXZGPwpoEFCAaKVqJ,Russian Roulette,150,1,[],43
1178,4SwFldya1dadm9DI3eJHgY,Valitsemaanne numeroon (feat. Vesta),0,1,[],0
1179,714R4CUi8fglLbt9u5CUPO,Vesala,184,10,[],45
1180,5NbQ5pw4mElsw5FtsHOC6r,Isol kirkol,184,1,[],21
1181,2UsXjkI4gjdjT5bXxjfugL,En kommentoi,181,10,[],42
1182,4rsGRJVwUbWgkWZgT7AD0E,After Midnight (feat. Emily Zeck),184,1,[],28
1183,2NPIPGDlGWjqmXxD6lPDmm,Crackstreetboys,184,6,[],35
1184,2ePfdkcGUHX4HLeqgfQ5Ui,IV,184,12,[],35
1185,4EmufG2l0n2OvojynuqH7D,Mona Lisa,182,1,[],20
1186,7iQXsTSMfRhjimlsxCoNqe,Pelkkää lovee (feat. Nikke Ankara & Kube),184,1,[],12
1187,156Qdu1Qxqy9nwEeA5UBz7,Suomalainen Mies,182,1,[],28
1188,3wUUI1bi6KpUNg3fntPsdc,Mist sä tuut EP,184,4,[],34
1189,2tShA8neDBPFY0Bc06qEpx,247365,184,10,[],44
1190,7mXuMgU7Wl2iDCZOaK6Mrl,Suoraa inee (feat. Kettu),184,1,[],9
1191,2ZVrMEzkhTZOauEFPnfyUi,Okou Gnakouri,0,15,[],0
1192,1rpcWt8945aXwKEeVfkq2r,Lordly (feat. Alex Aiono),169,1,[],45
1193,7deXedmCoKuHEZw6bSFqjV,Bluesky,0,13,[],0
1194,4rcfni0gzQ965wzaDFKx5H,A la folie,0,11,[],0
1195,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1196,29SamSlGtFHK8gMlHxm9ef,Premier étage,184,18,[],53
1197,1PeObz1EYSZFjTC2pEXMuO,Deo Favente,183,16,[],55
1198,74huFwNrrHwLM2gwOaYRgL,Yuri,0,14,[],0
1199,4YdMS0CiZ3Il1tCQfi4E2E,L'ovni,184,23,[],60
1200,6PEYvIrLYHJ8BvpE5uUChz,Hundred Miles,0,1,[],0
1201,2ZVrMEzkhTZOauEFPnfyUi,Okou Gnakouri,0,15,[],0
1202,1eSqgoju5A1YcdwPm7ghrZ,Where Is l'album de Gradur,0,16,[],0
1203,3jTg4M1B2uqVmJAXmKOB2Y,Cyborg,0,14,[],0
1204,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1205,3jTg4M1B2uqVmJAXmKOB2Y,Cyborg,0,14,[],0
1206,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1207,3jTg4M1B2uqVmJAXmKOB2Y,Cyborg,0,14,[],0
1208,5CaOs4jZnKs70jLmQYce7j,À contrecoeur (Mon coeur avait raison) [Réédition],184,20,[],60
1209,0SzW2TGB5q2fvRAIw9649j,MHD,0,15,[],0
1210,4YdMS0CiZ3Il1tCQfi4E2E,L'ovni,184,23,[],60
1211,22MgjjCdxCVkBuxqRi81gs,Bailar (feat. Pitbull & Elvis Crespo),154,1,[],50
1212,2ZVrMEzkhTZOauEFPnfyUi,Okou Gnakouri,0,15,[],0
1213,3jTg4M1B2uqVmJAXmKOB2Y,Cyborg,0,14,[],0
1214,3jTg4M1B2uqVmJAXmKOB2Y,Cyborg,0,14,[],0
1215,4tYyNNlbRGlS6FNphD8mur,Mon coeur avait raison,162,25,[],66
1216,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1217,1gKfmHEnAa7oMb1g46tGYf,Nique le casino,3,13,[],45
1218,3vFbnDJXtwP5SaLrFgn0GC,White Tiger,184,1,[],51
1219,2ZVrMEzkhTZOauEFPnfyUi,Okou Gnakouri,0,15,[],0
1220,6OL68J5ZRlWyOpO7lEbn7s,"Dear Misfortune, Mother of Joy - EP",183,5,[],54
1221,2KvyDaE0buWzzR8S4gCSsz,M.I.L.S,183,14,[],63
1222,3jTg4M1B2uqVmJAXmKOB2Y,Cyborg,0,14,[],0
1223,4YdMS0CiZ3Il1tCQfi4E2E,L'ovni,184,23,[],60
1224,6jnZT7krckxCFer0Oz2JbB,L'Everest,0,13,[],0
1225,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1226,6bypGvuamPBfFvGozZNkRT,Fantôme,0,15,[],0
1227,3jTg4M1B2uqVmJAXmKOB2Y,Cyborg,0,14,[],0
1228,6jnZT7krckxCFer0Oz2JbB,L'Everest,0,13,[],0
1229,4YdMS0CiZ3Il1tCQfi4E2E,L'ovni,184,23,[],60
1230,2ZVrMEzkhTZOauEFPnfyUi,Okou Gnakouri,0,15,[],0
1231,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1232,45YXrJApDqC6eife1P39Dd,Avenue de St Antoine,0,15,[],0
1233,4YdMS0CiZ3Il1tCQfi4E2E,L'ovni,184,23,[],60
1234,0uY60h8pVC4neSzhbXESr3,Commando,0,1,[],0
1235,2PJhBlx84U7KxU0lihhak2,Paris c'est loin,0,1,[],0
1236,3sb3TaTkw7pdVD2V5cSBGi,Vianney,0,11,[],0
1237,3jTg4M1B2uqVmJAXmKOB2Y,Cyborg,0,14,[],0
1238,3jTg4M1B2uqVmJAXmKOB2Y,Cyborg,0,14,[],0
1239,05lfVUex7wEX3E7KV1LREx,Dieu bénisse Supersound,184,8,[],44
1240,6DmQHWdj773cX8RC5cX4Eg,Jolie garce,0,13,[],0
1241,4W0JcWMubHSv9WIlANwEZx,Nero nemesis,0,13,[],0
1242,5M31iLPzYuYxkpSO5tBOMN,HERE,182,18,[],45
1243,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1244,1gKfmHEnAa7oMb1g46tGYf,Nique le casino,3,13,[],45
1245,72FVRkBwhHTKSYfgbwm7Jp,Blind (Remixes),1,9,[],16
1246,4YdMS0CiZ3Il1tCQfi4E2E,L'ovni,184,23,[],60
1247,66lmXgvva1XnFrwOPdkMsj,Animal,0,17,[],0
1248,5cp5WFHYxfqDApzdYGMKU2,Émotions,184,20,[],61
1249,46TOb7HJbY9QYlnAWowaMi,Karma,1,12,[],34
1250,7dNhORh0P5HiyxTEueUVlX,L'aventurier,0,7,[],0
1251,7bpWEp24oHgUs08ImjakfU,Listen Again,183,46,[],59
1252,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1253,4mYX05ORiT6GX90lJTrrjp,Tokooos,3,18,[],43
1254,3bLDqI7myTFFUSjWuW8hT2,R.A.S,0,10,[],0
1255,1eSqgoju5A1YcdwPm7ghrZ,Where Is l'album de Gradur,0,16,[],0
1256,1RrXkWJPDqx6W8ZsJTXYAb,Batterie faible,0,12,[],0
1257,3XAyEMflBDI6eDhnKikvbd,Cheese,0,12,[],0
1258,1fJDHcBtTHl2dIpX1D3aoi,CD STory,0,17,[],0
1259,4YdMS0CiZ3Il1tCQfi4E2E,L'ovni,184,23,[],60
1260,2ePFIvZKMe8zefATp9ofFA,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],184,1,[],74
1261,2S12TNfqdnUFdTfYlE96tb,Zanaka,176,10,[],59
1262,73MrPCP8GZueeGeVlvpZST,A Little Bit Of Mambo,0,13,[],0
1263,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1264,29SamSlGtFHK8gMlHxm9ef,Premier étage,184,18,[],53
1265,2eEnzl61veDi3zQylslIap,Wounded Rhymes,6,11,[],55
1266,0SzW2TGB5q2fvRAIw9649j,MHD,0,15,[],0
1267,2g1EakEaW7fPTZC6vBmBCn,Talk That Talk,131,11,[],80
1268,44W9VWwamOCncBJtzbMUkk,My Type,1,6,[],32
1269,4YdMS0CiZ3Il1tCQfi4E2E,L'ovni,184,23,[],60
1270,0u6SIvQevCy36FtmbwlUfV,On s'promet,0,15,[],0
1271,1ciAVKFdlpLi2eGDlXv6Bo,Unapologetic (Deluxe),79,17,[],67
1272,6iFthgEkuZIyfXBg9ihKpX,Les autres,0,18,[],0
1273,1fJDHcBtTHl2dIpX1D3aoi,CD STory,0,17,[],0
1274,5KbSOGYUOgDnva9JwYUibW,Feu,0,18,[],0
1275,0YbtL3nFsT94O2FmCOvVLt,Les lacs du Connemara,1,9,[],24
1276,3pzQF7YgU1f66pBayA8uHv,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),0,1,[],41
1277,3ROfBX6lJLnCmaw1NrP5K9,I AM...SASHA FIERCE - Platinum Edition,145,20,[],73
1278,67tshrySLtG6mFqKjSNQbr,MRC,0,16,[],0
1279,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1280,6j0ZbLhJ0uyREyXoz0KtON,Clandestino,184,17,[],54
1281,277QFZT9vIVdBxx7fiMmC4,E.L.E.P.H.A.N.T,0,1,[],0
1282,0OrjrvwmdJ82zYJpJ46lUs,Le monde Chico,184,17,[],69
1283,0hqrAd9SsmyfT2hYPZ6kWF,La dictature,184,14,[],56
1284,6ZxOGcTgojR1pByzfVV0G7,Our Own House,0,12,[],0
1285,30VI9kJrbCWDucoAOiso3x,Anarchie,0,13,[],0
1286,74huFwNrrHwLM2gwOaYRgL,Yuri,0,14,[],0
1287,1snrPQMoTrBsKl73wzSxbn,Hands All Over (Revised International Standard version),159,14,[],74
1288,364wBf3b5hKbH0NigrUGuj,Claudio Capéo,0,13,[],0
1289,54aUxRbkzmLDakNIh7BWlX,Stop Us,0,5,[],0
1290,4WW3ME0M2dUoAK5hmbXsN7,racine carrée,0,13,[],0
1291,0fBcGOxa5aFx5MAOYaQ4XU,Éternel insatisfait,184,20,[],49
1292,5RMK3fHvBHJe4GcK3HU557,1er Gaou,0,15,[],0
1293,3mGbYjpwZAseVYLmQakxcL,Klr,184,20,[],49
1294,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,184,16,[],74
1295,1GLuRypvuKhT2dZfUHmdKS,Mikrokosmos,0,15,[],0
1296,7ANHeNj3YsLxWumtX2O51y,Rumble in the Jungle,0,14,[],0
1297,3OcSeyRY03jcx4tAzIkAPo,Patte fließt,0,1,[],5
1298,4pGLsC2PdF12QvfM3LBffN,Tannen aus Plastik,11,10,[],59
1299,0LRp6zGzCjKshI2cxREBMU,Johnny Däpp,0,1,[],0
1300,5OOXG5EEfbm8iKOS15xe7O,187 Allstars - EP,181,10,[],55
1301,4Y17P7EwESVpNc1qR8ZQJl,Safari,11,10,[],58
1302,4pGLsC2PdF12QvfM3LBffN,Tannen aus Plastik,11,10,[],59
1303,5OOXG5EEfbm8iKOS15xe7O,187 Allstars - EP,181,10,[],55
1304,1L8yTtYjg4JhfN7Aa6bqmN,Palmen aus Plastik,11,30,[],69
1305,5OOXG5EEfbm8iKOS15xe7O,187 Allstars - EP,181,10,[],55
1306,0pM2ySKDqA3hkoW3SKDx2W,Haramstufe Rot,0,20,[],0
1307,54vbD17F1t5q3yHkj1cX37,Europop,184,19,[],69
1308,4AgBkJhYSaPEyRr2rAIbxU,Kartell,0,1,[],5
1309,3ruxxNJfKwSeghjqG6JL3y,10 Jahre Alligatoah,0,20,[],17
1310,59au6R9MrAnKMxeS49LUOu,Fast Life,0,7,[],16
1311,0UWZu73ycYwl6CfSKO9kjq,"Der Junge, der rennt",0,13,[],0
1312,1L8yTtYjg4JhfN7Aa6bqmN,Palmen aus Plastik,11,30,[],69
1313,5OOXG5EEfbm8iKOS15xe7O,187 Allstars - EP,181,10,[],55
1314,5Hefroewxjp5s8i4CCmPGP,Alles nix konkretes,0,12,[],0
1315,5daH8iwvl59rDhYWg1iEgf,Das goldene Album,184,15,[],52
1316,2IXp0fxjlIKXnWsSDyRxYP,Imperator (Deluxe Edition),3,36,[],51
1317,3gj5MfnW3Oud8Ji1n7Tops,Gangsta's Paradise,0,17,[],0
1318,6fALhKIkMtOPyDi2Ed39in,Euphoria,0,14,[],0
1319,1L8yTtYjg4JhfN7Aa6bqmN,Palmen aus Plastik,11,30,[],69
1320,2IXp0fxjlIKXnWsSDyRxYP,Imperator (Deluxe Edition),3,36,[],51
1321,7uclLfIIEvq0Bz46QP6FWY,Hurra die Welt geht unter,184,13,[],61
1322,1OPidZ5PevjSvOX2x41qXN,Abstand,184,32,[],52
1323,1L8yTtYjg4JhfN7Aa6bqmN,Palmen aus Plastik,11,30,[],69
1324,4Y17P7EwESVpNc1qR8ZQJl,Safari,11,10,[],58
1325,1OPidZ5PevjSvOX2x41qXN,Abstand,184,32,[],52
1326,5VL90afs1EsezktD44XMIN,Que Bendición,184,13,[],73
1327,5VL90afs1EsezktD44XMIN,Que Bendición,184,13,[],73
1328,3cwMyqMeTxBd26z6AjKGdv,Una Lluvia De Rosas,18,10,[],71
1329,5VL90afs1EsezktD44XMIN,Que Bendición,184,13,[],73
