,track_id,album_id,artists_id
55,5jMvnSyOgGY8JpvHqeyVOg,5QcyFFfTjCqvhVUO9Dl8pf,['5KQX0Ui06LVm6PApyicRFK']
56,4Hf7WnR761jpxPr5D46Bcd,6FLZDJq4UuwqcaQlI4XCP1,['7n2wHs1TKAczGzO7Dd2rGr']
57,5OqaLWo9WbNPWDilrwNwzt,7ckMlm5rjlkfnZXMhrovpO,['4GepMkTgrIZECoCC55vqjW']
58,3iS4VBJ3Bg1HyL3e6WNpgi,7yF3GHp1G6hH2IUW6FEp3n,['27Yc5RzJf27tJfqezJnHY1']
59,347TStOSY6IOqMB84Rpxwk,0yLhNN1wvArT1xOU9Y8s4S,['4GepMkTgrIZECoCC55vqjW']
60,3tddzXTgneWrkV2cYNUBZe,2mDUQf0t9BfK4niWwr3Mdx,['3ucYybVr1mTuB04HtoBDCc']
61,1iEwyiSLAunPR6uouANE0O,3PomvFR694SrCSZzDWMWV7,['1r4hJ1h58CWwUQe3MxPuau']
62,2webQDZmtGioeu3zUUi9We,2qhGgR8LZ3Z9B1OMuOtxmp,"['07YUOmWljBTXwIseAUd9TW', '00me4Ke1LsvMxt5kydlMyU', '5DUlefCLzVRzNWaNURTFpK']"
63,0YFoSD5VhoVrRbrnFERpVM,5QcyFFfTjCqvhVUO9Dl8pf,['5KQX0Ui06LVm6PApyicRFK']
64,4QsPTKvdpgkA7mBAvclZTa,09WdxV5i6Ko62nK9r5gALI,"['1r4hJ1h58CWwUQe3MxPuau', '0eHQ9o50hj6ZDNBt6Ys1sD']"
65,4Kzk0koKwzCMiIx4rAqCZp,5u9w3PGTEyH9t7S62oIPhw,['4GepMkTgrIZECoCC55vqjW']
66,1A3yLIqelu1D7MCtw06Cu7,3cz9fxBXppuImbufikGk2D,['4PdggFNYwGfjRfkdG5OfES']
67,4UHZMWgKDjJ1zS0t6f6qPv,2RFmwlATPy1lvg5WrAwm8A,"['1aOhJVEGjCbYJLYPCitGdm', '4QNMLh1xe3s8AiMYQE4cAD']"
68,00i0O74dXdaKKdCrqHnfXm,375cUd86z58eqXN2yW3Do9,"['7slfeZO9LsJbWgpkIoXBUJ', '3IzFiozYX6N0Qoz0drX8w8']"
69,5N8nNuTmIzkZOfcxXlygUw,2LYwooMTH1iJeBvWyXXWUf,['1vyhD5VmyZ7KMfW5gqLgo5']
70,78rIJddV4X0HkNAInEcYde,4pZbAcipxqdFcwjiFkuwes,"['02A3cEvlLLCbIMVDrK2GHV', '33JQK4UoS2aMPYBfdB5Ftt']"
71,7qCAVkHWZkF44OzOUKf8Cr,2dBgWXp41imu2zBNv9oFxZ,"['1SupJlEpv7RS2tPNRaHViT', '7qG3b048QCHVRO5Pv1T5lw']"
72,0ZzVPCGdkpKcxAzMNDD5UZ,1P2btVGfdXQYnOrZKCglpN,['4GepMkTgrIZECoCC55vqjW']
73,07GOnZWIiHWjLzUsaTv5yO,7f1X8Ks2QxRFtAvOPYK14E,['3ZAenYCCcWR3HrS2JQ0PdD']
74,4PdJSsESm34djLfBde9Pr2,1o9FV0S0KY1kqmYsacy4j8,"['1Cs0zKBU1kc0i8ypK3B9ai', '4Wjf8diP59VmPG7fi4y724', '2qSEpijpT3YSXgxcXac1ly']"
75,5GXAXm5YOmYT0kL5jHvYBt,4AdZV63ycxFLF6Hcol0QnB,"['1Xyo4u8uXC1ZmMpatF05PJ', '4tZwfgrHOc3mvqYlEYSvVi']"
76,772io14jrMTxGJbijtDccQ,6w1DnZpr9NFdjd0w3kxRno,"['1ackd5XprZEkH3McKbQD51', '4ugGMtXC28CVR5hlYJy9wV']"
77,3LNZSTiwQYL7BnTfHvIOII,1g4pk2xu9KBJXTdtOwaO4C,['0CBKUzrf6yGdTgxAQbUUHS']
78,6041gM9Th1ViQcnzkIxnuv,0MB7Wln3Ojj44qEBJIeS2u,"['1i8SpTcr7yvPOmcqrbnVXY', '00me4Ke1LsvMxt5kydlMyU', '2wYOpkTJZGByNEOjEnSmoW']"
79,3EmmCZoqpWOTY1g2GBwJoR,6NomK9f7zRLOuScvAyI1XX,"['77AiFEVeAVj2ORpC85QVJs', '57WHJIHrjOE3iAxpihhMnp']"
80,4pLwZjInHj3SimIyN9SnOz,4lVR2fg3DAUQpGVJ6DciHW,"['66CXWjxzNUsdJxJ2JdwvnR', '0hCNtLu0JehylgoiP8L4Gh']"
81,4OaTpLJIa2harufGxfOPUu,3ji48bhsJZh2N2hWFjsVcM,"['3HPOnbuwLP2qlwWQ7cgxYW', '7oCLjINIMWifuknBBsg3CO']"
82,2rrWhFrcSZcZQ2SDKPGKQ6,0yLhNN1wvArT1xOU9Y8s4S,['4GepMkTgrIZECoCC55vqjW']
83,59iNA6gwthoTJ6IgpBGGHW,3vKCCBYeYS6oE1gYSNlU5L,"['5WUlDfRSoLAfcVSX1WnrxN', '1SupJlEpv7RS2tPNRaHViT']"
84,0FVuUna31PTRmWGLs8W1o4,1q5McGPHaKrkksCbFYFzdA,"['288dJOiQmxw6pTZ6fqpbiQ', '0WnP62TjkFfRrt52yE8zcX']"
85,27SdWb2rFzO6GWiYDBTD9j,77jAfTh3KH9K2reMOmTgOh,['5WUlDfRSoLAfcVSX1WnrxN']
86,4tCtwWceOPWzenK2HAIJSb,0pF0oyuPNdOObniB1Ng0kW,"['1l8Fu6IkuTP0U5QetQJ5Xt', '7c0XG5cIJTrrAgEC3ULPiq']"
87,68EMU2RD1ECNeOeJ5qAXCV,6E0p38TjcK490itZ1Ns7bD,"['6VuMaDnrHyPL1p4EHjYLi7', '0C8ZW7ezQVs4URX5aX7Kqx']"
88,2FrnTVSHjgnEylKGdHRUK1,5wtK6rD6OVbGxxiQ7gzgfD,"['1i8SpTcr7yvPOmcqrbnVXY', '4q3ewBCX7sLwd24euuV69X', '329e4yvIujISKGKz1BZZbO', '4SsVbpTthjScTS7U2hmr1X', '12vb80Km0Ew53ABfJOepVz', '64aJYyrXljOodnUG6jvhRD', '1WoYfDQf78hGBPBn9vA4zQ']"
89,16rQTTMtbn0ODLyflr0O6Q,5dpzYigmd97HcZOxWMpv9h,['6HTUcOExehqydqa7C3usAa']
90,6sMPwcpYtxm1mlgYbp1B0t,2oygVM25oyhOD01iz2xDzh,"['4fCRFHEQgjqakvFgQCliMp', '329e4yvIujISKGKz1BZZbO']"
91,4efQTJSX6Jca1hHZNi74Zd,4zmEH94wVvV6xy2NwRTHYL,"['3smfreCkyJt7bShaTYpG77', '7tU1VKOuxiNZwBZC6RHidA']"
92,3HoTiqEEY2SmTeq1XGINo3,3HZYz8zwaylv9XeIIlLzAX,['27Yc5RzJf27tJfqezJnHY1']
93,0o221VNm4azkzYYLtxDGgV,60Adui8Ta0HZRcgukpoab6,['1qoJTYkRvsRJMTOxnUnpNW']
