,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,audio_features,6mICuAdrwEjh6Y6lroV2Kg,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,https://api.spotify.com/v1/tracks/6mICuAdrwEjh6Y6lroV2Kg,https://api.spotify.com/v1/audio-analysis/6mICuAdrwEjh6Y6lroV2Kg,195840,4
1,0.663,0.92,11,-4.07,0,0.226,0.00431,1.69e-05,0.101,0.533,99.935,audio_features,7DM4BPaS7uofFul3ywMe46,spotify:track:7DM4BPaS7uofFul3ywMe46,https://api.spotify.com/v1/tracks/7DM4BPaS7uofFul3ywMe46,https://api.spotify.com/v1/audio-analysis/7DM4BPaS7uofFul3ywMe46,259196,4
2,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,audio_features,3AEZUABDXNtecAOSC1qTfo,spotify:track:3AEZUABDXNtecAOSC1qTfo,https://api.spotify.com/v1/tracks/3AEZUABDXNtecAOSC1qTfo,https://api.spotify.com/v1/audio-analysis/3AEZUABDXNtecAOSC1qTfo,222560,4
3,0.508,0.687,0,-4.361,1,0.326,0.551,3.41e-06,0.126,0.555,180.044,audio_features,6rQSrBHf7HlZjtcMZ4S4bO,spotify:track:6rQSrBHf7HlZjtcMZ4S4bO,https://api.spotify.com/v1/tracks/6rQSrBHf7HlZjtcMZ4S4bO,https://api.spotify.com/v1/audio-analysis/6rQSrBHf7HlZjtcMZ4S4bO,205600,4
4,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,audio_features,58IL315gMSTD37DOZPJ2hf,spotify:track:58IL315gMSTD37DOZPJ2hf,https://api.spotify.com/v1/tracks/58IL315gMSTD37DOZPJ2hf,https://api.spotify.com/v1/audio-analysis/58IL315gMSTD37DOZPJ2hf,234320,4
5,0.776,0.669,11,-4.933,1,0.0638,0.142,0.0,0.219,0.661,91.012,audio_features,5J1c3M4EldCfNxXwrwt8mT,spotify:track:5J1c3M4EldCfNxXwrwt8mT,https://api.spotify.com/v1/tracks/5J1c3M4EldCfNxXwrwt8mT,https://api.spotify.com/v1/audio-analysis/5J1c3M4EldCfNxXwrwt8mT,228467,4
6,0.588,0.682,11,-7.169,0,0.173,0.0851,2.69e-05,0.084,0.937,205.643,audio_features,1MpKZi1zTXpERKwxmOu1PH,spotify:track:1MpKZi1zTXpERKwxmOu1PH,https://api.spotify.com/v1/tracks/1MpKZi1zTXpERKwxmOu1PH,https://api.spotify.com/v1/audio-analysis/1MpKZi1zTXpERKwxmOu1PH,195274,4
7,0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016,audio_features,3QwBODjSEzelZyVjxPOHdq,spotify:track:3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/tracks/3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/audio-analysis/3QwBODjSEzelZyVjxPOHdq,209453,4
8,0.736,0.964,0,-2.147,1,0.129,0.198,2.32e-06,0.336,0.953,179.935,audio_features,0sXvAOmXgjR2QUqLK1MltU,spotify:track:0sXvAOmXgjR2QUqLK1MltU,https://api.spotify.com/v1/tracks/0sXvAOmXgjR2QUqLK1MltU,https://api.spotify.com/v1/audio-analysis/0sXvAOmXgjR2QUqLK1MltU,227707,4
9,0.721,0.687,1,-6.682,1,0.0782,0.0998,0.0,0.0679,0.825,175.914,audio_features,20ZAJdsKB5IGbGj4ilRt2o,spotify:track:20ZAJdsKB5IGbGj4ilRt2o,https://api.spotify.com/v1/tracks/20ZAJdsKB5IGbGj4ilRt2o,https://api.spotify.com/v1/audio-analysis/20ZAJdsKB5IGbGj4ilRt2o,226400,4
10,0.68,0.954,9,-1.823,1,0.119,0.0244,0.0,0.112,0.521,104.029,audio_features,5mey7CLLuFToM2P68Qu1gF,spotify:track:5mey7CLLuFToM2P68Qu1gF,https://api.spotify.com/v1/tracks/5mey7CLLuFToM2P68Qu1gF,https://api.spotify.com/v1/audio-analysis/5mey7CLLuFToM2P68Qu1gF,247493,4
11,0.78,0.929,11,-0.739,0,0.0532,0.171,0.0,0.0677,0.837,95.012,audio_features,1pWYnQIlqxTh5bxuPmTG4E,spotify:track:1pWYnQIlqxTh5bxuPmTG4E,https://api.spotify.com/v1/tracks/1pWYnQIlqxTh5bxuPmTG4E,https://api.spotify.com/v1/audio-analysis/1pWYnQIlqxTh5bxuPmTG4E,227693,4
12,0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,audio_features,6DUdDIRgLqCGq1DwkNWQTN,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/tracks/6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/audio-analysis/6DUdDIRgLqCGq1DwkNWQTN,207307,4
13,0.723,0.889,0,-4.017,1,0.0939,0.0673,0.0,0.363,0.701,101.032,audio_features,1AkTW13ysu0AJrwuM6UY0I,spotify:track:1AkTW13ysu0AJrwuM6UY0I,https://api.spotify.com/v1/tracks/1AkTW13ysu0AJrwuM6UY0I,https://api.spotify.com/v1/audio-analysis/1AkTW13ysu0AJrwuM6UY0I,224320,4
14,0.76,0.838,7,-3.828,0,0.0529,0.547,1.3e-06,0.0664,0.745,93.05,audio_features,5hEM0JchdVzQ5PwvSfITeX,spotify:track:5hEM0JchdVzQ5PwvSfITeX,https://api.spotify.com/v1/tracks/5hEM0JchdVzQ5PwvSfITeX,https://api.spotify.com/v1/audio-analysis/5hEM0JchdVzQ5PwvSfITeX,210323,4
15,0.598,0.917,0,-3.455,1,0.159,0.117,0.0,0.398,0.575,180.049,audio_features,7IRuf7FrdQvOGs0g9mSNGr,spotify:track:7IRuf7FrdQvOGs0g9mSNGr,https://api.spotify.com/v1/tracks/7IRuf7FrdQvOGs0g9mSNGr,https://api.spotify.com/v1/audio-analysis/7IRuf7FrdQvOGs0g9mSNGr,254069,4
16,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,audio_features,6YZdkObH88npeKrrkb8Ggf,spotify:track:6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/tracks/6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/audio-analysis/6YZdkObH88npeKrrkb8Ggf,199693,4
17,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,audio_features,4pdPtRcBmOSQDlJ3Fk945m,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/tracks/4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/audio-analysis/4pdPtRcBmOSQDlJ3Fk945m,205947,4
18,0.549,0.798,6,-4.185,1,0.0705,0.126,0.0,0.329,0.905,100.054,audio_features,3gEebOzxHpEwElicl1XBy0,spotify:track:3gEebOzxHpEwElicl1XBy0,https://api.spotify.com/v1/tracks/3gEebOzxHpEwElicl1XBy0,https://api.spotify.com/v1/audio-analysis/3gEebOzxHpEwElicl1XBy0,199495,4
19,0.772,0.909,6,-3.225,0,0.166,0.256,0.0,0.255,0.694,96.031,audio_features,3dQDid3IUNhZy1OehIfYfE,spotify:track:3dQDid3IUNhZy1OehIfYfE,https://api.spotify.com/v1/tracks/3dQDid3IUNhZy1OehIfYfE,https://api.spotify.com/v1/audio-analysis/3dQDid3IUNhZy1OehIfYfE,238800,4
20,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,audio_features,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088,4
21,0.608,0.859,6,-5.58,0,0.185,0.115,0.0,0.325,0.8,190.065,audio_features,0tGAPnTFwRJA6FZgYZ0BAe,spotify:track:0tGAPnTFwRJA6FZgYZ0BAe,https://api.spotify.com/v1/tracks/0tGAPnTFwRJA6FZgYZ0BAe,https://api.spotify.com/v1/audio-analysis/0tGAPnTFwRJA6FZgYZ0BAe,190040,4
22,0.761,0.829,0,-3.203,0,0.0681,0.167,0.0,0.189,0.813,92.033,audio_features,6stYbAJgTszHAHZMPxWWCY,spotify:track:6stYbAJgTszHAHZMPxWWCY,https://api.spotify.com/v1/tracks/6stYbAJgTszHAHZMPxWWCY,https://api.spotify.com/v1/audio-analysis/6stYbAJgTszHAHZMPxWWCY,252003,4
23,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,audio_features,1xznGGDReH1oQq0xzbwXa3,spotify:track:1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/tracks/1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/audio-analysis/1xznGGDReH1oQq0xzbwXa3,173987,4
24,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,audio_features,1vvNmPOiUuyCbgWmtc6yfm,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,https://api.spotify.com/v1/tracks/1vvNmPOiUuyCbgWmtc6yfm,https://api.spotify.com/v1/audio-analysis/1vvNmPOiUuyCbgWmtc6yfm,219160,4
25,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,audio_features,6DNtNfH8hXkqOX1sjqmI7p,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,https://api.spotify.com/v1/tracks/6DNtNfH8hXkqOX1sjqmI7p,https://api.spotify.com/v1/audio-analysis/6DNtNfH8hXkqOX1sjqmI7p,185352,4
26,0.616,0.989,9,-1.698,0,0.0483,0.166,0.0,0.172,0.902,95.036,audio_features,0OMRAvrtLWE2TvcXorRiB9,spotify:track:0OMRAvrtLWE2TvcXorRiB9,https://api.spotify.com/v1/tracks/0OMRAvrtLWE2TvcXorRiB9,https://api.spotify.com/v1/audio-analysis/0OMRAvrtLWE2TvcXorRiB9,203160,4
27,0.828,0.849,10,-4.43,1,0.0749,0.162,0.0,0.0967,0.966,100.014,audio_features,5aHJug2wnupoGfgfxRudsk,spotify:track:5aHJug2wnupoGfgfxRudsk,https://api.spotify.com/v1/tracks/5aHJug2wnupoGfgfxRudsk,https://api.spotify.com/v1/audio-analysis/5aHJug2wnupoGfgfxRudsk,185438,4
28,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,audio_features,5aAx2yezTd8zXrkmtKl66Z,spotify:track:5aAx2yezTd8zXrkmtKl66Z,https://api.spotify.com/v1/tracks/5aAx2yezTd8zXrkmtKl66Z,https://api.spotify.com/v1/audio-analysis/5aAx2yezTd8zXrkmtKl66Z,230453,4
29,0.744,0.754,8,-3.829,1,0.24,0.0213,1.33e-06,0.14,0.841,180.039,audio_features,3n58u3LOFw8mITLvfPvQBz,spotify:track:3n58u3LOFw8mITLvfPvQBz,https://api.spotify.com/v1/tracks/3n58u3LOFw8mITLvfPvQBz,https://api.spotify.com/v1/audio-analysis/3n58u3LOFw8mITLvfPvQBz,228662,4
30,0.772,0.547,6,-6.373,0,0.0541,0.0983,4.35e-06,0.107,0.0957,130.099,audio_features,0JoHqmlqE0W0i9prt6kcHR,spotify:track:0JoHqmlqE0W0i9prt6kcHR,https://api.spotify.com/v1/tracks/0JoHqmlqE0W0i9prt6kcHR,https://api.spotify.com/v1/audio-analysis/0JoHqmlqE0W0i9prt6kcHR,278107,4
31,0.783,0.623,7,-6.126,1,0.08,0.338,0.0,0.0975,0.447,100.048,audio_features,5MFzQMkrl1FOOng9tq6R9r,spotify:track:5MFzQMkrl1FOOng9tq6R9r,https://api.spotify.com/v1/tracks/5MFzQMkrl1FOOng9tq6R9r,https://api.spotify.com/v1/audio-analysis/5MFzQMkrl1FOOng9tq6R9r,214480,4
32,0.733,0.907,4,-4.002,0,0.158,0.0264,1.13e-06,0.1,0.661,96.053,audio_features,2xNZeeqmwMPVKnD7FSQfgt,spotify:track:2xNZeeqmwMPVKnD7FSQfgt,https://api.spotify.com/v1/tracks/2xNZeeqmwMPVKnD7FSQfgt,https://api.spotify.com/v1/audio-analysis/2xNZeeqmwMPVKnD7FSQfgt,231480,4
33,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,audio_features,6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,225983,4
34,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,audio_features,6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/audio-analysis/6JV2JOEocMgcZxYSZelKcc,236002,4
35,0.745,0.66,0,-5.461,1,0.0878,0.0575,0.0,0.108,0.934,95.154,audio_features,0mwPE0lPOgnWf2bo14xedJ,spotify:track:0mwPE0lPOgnWf2bo14xedJ,https://api.spotify.com/v1/tracks/0mwPE0lPOgnWf2bo14xedJ,https://api.spotify.com/v1/audio-analysis/0mwPE0lPOgnWf2bo14xedJ,167453,4
36,0.729,0.888,10,-2.864,1,0.122,0.117,1.55e-05,0.125,0.8,177.908,audio_features,7AtlMCIauSQZqiXSlbBPW6,spotify:track:7AtlMCIauSQZqiXSlbBPW6,https://api.spotify.com/v1/tracks/7AtlMCIauSQZqiXSlbBPW6,https://api.spotify.com/v1/audio-analysis/7AtlMCIauSQZqiXSlbBPW6,209427,4
37,0.49,0.485,4,-6.237,0,0.0406,0.0592,0.0,0.337,0.196,133.889,audio_features,04DwTuZ2VBdJCCC5TROn7L,spotify:track:04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/tracks/04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/audio-analysis/04DwTuZ2VBdJCCC5TROn7L,195840,4
38,0.785,0.764,11,-6.364,1,0.0382,0.135,0.0,0.0622,0.972,105.979,audio_features,0BFgCEE7ozbyB1PpLpLyhM,spotify:track:0BFgCEE7ozbyB1PpLpLyhM,https://api.spotify.com/v1/tracks/0BFgCEE7ozbyB1PpLpLyhM,https://api.spotify.com/v1/audio-analysis/0BFgCEE7ozbyB1PpLpLyhM,146173,4
39,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,audio_features,17Fd6Yb7mSbinKG8LoWfFl,spotify:track:17Fd6Yb7mSbinKG8LoWfFl,https://api.spotify.com/v1/tracks/17Fd6Yb7mSbinKG8LoWfFl,https://api.spotify.com/v1/audio-analysis/17Fd6Yb7mSbinKG8LoWfFl,197933,4
40,0.768,0.742,9,-6.308,1,0.0443,0.234,0.0,0.14,0.797,114.679,audio_features,2SSYqDX8KTgy01NlqtUo0F,spotify:track:2SSYqDX8KTgy01NlqtUo0F,https://api.spotify.com/v1/tracks/2SSYqDX8KTgy01NlqtUo0F,https://api.spotify.com/v1/audio-analysis/2SSYqDX8KTgy01NlqtUo0F,219227,5
41,0.765,0.814,0,-3.14,1,0.0666,0.144,0.0,0.61,0.818,164.073,audio_features,4vlbjBSMqycZk6t4HVRpnC,spotify:track:4vlbjBSMqycZk6t4HVRpnC,https://api.spotify.com/v1/tracks/4vlbjBSMqycZk6t4HVRpnC,https://api.spotify.com/v1/audio-analysis/4vlbjBSMqycZk6t4HVRpnC,239151,4
42,0.761,0.82,1,-4.003,1,0.0623,0.125,2.1e-05,0.183,0.619,88.997,audio_features,3BY2mafsbsoKGqS380Xnuz,spotify:track:3BY2mafsbsoKGqS380Xnuz,https://api.spotify.com/v1/tracks/3BY2mafsbsoKGqS380Xnuz,https://api.spotify.com/v1/audio-analysis/3BY2mafsbsoKGqS380Xnuz,211627,4
43,0.782,0.791,11,-6.038,0,0.102,0.144,0.0,0.169,0.896,96.022,audio_features,09S64DUkxIX9EwIaULu6yN,spotify:track:09S64DUkxIX9EwIaULu6yN,https://api.spotify.com/v1/tracks/09S64DUkxIX9EwIaULu6yN,https://api.spotify.com/v1/audio-analysis/09S64DUkxIX9EwIaULu6yN,181269,4
44,0.783,0.748,8,-4.683,1,0.0892,0.147,0.0,0.173,0.806,93.222,audio_features,4tPL9PeVZY4c0jUPtSD5nx,spotify:track:4tPL9PeVZY4c0jUPtSD5nx,https://api.spotify.com/v1/tracks/4tPL9PeVZY4c0jUPtSD5nx,https://api.spotify.com/v1/audio-analysis/4tPL9PeVZY4c0jUPtSD5nx,182747,4
45,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,audio_features,14WWzenpaEgQZlqPq2nk4v,spotify:track:14WWzenpaEgQZlqPq2nk4v,https://api.spotify.com/v1/tracks/14WWzenpaEgQZlqPq2nk4v,https://api.spotify.com/v1/audio-analysis/14WWzenpaEgQZlqPq2nk4v,219320,4
46,0.752,0.753,2,-5.84,1,0.0661,0.104,0.0,0.0705,0.911,112.094,audio_features,0gzcET27nREY6aD8LJU9wD,spotify:track:0gzcET27nREY6aD8LJU9wD,https://api.spotify.com/v1/tracks/0gzcET27nREY6aD8LJU9wD,https://api.spotify.com/v1/audio-analysis/0gzcET27nREY6aD8LJU9wD,178292,4
47,0.542,0.859,11,-5.651,1,0.197,0.16,0.00466,0.137,0.403,159.797,audio_features,0QsvXIfqM0zZoerQfsI9lm,spotify:track:0QsvXIfqM0zZoerQfsI9lm,https://api.spotify.com/v1/tracks/0QsvXIfqM0zZoerQfsI9lm,https://api.spotify.com/v1/audio-analysis/0QsvXIfqM0zZoerQfsI9lm,208053,4
48,0.832,0.608,6,-6.042,0,0.0385,0.282,0.0,0.0761,0.589,94.013,audio_features,5Fim1gaXBgsiFfsQAfQSDS,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/tracks/5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/audio-analysis/5Fim1gaXBgsiFfsQAfQSDS,198707,4
49,0.753,0.811,7,-5.724,1,0.0697,0.117,0.0,0.211,0.961,106.014,audio_features,300xUYXWhFA6Q1sbNvVItP,spotify:track:300xUYXWhFA6Q1sbNvVItP,https://api.spotify.com/v1/tracks/300xUYXWhFA6Q1sbNvVItP,https://api.spotify.com/v1/audio-analysis/300xUYXWhFA6Q1sbNvVItP,173947,4
50,0.774,0.764,4,-5.445,0,0.0518,0.156,0.0,0.0383,0.912,118.997,audio_features,2aFiaMXmWsM3Vj72F9ksBl,spotify:track:2aFiaMXmWsM3Vj72F9ksBl,https://api.spotify.com/v1/tracks/2aFiaMXmWsM3Vj72F9ksBl,https://api.spotify.com/v1/audio-analysis/2aFiaMXmWsM3Vj72F9ksBl,219147,4
51,0.827,0.646,1,-4.727,0,0.0766,0.0724,0.0,0.247,0.512,92.057,audio_features,1lxswgIpzV6HhENRvkflES,spotify:track:1lxswgIpzV6HhENRvkflES,https://api.spotify.com/v1/tracks/1lxswgIpzV6HhENRvkflES,https://api.spotify.com/v1/audio-analysis/1lxswgIpzV6HhENRvkflES,197840,4
52,0.698,0.694,0,-4.621,1,0.0419,0.284,0.0,0.132,0.926,144.018,audio_features,2xjcDF21U2ccgE2LEeiMbf,spotify:track:2xjcDF21U2ccgE2LEeiMbf,https://api.spotify.com/v1/tracks/2xjcDF21U2ccgE2LEeiMbf,https://api.spotify.com/v1/audio-analysis/2xjcDF21U2ccgE2LEeiMbf,144993,1
53,0.796,0.291,5,-11.894,1,0.0403,0.836,0.0,0.126,0.923,176.03,audio_features,2twUPIYOTqVivev47pf7bU,spotify:track:2twUPIYOTqVivev47pf7bU,https://api.spotify.com/v1/tracks/2twUPIYOTqVivev47pf7bU,https://api.spotify.com/v1/audio-analysis/2twUPIYOTqVivev47pf7bU,196520,4
54,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4
55,0.723,0.774,11,-3.939,0,0.0403,0.179,0.0,0.113,0.771,109.1,audio_features,5jMvnSyOgGY8JpvHqeyVOg,spotify:track:5jMvnSyOgGY8JpvHqeyVOg,https://api.spotify.com/v1/tracks/5jMvnSyOgGY8JpvHqeyVOg,https://api.spotify.com/v1/audio-analysis/5jMvnSyOgGY8JpvHqeyVOg,131004,4
56,0.624,0.803,10,-4.105,0,0.246,0.123,0.0,0.114,0.821,166.018,audio_features,4Hf7WnR761jpxPr5D46Bcd,spotify:track:4Hf7WnR761jpxPr5D46Bcd,https://api.spotify.com/v1/tracks/4Hf7WnR761jpxPr5D46Bcd,https://api.spotify.com/v1/audio-analysis/4Hf7WnR761jpxPr5D46Bcd,187973,4
57,0.775,0.882,0,-2.803,1,0.04,0.0922,0.0,0.108,0.845,110.025,audio_features,5OqaLWo9WbNPWDilrwNwzt,spotify:track:5OqaLWo9WbNPWDilrwNwzt,https://api.spotify.com/v1/tracks/5OqaLWo9WbNPWDilrwNwzt,https://api.spotify.com/v1/audio-analysis/5OqaLWo9WbNPWDilrwNwzt,146592,4
58,0.796,0.838,8,-5.157,1,0.0574,0.244,0.0,0.333,0.96,106.007,audio_features,3iS4VBJ3Bg1HyL3e6WNpgi,spotify:track:3iS4VBJ3Bg1HyL3e6WNpgi,https://api.spotify.com/v1/tracks/3iS4VBJ3Bg1HyL3e6WNpgi,https://api.spotify.com/v1/audio-analysis/3iS4VBJ3Bg1HyL3e6WNpgi,160745,4
59,0.75,0.716,7,-5.438,0,0.0336,0.11,0.0,0.0912,0.881,110.068,audio_features,347TStOSY6IOqMB84Rpxwk,spotify:track:347TStOSY6IOqMB84Rpxwk,https://api.spotify.com/v1/tracks/347TStOSY6IOqMB84Rpxwk,https://api.spotify.com/v1/audio-analysis/347TStOSY6IOqMB84Rpxwk,130909,4
60,0.75,0.943,11,-4.28,1,0.228,0.279,0.0,0.0808,0.779,90.095,audio_features,3tddzXTgneWrkV2cYNUBZe,spotify:track:3tddzXTgneWrkV2cYNUBZe,https://api.spotify.com/v1/tracks/3tddzXTgneWrkV2cYNUBZe,https://api.spotify.com/v1/audio-analysis/3tddzXTgneWrkV2cYNUBZe,146240,4
61,0.702,0.73,0,-5.173,0,0.099,0.425,1.25e-06,0.148,0.879,173.967,audio_features,1iEwyiSLAunPR6uouANE0O,spotify:track:1iEwyiSLAunPR6uouANE0O,https://api.spotify.com/v1/tracks/1iEwyiSLAunPR6uouANE0O,https://api.spotify.com/v1/audio-analysis/1iEwyiSLAunPR6uouANE0O,206693,4
62,0.766,0.747,1,-3.95,0,0.0619,0.0293,0.0,0.38,0.856,91.06,audio_features,2webQDZmtGioeu3zUUi9We,spotify:track:2webQDZmtGioeu3zUUi9We,https://api.spotify.com/v1/tracks/2webQDZmtGioeu3zUUi9We,https://api.spotify.com/v1/audio-analysis/2webQDZmtGioeu3zUUi9We,208720,4
63,0.851,0.867,0,-5.062,1,0.0589,0.0514,2.33e-05,0.0361,0.77,112.178,audio_features,0YFoSD5VhoVrRbrnFERpVM,spotify:track:0YFoSD5VhoVrRbrnFERpVM,https://api.spotify.com/v1/tracks/0YFoSD5VhoVrRbrnFERpVM,https://api.spotify.com/v1/audio-analysis/0YFoSD5VhoVrRbrnFERpVM,150047,4
64,0.751,0.742,0,-4.393,0,0.12,0.367,0.0,0.0946,0.85,173.941,audio_features,4QsPTKvdpgkA7mBAvclZTa,spotify:track:4QsPTKvdpgkA7mBAvclZTa,https://api.spotify.com/v1/tracks/4QsPTKvdpgkA7mBAvclZTa,https://api.spotify.com/v1/audio-analysis/4QsPTKvdpgkA7mBAvclZTa,218640,4
65,0.778,0.86,2,-4.256,1,0.0672,0.169,0.0,0.329,0.707,112.093,audio_features,4Kzk0koKwzCMiIx4rAqCZp,spotify:track:4Kzk0koKwzCMiIx4rAqCZp,https://api.spotify.com/v1/tracks/4Kzk0koKwzCMiIx4rAqCZp,https://api.spotify.com/v1/audio-analysis/4Kzk0koKwzCMiIx4rAqCZp,165760,4
66,0.837,0.605,0,-6.122,0,0.0798,0.0124,0.0,0.0715,0.723,107.998,audio_features,1A3yLIqelu1D7MCtw06Cu7,spotify:track:1A3yLIqelu1D7MCtw06Cu7,https://api.spotify.com/v1/tracks/1A3yLIqelu1D7MCtw06Cu7,https://api.spotify.com/v1/audio-analysis/1A3yLIqelu1D7MCtw06Cu7,149160,4
67,0.808,0.59,0,-5.699,0,0.0455,0.0319,0.0,0.169,0.745,110.029,audio_features,4UHZMWgKDjJ1zS0t6f6qPv,spotify:track:4UHZMWgKDjJ1zS0t6f6qPv,https://api.spotify.com/v1/tracks/4UHZMWgKDjJ1zS0t6f6qPv,https://api.spotify.com/v1/audio-analysis/4UHZMWgKDjJ1zS0t6f6qPv,170347,4
68,0.725,0.903,0,-2.955,1,0.0658,0.0344,0.0,0.183,0.946,142.006,audio_features,00i0O74dXdaKKdCrqHnfXm,spotify:track:00i0O74dXdaKKdCrqHnfXm,https://api.spotify.com/v1/tracks/00i0O74dXdaKKdCrqHnfXm,https://api.spotify.com/v1/audio-analysis/00i0O74dXdaKKdCrqHnfXm,211680,4
69,0.763,0.812,5,-6.469,0,0.0792,0.187,0.000848,0.0752,0.828,101.95,audio_features,5N8nNuTmIzkZOfcxXlygUw,spotify:track:5N8nNuTmIzkZOfcxXlygUw,https://api.spotify.com/v1/tracks/5N8nNuTmIzkZOfcxXlygUw,https://api.spotify.com/v1/audio-analysis/5N8nNuTmIzkZOfcxXlygUw,171093,4
70,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,audio_features,78rIJddV4X0HkNAInEcYde,spotify:track:78rIJddV4X0HkNAInEcYde,https://api.spotify.com/v1/tracks/78rIJddV4X0HkNAInEcYde,https://api.spotify.com/v1/audio-analysis/78rIJddV4X0HkNAInEcYde,222041,4
71,0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,audio_features,7qCAVkHWZkF44OzOUKf8Cr,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/tracks/7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/audio-analysis/7qCAVkHWZkF44OzOUKf8Cr,205907,4
72,0.652,0.733,4,-6.368,0,0.0906,0.0456,0.0,0.103,0.754,108.062,audio_features,0ZzVPCGdkpKcxAzMNDD5UZ,spotify:track:0ZzVPCGdkpKcxAzMNDD5UZ,https://api.spotify.com/v1/tracks/0ZzVPCGdkpKcxAzMNDD5UZ,https://api.spotify.com/v1/audio-analysis/0ZzVPCGdkpKcxAzMNDD5UZ,185431,4
73,0.609,0.703,7,-6.567,1,0.0939,0.0662,0.0,0.377,0.715,209.86,audio_features,07GOnZWIiHWjLzUsaTv5yO,spotify:track:07GOnZWIiHWjLzUsaTv5yO,https://api.spotify.com/v1/tracks/07GOnZWIiHWjLzUsaTv5yO,https://api.spotify.com/v1/audio-analysis/07GOnZWIiHWjLzUsaTv5yO,156923,4
74,0.671,0.826,7,-5.766,0,0.309,0.00718,0.0,0.631,0.774,123.986,audio_features,4PdJSsESm34djLfBde9Pr2,spotify:track:4PdJSsESm34djLfBde9Pr2,https://api.spotify.com/v1/tracks/4PdJSsESm34djLfBde9Pr2,https://api.spotify.com/v1/audio-analysis/4PdJSsESm34djLfBde9Pr2,197648,4
