,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
4940,0.413,0.427,8,-12.972,1,0.0649,0.694,0.0961,0.154,0.231,101.426,audio_features,4tC96bxgSFkA9tvPI0kCMb,spotify:track:4tC96bxgSFkA9tvPI0kCMb,https://api.spotify.com/v1/tracks/4tC96bxgSFkA9tvPI0kCMb,https://api.spotify.com/v1/audio-analysis/4tC96bxgSFkA9tvPI0kCMb,249960,3
4941,0.69,0.731,11,-5.77,0,0.0317,0.21,0.0,0.0611,0.58,126.992,audio_features,5hYb9RIvqvk8J6mjMNL4pc,spotify:track:5hYb9RIvqvk8J6mjMNL4pc,https://api.spotify.com/v1/tracks/5hYb9RIvqvk8J6mjMNL4pc,https://api.spotify.com/v1/audio-analysis/5hYb9RIvqvk8J6mjMNL4pc,267080,4
4942,0.607,0.469,5,-8.863,0,0.0243,0.278,3.26e-05,0.0706,0.3,94.948,audio_features,0y3XEsKn5pONUKI0PDDMWa,spotify:track:0y3XEsKn5pONUKI0PDDMWa,https://api.spotify.com/v1/tracks/0y3XEsKn5pONUKI0PDDMWa,https://api.spotify.com/v1/audio-analysis/0y3XEsKn5pONUKI0PDDMWa,246287,3
4943,0.824,0.703,7,-5.242,1,0.173,0.192,0.0,0.0919,0.645,124.031,audio_features,4TXW37vOHHoo1oyYHEw85t,spotify:track:4TXW37vOHHoo1oyYHEw85t,https://api.spotify.com/v1/tracks/4TXW37vOHHoo1oyYHEw85t,https://api.spotify.com/v1/audio-analysis/4TXW37vOHHoo1oyYHEw85t,213024,4
4944,0.433,0.52,5,-6.333,0,0.0423,0.205,0.0,0.0747,0.384,199.945,audio_features,7ArimBXp3IZSukFk6b5siz,spotify:track:7ArimBXp3IZSukFk6b5siz,https://api.spotify.com/v1/tracks/7ArimBXp3IZSukFk6b5siz,https://api.spotify.com/v1/audio-analysis/7ArimBXp3IZSukFk6b5siz,231805,4
4945,0.676,0.913,7,-5.251,1,0.0537,0.00422,2.25e-06,0.0752,0.658,120.003,audio_features,1vZAYNFTcxzrnooQUw5zKD,spotify:track:1vZAYNFTcxzrnooQUw5zKD,https://api.spotify.com/v1/tracks/1vZAYNFTcxzrnooQUw5zKD,https://api.spotify.com/v1/audio-analysis/1vZAYNFTcxzrnooQUw5zKD,285857,4
4946,0.7,0.493,4,-11.273,0,0.0456,0.443,0.0,0.28,0.462,110.989,audio_features,2FirCmy3nHLXTURsRGcifi,spotify:track:2FirCmy3nHLXTURsRGcifi,https://api.spotify.com/v1/tracks/2FirCmy3nHLXTURsRGcifi,https://api.spotify.com/v1/audio-analysis/2FirCmy3nHLXTURsRGcifi,213812,4
4947,0.638,0.889,11,-5.315,0,0.0352,0.0249,3.62e-06,0.181,0.384,125.005,audio_features,0hmPxTuEmQ3WOOPksJ2T0c,spotify:track:0hmPxTuEmQ3WOOPksJ2T0c,https://api.spotify.com/v1/tracks/0hmPxTuEmQ3WOOPksJ2T0c,https://api.spotify.com/v1/audio-analysis/0hmPxTuEmQ3WOOPksJ2T0c,268516,4
4948,0.278,0.438,9,-11.19,0,0.0444,0.929,0.000106,0.637,0.516,199.802,audio_features,2KBSPeRXVmkRGPz4vLmgBA,spotify:track:2KBSPeRXVmkRGPz4vLmgBA,https://api.spotify.com/v1/tracks/2KBSPeRXVmkRGPz4vLmgBA,https://api.spotify.com/v1/audio-analysis/2KBSPeRXVmkRGPz4vLmgBA,360234,4
4949,0.573,0.76,10,-10.235,0,0.0438,0.117,1.83e-06,0.0596,0.962,184.03,audio_features,2eb3TzYQ9jZqpgMTP8wrQv,spotify:track:2eb3TzYQ9jZqpgMTP8wrQv,https://api.spotify.com/v1/tracks/2eb3TzYQ9jZqpgMTP8wrQv,https://api.spotify.com/v1/audio-analysis/2eb3TzYQ9jZqpgMTP8wrQv,188693,4
4950,0.636,0.456,7,-11.58,1,0.0303,0.394,0.00131,0.12,0.281,149.952,audio_features,7rBUB7VkCaNCu1GSOJcH1f,spotify:track:7rBUB7VkCaNCu1GSOJcH1f,https://api.spotify.com/v1/tracks/7rBUB7VkCaNCu1GSOJcH1f,https://api.spotify.com/v1/audio-analysis/7rBUB7VkCaNCu1GSOJcH1f,193600,4
4951,0.665,0.8,4,-5.45,0,0.0617,0.0166,1.96e-06,0.342,0.395,97.03,audio_features,1eJkHmbduMhaJKUJDxMWLG,spotify:track:1eJkHmbduMhaJKUJDxMWLG,https://api.spotify.com/v1/tracks/1eJkHmbduMhaJKUJDxMWLG,https://api.spotify.com/v1/audio-analysis/1eJkHmbduMhaJKUJDxMWLG,188364,4
4952,0.831,0.828,6,-4.353,0,0.182,0.825,0.0,0.0692,0.628,127.989,audio_features,1jgjszJeQ9GZTQEZ37yvqa,spotify:track:1jgjszJeQ9GZTQEZ37yvqa,https://api.spotify.com/v1/tracks/1jgjszJeQ9GZTQEZ37yvqa,https://api.spotify.com/v1/audio-analysis/1jgjszJeQ9GZTQEZ37yvqa,127500,4
4953,0.585,0.0548,3,-16.079,0,0.0344,0.972,0.0,0.1,0.24,79.901,audio_features,1104ZkH1GSXJLd0PP9pJAd,spotify:track:1104ZkH1GSXJLd0PP9pJAd,https://api.spotify.com/v1/tracks/1104ZkH1GSXJLd0PP9pJAd,https://api.spotify.com/v1/audio-analysis/1104ZkH1GSXJLd0PP9pJAd,215250,5
4954,0.841,0.604,6,-9.52,1,0.202,0.253,0.00598,0.122,0.32,124.967,audio_features,5CSd3cUlH0b55LSHsqz34g,spotify:track:5CSd3cUlH0b55LSHsqz34g,https://api.spotify.com/v1/tracks/5CSd3cUlH0b55LSHsqz34g,https://api.spotify.com/v1/audio-analysis/5CSd3cUlH0b55LSHsqz34g,216010,4
4955,0.351,0.409,4,-7.565,0,0.0375,0.782,0.0,0.132,0.228,74.031,audio_features,7rdv6gmOFc5CWGNdRdaZ11,spotify:track:7rdv6gmOFc5CWGNdRdaZ11,https://api.spotify.com/v1/tracks/7rdv6gmOFc5CWGNdRdaZ11,https://api.spotify.com/v1/audio-analysis/7rdv6gmOFc5CWGNdRdaZ11,224896,4
4956,0.599,0.706,1,-6.682,0,0.0477,0.264,0.0,0.126,0.419,80.077,audio_features,486QehJyuGOMsTZIhEuY38,spotify:track:486QehJyuGOMsTZIhEuY38,https://api.spotify.com/v1/tracks/486QehJyuGOMsTZIhEuY38,https://api.spotify.com/v1/audio-analysis/486QehJyuGOMsTZIhEuY38,233811,4
4957,0.488,0.215,2,-13.636,0,0.0441,0.913,0.0,0.128,0.444,134.723,audio_features,0duEGYv3O0qzgQzzuoykf6,spotify:track:0duEGYv3O0qzgQzzuoykf6,https://api.spotify.com/v1/tracks/0duEGYv3O0qzgQzzuoykf6,https://api.spotify.com/v1/audio-analysis/0duEGYv3O0qzgQzzuoykf6,273810,5
4958,0.568,0.63,0,-6.474,0,0.0934,0.604,7.29e-05,0.229,0.59,156.048,audio_features,4x2LYxrqs3ShH2fTEqepLe,spotify:track:4x2LYxrqs3ShH2fTEqepLe,https://api.spotify.com/v1/tracks/4x2LYxrqs3ShH2fTEqepLe,https://api.spotify.com/v1/audio-analysis/4x2LYxrqs3ShH2fTEqepLe,233877,4
4959,0.545,0.65,11,-8.537,0,0.0253,0.0927,9.39e-06,0.143,0.64,103.892,audio_features,62uCtBhwVAyiw6ip557d49,spotify:track:62uCtBhwVAyiw6ip557d49,https://api.spotify.com/v1/tracks/62uCtBhwVAyiw6ip557d49,https://api.spotify.com/v1/audio-analysis/62uCtBhwVAyiw6ip557d49,243440,4
4960,0.673,0.912,1,-4.61,1,0.0436,0.176,0.0,0.0818,0.317,103.984,audio_features,4ZD9gm1D7zHNFwgqTgghW3,spotify:track:4ZD9gm1D7zHNFwgqTgghW3,https://api.spotify.com/v1/tracks/4ZD9gm1D7zHNFwgqTgghW3,https://api.spotify.com/v1/audio-analysis/4ZD9gm1D7zHNFwgqTgghW3,238958,4
4961,0.791,0.473,10,-9.86,0,0.25,0.279,0.0,0.0959,0.603,95.948,audio_features,4PzsYXrHh4r2BxtpNjtvoF,spotify:track:4PzsYXrHh4r2BxtpNjtvoF,https://api.spotify.com/v1/tracks/4PzsYXrHh4r2BxtpNjtvoF,https://api.spotify.com/v1/audio-analysis/4PzsYXrHh4r2BxtpNjtvoF,173154,4
4962,0.782,0.548,8,-9.325,0,0.363,0.502,0.0,0.24,0.668,101.896,audio_features,7x2ymBLCedgOoZiPDlZaJH,spotify:track:7x2ymBLCedgOoZiPDlZaJH,https://api.spotify.com/v1/tracks/7x2ymBLCedgOoZiPDlZaJH,https://api.spotify.com/v1/audio-analysis/7x2ymBLCedgOoZiPDlZaJH,173000,4
4963,0.781,0.736,1,-5.413,0,0.29,0.344,0.0,0.125,0.536,100.55,audio_features,4USHZ3omhEBGjHLD9BIJYs,spotify:track:4USHZ3omhEBGjHLD9BIJYs,https://api.spotify.com/v1/tracks/4USHZ3omhEBGjHLD9BIJYs,https://api.spotify.com/v1/audio-analysis/4USHZ3omhEBGjHLD9BIJYs,210905,4
4964,0.728,0.679,5,-3.736,0,0.247,0.0977,1.33e-06,0.188,0.641,171.796,audio_features,28qdL1yHti3BSu6AdLzWbg,spotify:track:28qdL1yHti3BSu6AdLzWbg,https://api.spotify.com/v1/tracks/28qdL1yHti3BSu6AdLzWbg,https://api.spotify.com/v1/audio-analysis/28qdL1yHti3BSu6AdLzWbg,205107,4
4965,0.41,0.718,3,-6.295,0,0.126,0.21,0.0,0.079,0.57,94.332,audio_features,4i8ObH2xPP4DSNniUJlgar,spotify:track:4i8ObH2xPP4DSNniUJlgar,https://api.spotify.com/v1/tracks/4i8ObH2xPP4DSNniUJlgar,https://api.spotify.com/v1/audio-analysis/4i8ObH2xPP4DSNniUJlgar,215573,4
4966,0.569,0.821,11,-4.84,0,0.226,0.446,0.0,0.106,0.827,103.45,audio_features,5vySkXA0v40CDwofIvhc1Y,spotify:track:5vySkXA0v40CDwofIvhc1Y,https://api.spotify.com/v1/tracks/5vySkXA0v40CDwofIvhc1Y,https://api.spotify.com/v1/audio-analysis/5vySkXA0v40CDwofIvhc1Y,204832,4
4967,0.56,0.693,7,-6.591,1,0.311,0.0139,0.0,0.082,0.826,130.462,audio_features,7BzBPBF2SDWFCBS5SdIN2e,spotify:track:7BzBPBF2SDWFCBS5SdIN2e,https://api.spotify.com/v1/tracks/7BzBPBF2SDWFCBS5SdIN2e,https://api.spotify.com/v1/audio-analysis/7BzBPBF2SDWFCBS5SdIN2e,213080,5
4968,0.553,0.484,11,-9.757,0,0.224,0.146,0.0,0.0915,0.772,130.252,audio_features,5kJEUjZUh1xPRUHQc8hEnq,spotify:track:5kJEUjZUh1xPRUHQc8hEnq,https://api.spotify.com/v1/tracks/5kJEUjZUh1xPRUHQc8hEnq,https://api.spotify.com/v1/audio-analysis/5kJEUjZUh1xPRUHQc8hEnq,207158,5
4969,0.801,0.695,10,-5.834,0,0.242,0.211,7.82e-05,0.11,0.35,103.955,audio_features,5BhRfzO3MokDQVJUKurRTV,spotify:track:5BhRfzO3MokDQVJUKurRTV,https://api.spotify.com/v1/tracks/5BhRfzO3MokDQVJUKurRTV,https://api.spotify.com/v1/audio-analysis/5BhRfzO3MokDQVJUKurRTV,244669,4
4970,0.837,0.575,4,-6.665,0,0.0951,0.0497,2.09e-06,0.0861,0.648,108.005,audio_features,6KfNna0zfHtWJJ803hFBWX,spotify:track:6KfNna0zfHtWJJ803hFBWX,https://api.spotify.com/v1/tracks/6KfNna0zfHtWJJ803hFBWX,https://api.spotify.com/v1/audio-analysis/6KfNna0zfHtWJJ803hFBWX,269787,4
4971,0.591,0.551,4,-8.893,0,0.243,0.533,1.61e-05,0.116,0.492,102.996,audio_features,09QDTOldsJkM9ykxdTtAlf,spotify:track:09QDTOldsJkM9ykxdTtAlf,https://api.spotify.com/v1/tracks/09QDTOldsJkM9ykxdTtAlf,https://api.spotify.com/v1/audio-analysis/09QDTOldsJkM9ykxdTtAlf,215000,4
4972,0.579,0.579,11,-6.787,0,0.394,0.387,0.0,0.17,0.842,104.757,audio_features,6DXEZzM4wBa3EOl0NCNSvz,spotify:track:6DXEZzM4wBa3EOl0NCNSvz,https://api.spotify.com/v1/tracks/6DXEZzM4wBa3EOl0NCNSvz,https://api.spotify.com/v1/audio-analysis/6DXEZzM4wBa3EOl0NCNSvz,181413,4
4973,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971,audio_features,3stnrhzN0lzZFskbaZ5sEw,spotify:track:3stnrhzN0lzZFskbaZ5sEw,https://api.spotify.com/v1/tracks/3stnrhzN0lzZFskbaZ5sEw,https://api.spotify.com/v1/audio-analysis/3stnrhzN0lzZFskbaZ5sEw,238840,4
4974,0.573,0.593,9,-7.307,0,0.32,0.0685,0.0,0.174,0.579,104.921,audio_features,4YB8dpiUb1WSF7t1vOAYE1,spotify:track:4YB8dpiUb1WSF7t1vOAYE1,https://api.spotify.com/v1/tracks/4YB8dpiUb1WSF7t1vOAYE1,https://api.spotify.com/v1/audio-analysis/4YB8dpiUb1WSF7t1vOAYE1,233173,4
4975,0.497,0.59,1,-7.564,1,0.258,0.1,0.0,0.0714,0.585,99.638,audio_features,638s8Qi75q1pXjuH86fJX7,spotify:track:638s8Qi75q1pXjuH86fJX7,https://api.spotify.com/v1/tracks/638s8Qi75q1pXjuH86fJX7,https://api.spotify.com/v1/audio-analysis/638s8Qi75q1pXjuH86fJX7,219165,4
4976,0.515,0.902,6,-4.729,0,0.383,0.0313,0.0,0.093,0.628,174.589,audio_features,3uMB82o0qa7erhiZBW9KQC,spotify:track:3uMB82o0qa7erhiZBW9KQC,https://api.spotify.com/v1/tracks/3uMB82o0qa7erhiZBW9KQC,https://api.spotify.com/v1/audio-analysis/3uMB82o0qa7erhiZBW9KQC,238419,5
4977,0.755,0.895,9,-2.619,1,0.0883,0.0507,0.0737,0.222,0.844,118.871,audio_features,4jacsL77ZYnpInmTtUBaJW,spotify:track:4jacsL77ZYnpInmTtUBaJW,https://api.spotify.com/v1/tracks/4jacsL77ZYnpInmTtUBaJW,https://api.spotify.com/v1/audio-analysis/4jacsL77ZYnpInmTtUBaJW,181907,4
4978,0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,audio_features,0BBOLOV5JntPL3341swIre,spotify:track:0BBOLOV5JntPL3341swIre,https://api.spotify.com/v1/tracks/0BBOLOV5JntPL3341swIre,https://api.spotify.com/v1/audio-analysis/0BBOLOV5JntPL3341swIre,192107,4
4979,0.41,0.803,7,-5.363,1,0.0623,0.239,0.0,0.103,0.814,153.315,audio_features,5xoUgPXbMNUmoHU0Enwtwq,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,https://api.spotify.com/v1/tracks/5xoUgPXbMNUmoHU0Enwtwq,https://api.spotify.com/v1/audio-analysis/5xoUgPXbMNUmoHU0Enwtwq,169307,4
4980,0.673,0.836,1,-5.728,0,0.316,0.0598,0.000648,0.331,0.205,101.157,audio_features,4XQsLG3pgqXiGWcevRF1vE,spotify:track:4XQsLG3pgqXiGWcevRF1vE,https://api.spotify.com/v1/tracks/4XQsLG3pgqXiGWcevRF1vE,https://api.spotify.com/v1/audio-analysis/4XQsLG3pgqXiGWcevRF1vE,175510,4
4981,0.526,0.968,2,-3.075,1,0.0553,0.043,0.000463,0.133,0.591,95.006,audio_features,0tvLiA6ViI5iUZ4sQXjAdL,spotify:track:0tvLiA6ViI5iUZ4sQXjAdL,https://api.spotify.com/v1/tracks/0tvLiA6ViI5iUZ4sQXjAdL,https://api.spotify.com/v1/audio-analysis/0tvLiA6ViI5iUZ4sQXjAdL,219482,4
4982,0.847,0.434,10,-12.466,0,0.275,0.76,8.89e-06,0.156,0.44,140.005,audio_features,3qIxnOusGoTpHvNVMLHscw,spotify:track:3qIxnOusGoTpHvNVMLHscw,https://api.spotify.com/v1/tracks/3qIxnOusGoTpHvNVMLHscw,https://api.spotify.com/v1/audio-analysis/3qIxnOusGoTpHvNVMLHscw,180062,4
4983,0.605,0.72,5,-7.079,0,0.0279,0.586,0.00122,0.212,0.252,130.98,audio_features,53yNzLIyBjGt7DCZLKi8Ay,spotify:track:53yNzLIyBjGt7DCZLKi8Ay,https://api.spotify.com/v1/tracks/53yNzLIyBjGt7DCZLKi8Ay,https://api.spotify.com/v1/audio-analysis/53yNzLIyBjGt7DCZLKi8Ay,252600,4
4984,0.768,0.841,8,-4.742,1,0.166,0.206,8.95e-05,0.224,0.769,101.994,audio_features,2vKVaAoTG6ag83gW3RHwIn,spotify:track:2vKVaAoTG6ag83gW3RHwIn,https://api.spotify.com/v1/tracks/2vKVaAoTG6ag83gW3RHwIn,https://api.spotify.com/v1/audio-analysis/2vKVaAoTG6ag83gW3RHwIn,214387,4
4985,0.604,0.831,5,-5.72,0,0.0387,0.0359,0.00854,0.105,0.447,89.994,audio_features,6tBdTwcyyGq1HU3PXgZK82,spotify:track:6tBdTwcyyGq1HU3PXgZK82,https://api.spotify.com/v1/tracks/6tBdTwcyyGq1HU3PXgZK82,https://api.spotify.com/v1/audio-analysis/6tBdTwcyyGq1HU3PXgZK82,214440,4
4986,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,audio_features,7FCfMXYTIiQ9b4hDYs4Iol,spotify:track:7FCfMXYTIiQ9b4hDYs4Iol,https://api.spotify.com/v1/tracks/7FCfMXYTIiQ9b4hDYs4Iol,https://api.spotify.com/v1/audio-analysis/7FCfMXYTIiQ9b4hDYs4Iol,202915,4
4987,0.312,0.946,4,-3.209,0,0.107,0.00749,2.93e-06,0.288,0.297,189.892,audio_features,646J2jOtUe4Jflrmh6JFjN,spotify:track:646J2jOtUe4Jflrmh6JFjN,https://api.spotify.com/v1/tracks/646J2jOtUe4Jflrmh6JFjN,https://api.spotify.com/v1/audio-analysis/646J2jOtUe4Jflrmh6JFjN,235893,4
4988,0.583,0.804,11,-5.701,0,0.315,0.000326,0.0,0.309,0.236,75.666,audio_features,0DfHpd7c2V31KOEPOlNgQF,spotify:track:0DfHpd7c2V31KOEPOlNgQF,https://api.spotify.com/v1/tracks/0DfHpd7c2V31KOEPOlNgQF,https://api.spotify.com/v1/audio-analysis/0DfHpd7c2V31KOEPOlNgQF,174760,4
4989,0.574,0.704,6,-4.72,1,0.0319,0.00455,0.0,0.107,0.368,109.999,audio_features,6u9RqxALwkjJ1ukB1y8vuP,spotify:track:6u9RqxALwkjJ1ukB1y8vuP,https://api.spotify.com/v1/tracks/6u9RqxALwkjJ1ukB1y8vuP,https://api.spotify.com/v1/audio-analysis/6u9RqxALwkjJ1ukB1y8vuP,168667,4
4990,0.788,0.665,6,-9.184,0,0.31,0.461,1.84e-05,0.103,0.314,139.918,audio_features,4YLzVD32aMH4qgSsSPtNbl,spotify:track:4YLzVD32aMH4qgSsSPtNbl,https://api.spotify.com/v1/tracks/4YLzVD32aMH4qgSsSPtNbl,https://api.spotify.com/v1/audio-analysis/4YLzVD32aMH4qgSsSPtNbl,220775,4
4991,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,audio_features,305WCRhhS10XUcH6AEwZk6,spotify:track:305WCRhhS10XUcH6AEwZk6,https://api.spotify.com/v1/tracks/305WCRhhS10XUcH6AEwZk6,https://api.spotify.com/v1/audio-analysis/305WCRhhS10XUcH6AEwZk6,213800,4
4992,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,audio_features,2cMTIlktg3M9mXYqCPqw1J,spotify:track:2cMTIlktg3M9mXYqCPqw1J,https://api.spotify.com/v1/tracks/2cMTIlktg3M9mXYqCPqw1J,https://api.spotify.com/v1/audio-analysis/2cMTIlktg3M9mXYqCPqw1J,182627,4
4993,0.651,0.56,5,-6.525,0,0.231,0.316,0.0,0.125,0.578,106.116,audio_features,77QtEQXWDswYVx1kwxLMU9,spotify:track:77QtEQXWDswYVx1kwxLMU9,https://api.spotify.com/v1/tracks/77QtEQXWDswYVx1kwxLMU9,https://api.spotify.com/v1/audio-analysis/77QtEQXWDswYVx1kwxLMU9,232000,4
4994,0.605,0.773,1,-10.25,0,0.0372,0.22,0.0,0.0785,0.459,139.973,audio_features,4LZqJJKR46G5affVqvYONq,spotify:track:4LZqJJKR46G5affVqvYONq,https://api.spotify.com/v1/tracks/4LZqJJKR46G5affVqvYONq,https://api.spotify.com/v1/audio-analysis/4LZqJJKR46G5affVqvYONq,200920,4
4995,0.66,0.698,11,-4.722,0,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,audio_features,6LtIW2Y5NbZnMlUJbiviQ6,spotify:track:6LtIW2Y5NbZnMlUJbiviQ6,https://api.spotify.com/v1/tracks/6LtIW2Y5NbZnMlUJbiviQ6,https://api.spotify.com/v1/audio-analysis/6LtIW2Y5NbZnMlUJbiviQ6,214600,4
4996,0.619,0.666,9,-5.047,1,0.211,0.0739,0.0,0.117,0.419,132.864,audio_features,0RIMrAUyLGBF7zAPdvgE73,spotify:track:0RIMrAUyLGBF7zAPdvgE73,https://api.spotify.com/v1/tracks/0RIMrAUyLGBF7zAPdvgE73,https://api.spotify.com/v1/audio-analysis/0RIMrAUyLGBF7zAPdvgE73,177293,5
4997,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,audio_features,4cxMGhkinTocPSVVKWIw0d,spotify:track:4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/tracks/4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/audio-analysis/4cxMGhkinTocPSVVKWIw0d,237507,4
4998,0.851,0.666,11,-5.334,0,0.0694,0.139,0.0,0.105,0.0585,134.068,audio_features,5Qx9hngUBr30JFrNua7yp4,spotify:track:5Qx9hngUBr30JFrNua7yp4,https://api.spotify.com/v1/tracks/5Qx9hngUBr30JFrNua7yp4,https://api.spotify.com/v1/audio-analysis/5Qx9hngUBr30JFrNua7yp4,129105,4
4999,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,audio_features,1e1JKLEDKP7hEQzJfNAgPl,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,https://api.spotify.com/v1/tracks/1e1JKLEDKP7hEQzJfNAgPl,https://api.spotify.com/v1/audio-analysis/1e1JKLEDKP7hEQzJfNAgPl,181812,4
5000,0.711,0.824,1,-4.68,0,0.146,0.016,0.0,0.121,0.571,174.018,audio_features,1rgxsijloDOt1mMFKLInxT,spotify:track:1rgxsijloDOt1mMFKLInxT,https://api.spotify.com/v1/tracks/1rgxsijloDOt1mMFKLInxT,https://api.spotify.com/v1/audio-analysis/1rgxsijloDOt1mMFKLInxT,332301,4
5001,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,audio_features,15EPc80XuFrb2LmOzGjuRg,spotify:track:15EPc80XuFrb2LmOzGjuRg,https://api.spotify.com/v1/tracks/15EPc80XuFrb2LmOzGjuRg,https://api.spotify.com/v1/audio-analysis/15EPc80XuFrb2LmOzGjuRg,176702,4
5002,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,audio_features,4knL4iPxPOZjQzTUlELGSY,spotify:track:4knL4iPxPOZjQzTUlELGSY,https://api.spotify.com/v1/tracks/4knL4iPxPOZjQzTUlELGSY,https://api.spotify.com/v1/audio-analysis/4knL4iPxPOZjQzTUlELGSY,276333,4
5003,0.718,0.767,9,-5.641,1,0.166,0.138,0.0,0.114,0.519,160.084,audio_features,7oJrVhiTPZGBXWPwhxjy9S,spotify:track:7oJrVhiTPZGBXWPwhxjy9S,https://api.spotify.com/v1/tracks/7oJrVhiTPZGBXWPwhxjy9S,https://api.spotify.com/v1/audio-analysis/7oJrVhiTPZGBXWPwhxjy9S,156000,4
5004,0.808,0.771,4,-5.719,0,0.0645,0.0413,1.29e-06,0.18,0.471,161.94,audio_features,4BHzHISX21PYwGXiBEUQ70,spotify:track:4BHzHISX21PYwGXiBEUQ70,https://api.spotify.com/v1/tracks/4BHzHISX21PYwGXiBEUQ70,https://api.spotify.com/v1/audio-analysis/4BHzHISX21PYwGXiBEUQ70,251859,4
5005,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,audio_features,10M2Ex445zw585Ducldzkw,spotify:track:10M2Ex445zw585Ducldzkw,https://api.spotify.com/v1/tracks/10M2Ex445zw585Ducldzkw,https://api.spotify.com/v1/audio-analysis/10M2Ex445zw585Ducldzkw,224853,4
5006,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0,audio_features,0w3Q14i073jLoew1hgJkwD,spotify:track:0w3Q14i073jLoew1hgJkwD,https://api.spotify.com/v1/tracks/0w3Q14i073jLoew1hgJkwD,https://api.spotify.com/v1/audio-analysis/0w3Q14i073jLoew1hgJkwD,205200,4
5007,0.659,0.614,9,-7.32,0,0.0541,0.000404,0.0,0.123,0.26,119.405,audio_features,0AICBlLzFCTpUqmAbtzB2z,spotify:track:0AICBlLzFCTpUqmAbtzB2z,https://api.spotify.com/v1/tracks/0AICBlLzFCTpUqmAbtzB2z,https://api.spotify.com/v1/audio-analysis/0AICBlLzFCTpUqmAbtzB2z,143969,4
5008,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,audio_features,3Q3myFA7q4Op95DOpHplaY,spotify:track:3Q3myFA7q4Op95DOpHplaY,https://api.spotify.com/v1/tracks/3Q3myFA7q4Op95DOpHplaY,https://api.spotify.com/v1/audio-analysis/3Q3myFA7q4Op95DOpHplaY,212027,3
5009,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4
5010,0.766,0.606,9,-6.064,1,0.456,0.00266,0.0,0.166,0.352,160.223,audio_features,3wGXyJGsCf1myH5MooQIqE,spotify:track:3wGXyJGsCf1myH5MooQIqE,https://api.spotify.com/v1/tracks/3wGXyJGsCf1myH5MooQIqE,https://api.spotify.com/v1/audio-analysis/3wGXyJGsCf1myH5MooQIqE,140000,4
5011,0.791,0.813,10,-4.244,0,0.376,0.758,0.0,0.143,0.907,173.937,audio_features,365wwIjijQdlRJEjUWTidq,spotify:track:365wwIjijQdlRJEjUWTidq,https://api.spotify.com/v1/tracks/365wwIjijQdlRJEjUWTidq,https://api.spotify.com/v1/audio-analysis/365wwIjijQdlRJEjUWTidq,234667,4
5012,0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053,audio_features,1WIZiOuNO3woKfdlSK2gNn,spotify:track:1WIZiOuNO3woKfdlSK2gNn,https://api.spotify.com/v1/tracks/1WIZiOuNO3woKfdlSK2gNn,https://api.spotify.com/v1/audio-analysis/1WIZiOuNO3woKfdlSK2gNn,169345,4
5013,0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477,audio_features,59J5nzL1KniFHnU120dQzt,spotify:track:59J5nzL1KniFHnU120dQzt,https://api.spotify.com/v1/tracks/59J5nzL1KniFHnU120dQzt,https://api.spotify.com/v1/audio-analysis/59J5nzL1KniFHnU120dQzt,235535,4
