year,AudioFeature,year,AudioFeature,average value
1975,speechiness,1975,speechiness,0.04522276422764227
1975,tempo,1975,tempo,118.84922764227642
1975,time_signature,1975,time_signature,3.869918699186992
1975,valence,1975,valence,0.5775252032520326
1976,acousticness,1976,acousticness,0.43414954615384627
1976,danceability,1976,danceability,0.4768442307692307
1976,duration_ms,1976,duration_ms,266867.4326923077
1976,energy,1976,energy,0.5471136538461538
1976,instrumentalness,1976,instrumentalness,0.2321918664423076
1976,key,1976,key,5.701923076923077
1976,liveness,1976,liveness,0.19507692307692304
1976,loudness,1976,loudness,-11.000442307692303
1976,mode,1976,mode,0.7019230769230769
1976,speechiness,1976,speechiness,0.05968365384615385
1976,tempo,1976,tempo,124.83375961538465
1976,time_signature,1976,time_signature,3.826923076923077
1976,valence,1976,valence,0.49579903846153833
1977,acousticness,1977,acousticness,0.28678550738461545
1977,danceability,1977,danceability,0.5004615384615384
1977,duration_ms,1977,duration_ms,260354.73076923078
1977,energy,1977,energy,0.6136761538461538
1977,instrumentalness,1977,instrumentalness,0.14984554592307694
1977,key,1977,key,5.2615384615384615
1977,liveness,1977,liveness,0.23062846153846156
1977,loudness,1977,loudness,-10.03573846153847
1977,mode,1977,mode,0.7076923076923077
1977,speechiness,1977,speechiness,0.0584746153846154
1977,tempo,1977,tempo,129.50951538461538
1977,time_signature,1977,time_signature,3.9076923076923076
1977,valence,1977,valence,0.5846738461538459
1978,acousticness,1978,acousticness,0.32404089473684194
1978,danceability,1978,danceability,0.5555488721804511
1978,duration_ms,1978,duration_ms,256000.36842105264
1978,energy,1978,energy,0.5932571428571426
1978,instrumentalness,1978,instrumentalness,0.10340189759398495
1978,key,1978,key,4.7669172932330826
1978,liveness,1978,liveness,0.1917646616541354
1978,loudness,1978,loudness,-9.934526315789476
1978,mode,1978,mode,0.7443609022556391
1978,speechiness,1978,speechiness,0.062427819548872186
1978,tempo,1978,tempo,126.13302255639097
1978,time_signature,1978,time_signature,3.857142857142857
1978,valence,1978,valence,0.6066037593984963
1979,acousticness,1979,acousticness,0.23689783284552834
1979,danceability,1979,danceability,0.5750243902439024
1979,duration_ms,1979,duration_ms,258038.23577235773
1979,energy,1979,energy,0.6400479674796747
1979,instrumentalness,1979,instrumentalness,0.0944373833333333
1979,key,1979,key,5.032520325203252
1979,liveness,1979,liveness,0.18053658536585362
1979,loudness,1979,loudness,-10.0580650406504
1979,mode,1979,mode,0.6341463414634146
1979,speechiness,1979,speechiness,0.06953658536585365
1979,tempo,1979,tempo,123.42228455284544
1979,time_signature,1979,time_signature,3.967479674796748
1979,valence,1979,valence,0.6134065040650404
1980,acousticness,1980,acousticness,0.2634507569444445
1980,danceability,1980,danceability,0.530097222222222
1980,duration_ms,1980,duration_ms,245446.79166666666
1980,energy,1980,energy,0.6247943055555558
1980,instrumentalness,1980,instrumentalness,0.12718674340277777
1980,key,1980,key,4.993055555555555
1980,liveness,1980,liveness,0.18934375000000003
1980,loudness,1980,loudness,-9.789201388888895
1980,mode,1980,mode,0.7361111111111112
1980,speechiness,1980,speechiness,0.059277777777777776
1980,tempo,1980,tempo,124.4765625
1980,time_signature,1980,time_signature,3.9583333333333335
1980,valence,1980,valence,0.5716861111111111
1981,acousticness,1981,acousticness,0.3812104999999999
1981,danceability,1981,danceability,0.510164705882353
1981,duration_ms,1981,duration_ms,248020.34453781514
1981,energy,1981,energy,0.5482959663865545
1981,instrumentalness,1981,instrumentalness,0.21051331403361348
1981,key,1981,key,4.823529411764706
1981,liveness,1981,liveness,0.18900000000000003
1981,loudness,1981,loudness,-11.41578991596639
1981,mode,1981,mode,0.680672268907563
1981,speechiness,1981,speechiness,0.047031932773109235
1981,tempo,1981,tempo,124.45216806722694
1981,time_signature,1981,time_signature,3.8487394957983194
1981,valence,1981,valence,0.5142655462184873
1982,acousticness,1982,acousticness,0.328183888699187
1982,danceability,1982,danceability,0.53349756097561
1982,duration_ms,1982,duration_ms,266038.1219512195
1982,energy,1982,energy,0.611969837398374
1982,instrumentalness,1982,instrumentalness,0.10865491495934958
1982,key,1982,key,4.975609756097561
1982,liveness,1982,liveness,0.22945853658536586
1982,loudness,1982,loudness,-10.536691056910577
1982,mode,1982,mode,0.6829268292682927
1982,speechiness,1982,speechiness,0.05599593495934959
1982,tempo,1982,tempo,115.14560162601624
1982,time_signature,1982,time_signature,3.9186991869918697
1982,valence,1982,valence,0.5268837398373982
1983,acousticness,1983,acousticness,0.36926326458015285
1983,danceability,1983,danceability,0.4916152671755723
1983,duration_ms,1983,duration_ms,268888.01526717556
1983,energy,1983,energy,0.5804305343511449
1983,instrumentalness,1983,instrumentalness,0.20877954282442743
1983,key,1983,key,4.67175572519084
1983,liveness,1983,liveness,0.18608702290076326
1983,loudness,1983,loudness,-11.628053435114499
1983,mode,1983,mode,0.6717557251908397
1983,speechiness,1983,speechiness,0.06381679389312976
1983,tempo,1983,tempo,119.07701526717557
1983,time_signature,1983,time_signature,3.8473282442748094
1983,valence,1983,valence,0.5054320610687023
1984,acousticness,1984,acousticness,0.32846747791411035
1984,danceability,1984,danceability,0.4573914110429449
1984,duration_ms,1984,duration_ms,279936.7055214724
1984,energy,1984,energy,0.5781446625766867
1984,instrumentalness,1984,instrumentalness,0.1712337166257668
1984,key,1984,key,4.987730061349693
1984,liveness,1984,liveness,0.1916496932515338
1984,loudness,1984,loudness,-11.609239263803685
1984,mode,1984,mode,0.7300613496932515
1984,speechiness,1984,speechiness,0.050511656441717775
1984,tempo,1984,tempo,120.80781595092026
1984,time_signature,1984,time_signature,3.914110429447853
1984,valence,1984,valence,0.475301226993865
1985,acousticness,1985,acousticness,0.35149563739436607
1985,danceability,1985,danceability,0.5074422535211267
1985,duration_ms,1985,duration_ms,259215.32394366196
1985,energy,1985,energy,0.5693707042253519
1985,instrumentalness,1985,instrumentalness,0.14132395838028172
1985,key,1985,key,4.887323943661972
1985,liveness,1985,liveness,0.16102887323943657
1985,loudness,1985,loudness,-11.445218309859156
1985,mode,1985,mode,0.6619718309859155
1985,speechiness,1985,speechiness,0.05590140845070424
1985,tempo,1985,tempo,114.34719014084503
1985,time_signature,1985,time_signature,3.915492957746479
1985,valence,1985,valence,0.4713450704225352
1986,acousticness,1986,acousticness,0.33177397735632186
1986,danceability,1986,danceability,0.5143971264367818
1986,duration_ms,1986,duration_ms,268778.6264367816
1986,energy,1986,energy,0.610109597701149
1986,instrumentalness,1986,instrumentalness,0.14191011660919534
1986,key,1986,key,4.982758620689655
1986,liveness,1986,liveness,0.1834540229885058
1986,loudness,1986,loudness,-10.559327586206896
1986,mode,1986,mode,0.6494252873563219
1986,speechiness,1986,speechiness,0.06964770114942528
1986,tempo,1986,tempo,123.26701724137936
1986,time_signature,1986,time_signature,3.913793103448276
1986,valence,1986,valence,0.522690804597701
1987,acousticness,1987,acousticness,0.3935199107142856
1987,danceability,1987,danceability,0.5081153846153847
1987,duration_ms,1987,duration_ms,278838.43406593404
1987,energy,1987,energy,0.5672459890109889
1987,instrumentalness,1987,instrumentalness,0.13464314604395608
1987,key,1987,key,4.5989010989010985
1987,liveness,1987,liveness,0.18246593406593412
1987,loudness,1987,loudness,-11.382390109890109
1987,mode,1987,mode,0.7197802197802198
1987,speechiness,1987,speechiness,0.053425824175824164
1987,tempo,1987,tempo,121.05641208791202
1987,time_signature,1987,time_signature,3.923076923076923
1987,valence,1987,valence,0.4684510989010989
1988,acousticness,1988,acousticness,0.42338352631355936
1988,danceability,1988,danceability,0.45806694915254215
1988,duration_ms,1988,duration_ms,306869.3559322034
1988,energy,1988,energy,0.5138502966101693
1988,instrumentalness,1988,instrumentalness,0.32550363241525415
1988,key,1988,key,5.203389830508475
1988,liveness,1988,liveness,0.18321694915254239
1988,loudness,1988,loudness,-13.2288220338983
1988,mode,1988,mode,0.6779661016949152
1988,speechiness,1988,speechiness,0.06114449152542375
1988,tempo,1988,tempo,116.1509915254237
1988,time_signature,1988,time_signature,3.8516949152542375
1988,valence,1988,valence,0.4265016949152541
1989,acousticness,1989,acousticness,0.419127255905512
1989,danceability,1989,danceability,0.5132417322834646
1989,duration_ms,1989,duration_ms,275538.9251968504
1989,energy,1989,energy,0.49901803149606294
1989,instrumentalness,1989,instrumentalness,0.16624428271653552
1989,key,1989,key,5.44488188976378
1989,liveness,1989,liveness,0.17265629921259848
1989,loudness,1989,loudness,-12.62502755905512
1989,mode,1989,mode,0.6614173228346457
1989,speechiness,1989,speechiness,0.049571653543307115
1989,tempo,1989,tempo,118.37153543307082
1989,time_signature,1989,time_signature,3.9291338582677167
1989,valence,1989,valence,0.4720795275590554
1990,acousticness,1990,acousticness,0.48070987555232525
1990,danceability,1990,danceability,0.4741633720930231
1990,duration_ms,1990,duration_ms,290518.2936046512
1990,energy,1990,energy,0.47232401162790677
1990,instrumentalness,1990,instrumentalness,0.22127507383720943
1990,key,1990,key,5.020348837209302
1990,liveness,1990,liveness,0.1878098837209302
1990,loudness,1990,loudness,-13.50689825581396
1990,mode,1990,mode,0.6947674418604651
1990,speechiness,1990,speechiness,0.05794970930232562
1990,tempo,1990,tempo,118.41143023255816
1990,time_signature,1990,time_signature,3.866279069767442
1990,valence,1990,valence,0.4199485465116279
1991,acousticness,1991,acousticness,0.427703120182371
1991,danceability,1991,danceability,0.48529209726443717
1991,duration_ms,1991,duration_ms,287253.0972644377
1991,energy,1991,energy,0.4616310030395138
1991,instrumentalness,1991,instrumentalness,0.22879088826747712
1991,key,1991,key,5.425531914893617
1991,liveness,1991,liveness,0.1840504559270517
1991,loudness,1991,loudness,-13.720474164133734
1991,mode,1991,mode,0.6778115501519757
1991,speechiness,1991,speechiness,0.05326960486322189
1991,tempo,1991,tempo,116.72559878419449
1991,time_signature,1991,time_signature,3.82370820668693
1991,valence,1991,valence,0.4242768996960484
1992,acousticness,1992,acousticness,0.3954102443988268
1992,danceability,1992,danceability,0.5176718475073311
1992,duration_ms,1992,duration_ms,278255.06744868035
1992,energy,1992,energy,0.5234616656891491
1992,instrumentalness,1992,instrumentalness,0.19987784560117303
1992,key,1992,key,5.158357771260997
1992,liveness,1992,liveness,0.2057706744868037
1992,loudness,1992,loudness,-12.227167155425217
1992,mode,1992,mode,0.6686217008797654
1992,speechiness,1992,speechiness,0.06111260997067449
1992,tempo,1992,tempo,118.32435777126106
1992,time_signature,1992,time_signature,3.8944281524926687
1992,valence,1992,valence,0.4962187683284453
1993,acousticness,1993,acousticness,0.45827590583798883
1993,danceability,1993,danceability,0.5010131284916205
1993,duration_ms,1993,duration_ms,289037.22067039105
1993,energy,1993,energy,0.461252793296089
1993,instrumentalness,1993,instrumentalness,0.2252371782681564
1993,key,1993,key,5.477653631284916
1993,liveness,1993,liveness,0.17485279329608924
1993,loudness,1993,loudness,-13.523670391061456
1993,mode,1993,mode,0.7458100558659218
1993,speechiness,1993,speechiness,0.06447765363128491
1993,tempo,1993,tempo,115.95225418994403
1993,time_signature,1993,time_signature,3.840782122905028
1993,valence,1993,valence,0.4463874301675975
1994,acousticness,1994,acousticness,0.46101446764091886
1994,danceability,1994,danceability,0.4968457202505225
1994,duration_ms,1994,duration_ms,289695.89770354907
1994,energy,1994,energy,0.46774620041753684
1994,instrumentalness,1994,instrumentalness,0.22768011394572021
1994,key,1994,key,4.941544885177453
1994,liveness,1994,liveness,0.16521064718162842
1994,loudness,1994,loudness,-13.238334029227563
1994,mode,1994,mode,0.6951983298538622
1994,speechiness,1994,speechiness,0.059906889352818425
1994,tempo,1994,tempo,115.05483507306889
1994,time_signature,1994,time_signature,3.835073068893528
1994,valence,1994,valence,0.4352446764091865
1995,acousticness,1995,acousticness,0.4490717562352945
1995,danceability,1995,danceability,0.5210917647058826
1995,duration_ms,1995,duration_ms,270720.2870588235
1995,energy,1995,energy,0.4911271529411766
1995,instrumentalness,1995,instrumentalness,0.20079170816470604
1995,key,1995,key,5.308235294117647
1995,liveness,1995,liveness,0.1801261176470586
1995,loudness,1995,loudness,-12.279910588235294
1995,mode,1995,mode,0.668235294117647
1995,speechiness,1995,speechiness,0.06516164705882353
1995,tempo,1995,tempo,115.12687058823533
1995,time_signature,1995,time_signature,3.8588235294117648
1995,valence,1995,valence,0.4584284705882353
1996,acousticness,1996,acousticness,0.4114267556403267
1996,danceability,1996,danceability,0.5477986376021797
1996,duration_ms,1996,duration_ms,273279.2234332425
1996,energy,1996,energy,0.5338897275204357
1996,instrumentalness,1996,instrumentalness,0.16334347302452323
1996,key,1996,key,5.37874659400545
1996,liveness,1996,liveness,0.18589673024523154
1996,loudness,1996,loudness,-10.96335694822889
1996,mode,1996,mode,0.6811989100817438
1996,speechiness,1996,speechiness,0.06835531335149862
1996,tempo,1996,tempo,116.67622888283371
1996,time_signature,1996,time_signature,3.885558583106267
1996,valence,1996,valence,0.5023558583106263
1997,acousticness,1997,acousticness,0.4301069098317757
1997,danceability,1997,danceability,0.524311214953271
1997,duration_ms,1997,duration_ms,273379.4542056075
1997,energy,1997,energy,0.5109220000000002
1997,instrumentalness,1997,instrumentalness,0.2041852582429907
1997,key,1997,key,5.132710280373832
1997,liveness,1997,liveness,0.18355831775700934
1997,loudness,1997,loudness,-11.67617009345795
1997,mode,1997,mode,0.6504672897196262
1997,speechiness,1997,speechiness,0.0626639252336449
1997,tempo,1997,tempo,116.07138130841115
1997,time_signature,1997,time_signature,3.8672897196261684
1997,valence,1997,valence,0.471434018691589
1998,acousticness,1998,acousticness,0.45264780902255625
1998,danceability,1998,danceability,0.5281201127819547
1998,duration_ms,1998,duration_ms,277458.6203007519
1998,energy,1998,energy,0.49233979323308263
1998,instrumentalness,1998,instrumentalness,0.21108222909774424
1998,key,1998,key,5.409774436090226
1998,liveness,1998,liveness,0.17156454887218034
1998,loudness,1998,loudness,-11.99468609022557
1998,mode,1998,mode,0.650375939849624
1998,speechiness,1998,speechiness,0.06539172932330832
1998,tempo,1998,tempo,114.82182894736837
1998,time_signature,1998,time_signature,3.898496240601504
1998,valence,1998,valence,0.4610648496240607
1999,acousticness,1999,acousticness,0.409416848880157
1999,danceability,1999,danceability,0.5441587426326132
1999,duration_ms,1999,duration_ms,270164.33398821217
1999,energy,1999,energy,0.5400771316306477
1999,instrumentalness,1999,instrumentalness,0.16417233577603152
1999,key,1999,key,4.994106090373281
1999,liveness,1999,liveness,0.17502161100196445
1999,loudness,1999,loudness,-10.627595284872294
1999,mode,1999,mode,0.6797642436149313
1999,speechiness,1999,speechiness,0.06970589390962677
1999,tempo,1999,tempo,118.5390943025539
1999,time_signature,1999,time_signature,3.9037328094302555
1999,valence,1999,valence,0.4909984282907661
2000,acousticness,2000,acousticness,0.4081626840647484
2000,danceability,2000,danceability,0.5407334532374098
2000,duration_ms,2000,duration_ms,266508.15647482016
2000,energy,2000,energy,0.5304729496402876
2000,instrumentalness,2000,instrumentalness,0.15845733787769783
2000,key,2000,key,5.336330935251799
2000,liveness,2000,liveness,0.1744370503597121
2000,loudness,2000,loudness,-10.59541007194244
2000,mode,2000,mode,0.6420863309352518
2000,speechiness,2000,speechiness,0.06484082733812951
2000,tempo,2000,tempo,117.81182733812942
2000,time_signature,2000,time_signature,3.897482014388489
2000,valence,2000,valence,0.4881944244604319
2001,acousticness,2001,acousticness,0.3795692322297296
2001,danceability,2001,danceability,0.5443684121621616
2001,duration_ms,2001,duration_ms,260119.79222972973
2001,energy,2001,energy,0.5671684797297294
2001,instrumentalness,2001,instrumentalness,0.1539012725844595
2001,key,2001,key,5.403716216216216
2001,liveness,2001,liveness,0.19548902027027035
2001,loudness,2001,loudness,-9.379381756756754
2001,mode,2001,mode,0.652027027027027
2001,speechiness,2001,speechiness,0.06750354729729728
2001,tempo,2001,tempo,117.82180574324317
2001,time_signature,2001,time_signature,3.8986486486486487
2001,valence,2001,valence,0.45392027027027065
2002,acousticness,2002,acousticness,0.3986054778233436
2002,danceability,2002,danceability,0.5446335962145106
2002,duration_ms,2002,duration_ms,256928.3690851735
2002,energy,2002,energy,0.5558421924290223
2002,instrumentalness,2002,instrumentalness,0.14681434094637216
2002,key,2002,key,5.0883280757097795
2002,liveness,2002,liveness,0.17350962145110382
2002,loudness,2002,loudness,-9.813858044164029
2002,mode,2002,mode,0.6703470031545742
2002,speechiness,2002,speechiness,0.06407444794952682
2002,tempo,2002,tempo,118.81238012618303
2002,time_signature,2002,time_signature,3.889589905362776
2002,valence,2002,valence,0.4764667192429025
2003,acousticness,2003,acousticness,0.39741409918181836
2003,danceability,2003,danceability,0.5331792424242429
2003,duration_ms,2003,duration_ms,251140.24696969698
2003,energy,2003,energy,0.5654835909090917
2003,instrumentalness,2003,instrumentalness,0.138752454939394
2003,key,2003,key,5.128787878787879
2003,liveness,2003,liveness,0.17185045454545458
2003,loudness,2003,loudness,-9.666899999999998
2003,mode,2003,mode,0.6909090909090909
2003,speechiness,2003,speechiness,0.06666045454545451
2003,tempo,2003,tempo,117.8288272727273
2003,time_signature,2003,time_signature,3.9015151515151514
2003,valence,2003,valence,0.4512512121212119
2004,acousticness,2004,acousticness,0.4040379825306124
2004,danceability,2004,danceability,0.5456681632653061
2004,duration_ms,2004,duration_ms,251420.77959183673
2004,energy,2004,energy,0.5689273061224488
2004,instrumentalness,2004,instrumentalness,0.13874781187755092
2004,key,2004,key,5.443537414965986
2004,liveness,2004,liveness,0.17670394557823113
2004,loudness,2004,loudness,-9.247180952380935
2004,mode,2004,mode,0.6448979591836734
2004,speechiness,2004,speechiness,0.06931183673469393
2004,tempo,2004,tempo,117.50071020408171
2004,time_signature,2004,time_signature,3.869387755102041
2004,valence,2004,valence,0.46626857142857114
2005,acousticness,2005,acousticness,0.4118814309346991
2005,danceability,2005,danceability,0.5611012804097314
2005,duration_ms,2005,duration_ms,261453.28169014084
2005,energy,2005,energy,0.5625102048655573
2005,instrumentalness,2005,instrumentalness,0.1355055713700385
2005,key,2005,key,5.1600512163892445
2005,liveness,2005,liveness,0.1780359795134443
2005,loudness,2005,loudness,-9.151542893725972
2005,mode,2005,mode,0.678617157490397
2005,speechiness,2005,speechiness,0.07098450704225341
2005,tempo,2005,tempo,117.94415108834814
2005,time_signature,2005,time_signature,3.9026888604353394
2005,valence,2005,valence,0.4860455825864276
2006,acousticness,2006,acousticness,0.4178540192124999
2006,danceability,2006,danceability,0.547634625
2006,duration_ms,2006,duration_ms,264517.805
2006,energy,2006,energy,0.5492653875000006
2006,instrumentalness,2006,instrumentalness,0.1329431498125
2006,key,2006,key,5.18
2006,liveness,2006,liveness,0.1752477500000001
2006,loudness,2006,loudness,-9.26674625
2006,mode,2006,mode,0.6525
2006,speechiness,2006,speechiness,0.06114574999999996
2006,tempo,2006,tempo,118.13940875000014
2006,time_signature,2006,time_signature,3.8825
2006,valence,2006,valence,0.47995337500000035
2007,acousticness,2007,acousticness,0.44473258407494165
2007,danceability,2007,danceability,0.5421929742388761
2007,duration_ms,2007,duration_ms,271511.79274004686
2007,energy,2007,energy,0.5543206206088995
2007,instrumentalness,2007,instrumentalness,0.14485340811475414
2007,key,2007,key,5.225995316159251
2007,liveness,2007,liveness,0.18473243559718963
2007,loudness,2007,loudness,-9.333507025761124
2007,mode,2007,mode,0.6791569086651054
2007,speechiness,2007,speechiness,0.06072903981264629
2007,tempo,2007,tempo,118.64683138173278
2007,time_signature,2007,time_signature,3.889929742388759
2007,valence,2007,valence,0.4638247072599528
2008,acousticness,2008,acousticness,0.4093040804704296
2008,danceability,2008,danceability,0.5378068548387097
2008,duration_ms,2008,duration_ms,269903.6317204301
2008,energy,2008,energy,0.5580687903225812
2008,instrumentalness,2008,instrumentalness,0.15534694435483867
2008,key,2008,key,5.186827956989247
2008,liveness,2008,liveness,0.1719581989247311
2008,loudness,2008,loudness,-9.391974462365585
2008,mode,2008,mode,0.6733870967741935
2008,speechiness,2008,speechiness,0.05381102150537628
2008,tempo,2008,tempo,121.75104301075267
2008,time_signature,2008,time_signature,3.9086021505376345
2008,valence,2008,valence,0.4524012096774192
2009,acousticness,2009,acousticness,0.42341197997260327
2009,danceability,2009,danceability,0.5336931506849316
2009,duration_ms,2009,duration_ms,260842.9109589041
2009,energy,2009,energy,0.5479251917808227
2009,instrumentalness,2009,instrumentalness,0.15326429224657517
2009,key,2009,key,5.189041095890411
2009,liveness,2009,liveness,0.18654808219178057
2009,loudness,2009,loudness,-9.499595890410962
2009,mode,2009,mode,0.6383561643835617
2009,speechiness,2009,speechiness,0.06426260273972603
2009,tempo,2009,tempo,118.55579452054792
2009,time_signature,2009,time_signature,3.8904109589041096
2009,valence,2009,valence,0.43364958904109524
2010,acousticness,2010,acousticness,0.40649624236812554
2010,danceability,2010,danceability,0.5423113355780024
2010,duration_ms,2010,duration_ms,250259.89225589225
2010,energy,2010,energy,0.5642395061728388
2010,instrumentalness,2010,instrumentalness,0.17154267025813688
2010,key,2010,key,5.139169472502806
2010,liveness,2010,liveness,0.17812413019079695
2010,loudness,2010,loudness,-9.37051739618407
2010,mode,2010,mode,0.654320987654321
2010,speechiness,2010,speechiness,0.05920157126823789
2010,tempo,2010,tempo,122.03794612794611
2010,time_signature,2010,time_signature,3.8742985409652078
2010,valence,2010,valence,0.47182940516273897
2011,acousticness,2011,acousticness,0.4219282697412017
2011,danceability,2011,danceability,0.5264017598343681
2011,duration_ms,2011,duration_ms,259827.15217391305
2011,energy,2011,energy,0.5506848654244305
2011,instrumentalness,2011,instrumentalness,0.1861556800414077
2011,key,2011,key,5.200828157349896
2011,liveness,2011,liveness,0.18430921325051752
2011,loudness,2011,loudness,-9.410750517598332
2011,mode,2011,mode,0.6459627329192547
2011,speechiness,2011,speechiness,0.06301894409937887
2011,tempo,2011,tempo,120.93945134575571
2011,time_signature,2011,time_signature,3.883022774327122
2011,valence,2011,valence,0.43176252587991754
2012,acousticness,2012,acousticness,0.40823298964732746
2012,danceability,2012,danceability,0.5215600682593855
2012,duration_ms,2012,duration_ms,256261.41979522185
2012,energy,2012,energy,0.5528735949943118
2012,instrumentalness,2012,instrumentalness,0.19237230069397043
2012,key,2012,key,5.154721274175199
2012,liveness,2012,liveness,0.18055278725824778
2012,loudness,2012,loudness,-9.581522184300347
2012,mode,2012,mode,0.676905574516496
2012,speechiness,2012,speechiness,0.057351535836177456
2012,tempo,2012,tempo,118.6287178612058
2012,time_signature,2012,time_signature,3.920364050056883
2012,valence,2012,valence,0.4107868031854379
2013,acousticness,2013,acousticness,0.4383372626456988
2013,danceability,2013,danceability,0.528140055504163
2013,duration_ms,2013,duration_ms,253491.8501387604
2013,energy,2013,energy,0.5377567622571688
2013,instrumentalness,2013,instrumentalness,0.17486739111008326
2013,key,2013,key,4.853839037927845
2013,liveness,2013,liveness,0.17741526364477345
2013,loudness,2013,loudness,-9.598812210915801
2013,mode,2013,mode,0.6725254394079556
2013,speechiness,2013,speechiness,0.0610119333950046
2013,tempo,2013,tempo,119.4115467160036
2013,time_signature,2013,time_signature,3.893617021276596
2013,valence,2013,valence,0.416338852913969
2014,acousticness,2014,acousticness,0.43496601099050314
2014,danceability,2014,danceability,0.5405421302578016
2014,duration_ms,2014,duration_ms,248338.8500678426
2014,energy,2014,energy,0.543534911804614
2014,instrumentalness,2014,instrumentalness,0.14613285203527807
2014,key,2014,key,5.0359565807327
2014,liveness,2014,liveness,0.17395115332428757
2014,loudness,2014,loudness,-9.227837177747627
2014,mode,2014,mode,0.66078697421981
2014,speechiness,2014,speechiness,0.06352089552238806
2014,tempo,2014,tempo,119.10521777476248
2014,time_signature,2014,time_signature,3.914518317503392
2014,valence,2014,valence,0.43459674355495187
2015,acousticness,2015,acousticness,0.4339764140104172
2015,danceability,2015,danceability,0.5435017578125
2015,duration_ms,2015,duration_ms,243617.36979166666
2015,energy,2015,energy,0.5428941861979163
2015,instrumentalness,2015,instrumentalness,0.1668826461653646
2015,key,2015,key,5.167317708333333
2015,liveness,2015,liveness,0.1773888020833332
2015,loudness,2015,loudness,-9.681283203125
2015,mode,2015,mode,0.646484375
2015,speechiness,2015,speechiness,0.06591888020833331
2015,tempo,2015,tempo,118.8049244791665
2015,time_signature,2015,time_signature,3.8834635416666665
2015,valence,2015,valence,0.43152773437499836
2016,acousticness,2016,acousticness,0.43539364572906325
2016,danceability,2016,danceability,0.5430477832512325
2016,duration_ms,2016,duration_ms,241812.7147783251
2016,energy,2016,energy,0.5356302118226607
2016,instrumentalness,2016,instrumentalness,0.1513783310492611
2016,key,2016,key,5.374876847290641
2016,liveness,2016,liveness,0.17512201970443392
2016,loudness,2016,loudness,-9.175905911330037
2016,mode,2016,mode,0.6581280788177339
2016,speechiness,2016,speechiness,0.06529389162561577
2016,tempo,2016,tempo,117.60761822660103
2016,time_signature,2016,time_signature,3.8866995073891624
2016,valence,2016,valence,0.41647009852216776
2017,acousticness,2017,acousticness,0.4226859323192363
2017,danceability,2017,danceability,0.5610340609367893
2017,duration_ms,2017,duration_ms,238805.53842655753
2017,energy,2017,energy,0.5469712232833113
2017,instrumentalness,2017,instrumentalness,0.1512167322964986
2017,key,2017,key,5.365165984538427
2017,liveness,2017,liveness,0.16848540245566174
2017,loudness,2017,loudness,-8.981448385629813
2017,mode,2017,mode,0.6666666666666666
2017,speechiness,2017,speechiness,0.07387539790813999
2017,tempo,2017,tempo,118.08337517053214
2017,time_signature,2017,time_signature,3.8849477035015916
2017,valence,2017,valence,0.42770031832651195
2018,acousticness,2018,acousticness,0.4009850084725358
2018,danceability,2018,danceability,0.5784639202407831
2018,duration_ms,2018,duration_ms,229674.23626787058
2018,energy,2018,energy,0.5567600575620774
2018,instrumentalness,2018,instrumentalness,0.1637507010948081
2018,key,2018,key,5.457863054928517
2018,liveness,2018,liveness,0.1689221971407078
2018,loudness,2018,loudness,-8.772455605718585
2018,mode,2018,mode,0.6448457486832204
2018,speechiness,2018,speechiness,0.0776117757712566
2018,tempo,2018,tempo,119.16567419112125
2018,time_signature,2018,time_signature,3.906696764484575
2018,valence,2018,valence,0.4331843115124152
2019,acousticness,2019,acousticness,0.4430789014203614
2019,danceability,2019,danceability,0.5539461685823767
2019,duration_ms,2019,duration_ms,224549.13875205253
2019,energy,2019,energy,0.5242907775041038
2019,instrumentalness,2019,instrumentalness,0.24203535060755307
2019,key,2019,key,5.262725779967159
2019,liveness,2019,liveness,0.16163396278051417
2019,loudness,2019,loudness,-10.064596059113274
2019,mode,2019,mode,0.6499726327312534
2019,speechiness,2019,speechiness,0.07680205254515586
2019,tempo,2019,tempo,117.61783607006014
2019,time_signature,2019,time_signature,3.8968253968253967
2019,valence,2019,valence,0.4082222769567598
2020,acousticness,2020,acousticness,0.5044636324439389
2020,danceability,2020,danceability,0.5388585143658036
2020,duration_ms,2020,duration_ms,217824.12070777855
2020,energy,2020,energy,0.47391556604765267
2020,instrumentalness,2020,instrumentalness,0.2973284201454101
2020,key,2020,key,5.20374912403644
2020,liveness,2020,liveness,0.15653954099509423
2020,loudness,2020,loudness,-11.648527855641184
2020,mode,2020,mode,0.6643307638402243
2020,speechiness,2020,speechiness,0.07293475823405739
2020,tempo,2020,tempo,116.76510546601293
2020,time_signature,2020,time_signature,3.8624737210932025
2020,valence,2020,valence,0.3843875963559924
2021,acousticness,2021,acousticness,0.5139220655968805
2021,danceability,2021,danceability,0.5489898956906522
2021,duration_ms,2021,duration_ms,206499.02844800337
2021,energy,2021,energy,0.4482728990622676
2021,instrumentalness,2021,instrumentalness,0.38654312624486165
2021,key,2021,key,5.196501949215046
2021,liveness,2021,liveness,0.15319339374143978
2021,loudness,2021,loudness,-12.619483089242467
2021,mode,2021,mode,0.6435570540512064
2021,speechiness,2021,speechiness,0.07201476135286063
2021,tempo,2021,tempo,115.55408292066177
2021,time_signature,2021,time_signature,3.863028131914445
2021,valence,2021,valence,0.3814971235907707
2022,acousticness,2022,acousticness,0.5210254473359199
2022,danceability,2022,danceability,0.5665975394389652
