year,AudioFeature,year,AudioFeature,average value
2022,duration_ms,2022,duration_ms,192325.84165186022
2022,energy,2022,energy,0.44227073838367503
2022,instrumentalness,2022,instrumentalness,0.4431664941538782
2022,key,2022,key,5.2233349485812735
2022,liveness,2022,liveness,0.15821394497388777
2022,loudness,2022,loudness,-12.53065638292144
2022,mode,2022,mode,0.6219781403112045
2022,speechiness,2022,speechiness,0.07809201529101399
2022,tempo,2022,tempo,115.65900414580317
2022,time_signature,2022,time_signature,3.857158240456577
2022,valence,2022,valence,0.3707345113874973
2023,acousticness,2023,acousticness,0.45287316995650745
2023,danceability,2023,danceability,0.5728952277395178
2023,duration_ms,2023,duration_ms,197101.24501631025
2023,energy,2023,energy,0.5057172739035883
2023,instrumentalness,2023,instrumentalness,0.3087310718134581
2023,key,2023,key,5.261930651202126
2023,liveness,2023,liveness,0.16713018001691504
2023,loudness,2023,loudness,-10.77589863477109
2023,mode,2023,mode,0.6271595988884862
2023,speechiness,2023,speechiness,0.08444026821312074
2023,tempo,2023,tempo,117.91221432886367
2023,time_signature,2023,time_signature,3.887036365833031
2023,valence,2023,valence,0.4065963030083358
